task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,2860,9.8621,86.637,70.174,180.653,241.974,42.764,15.375,0.002,15.311,25.534,43.873
vocseg,sharing,2947,10.1621,86.642,70.872,178.114,245.112,42.531,15.511,0.002,14.684,25.726,44.112
