task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing,2906,4.9254,28.887,25.303,43.68,59.325,25.818,24.667,0.002,0.567,2.534,0.0,3.069
gestureclass,no_sharing,2996,5.078,29.437,25.685,45.593,60.762,26.163,25.006,0.002,0.572,2.737,0.0,3.274
