req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,client_infer_submit_time,device_start_time,device_end_time,client_receive_time,client_prep_time(ms),client_submit_to_backend_start(ms),backend_exec_time(ms),backend_to_client_return(ms),end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),gpu_alloc_peak_mb
18,0.0,site2,172.31.46.11:8040,papageissvri,diasbp__app19,1777076061.698945,1777076061.6989462,1777076061.8397796,1777076061.8613458,1777076062.1486263,0.0011920928955078125,139.5096778869629,21.566152572631836,288.6042594909668,449.68128204345703,16.472313999999997,0.002556,4.45797,27.51708984375
27,0.0,site2,172.31.46.11:8060,papageissvri,diasbp__app27,1777076061.6992793,1777076061.6992807,1777076061.8430462,1777076061.861753,1777076062.1487465,0.001430511474609375,142.5025463104248,18.706798553466797,288.2564067840576,449.4671821594238,14.567811,0.002932,1.807903,27.51904296875
28,0.0,site2,172.31.46.11:8060,papageissvri,diasbp__app27,1777076061.6993158,1777076061.6993165,1777076061.8430462,1777076061.861753,1777076062.1488085,0.0007152557373046875,142.46678352355957,18.706798553466797,288.318395614624,449.4926929473877,14.567811,0.002932,1.807903,27.51904296875
36,0.0,site2,172.31.46.11:8010,papageissvri,etth1fore,1777076061.699597,1777076061.699598,1777076061.8405266,1777076061.8644488,1777076062.1489,0.0011920928955078125,139.7538185119629,23.922204971313477,285.6259346008301,449.30315017700195,18.820828000000002,0.00553,4.399913,27.6416015625
9,0.0,site2,172.31.46.11:8020,papageissvri,diasbp__app11,1777076061.6986125,1777076061.698615,1777076061.8396893,1777076061.8645728,1777076062.148986,0.0026226043701171875,139.63770866394043,24.883508682250977,285.84980964660645,450.37364959716797,20.345211,0.002767,3.898243,27.51708984375
0,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777076061.6980417,1777076061.6980472,1777076061.839227,1777076061.8655472,1777076062.1490529,0.0054836273193359375,139.97554779052734,26.320219039916992,284.7099304199219,451.01118087768555,24.815991,0.003166,0.869565,27.51708984375
45,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777076061.699903,1777076061.6999042,1777076061.8411193,1777076061.8646803,1777076062.1491477,0.0011920928955078125,128.265380859375,23.56100082397461,297.41716384887695,449.24473762512207,19.827956,0.0031599999999999996,1.51109,27.6435546875
46,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777076061.6999404,1777076061.6999414,1777076061.8411193,1777076061.8646803,1777076062.1492257,0.00095367431640625,128.22818756103516,23.56100082397461,297.49512672424316,449.28526878356934,19.827956,0.0031599999999999996,1.51109,27.6435546875
66,0.0,site2,172.31.46.11:8070,papageissvri,etth1fore__app31,1777076061.7006786,1777076061.70068,1777076061.8468518,1777076061.8654199,1777076062.149294,0.001430511474609375,139.4798755645752,18.568038940429688,290.56596755981445,448.61531257629395,15.726136000000002,0.003186,2.1612609999999997,27.6416015625
55,0.0,site2,172.31.46.11:8050,papageissvri,etth1fore__app23,1777076061.7003021,1777076061.700303,1777076061.841577,1777076061.8678122,1777076062.149394,0.00095367431640625,136.30414009094238,26.235103607177734,286.55171394348145,449.09191131591797,25.419289000000003,0.002791,0.141278,27.6435546875
56,0.0,site2,172.31.46.11:8050,papageissvri,etth1fore__app23,1777076061.7003374,1777076061.7003381,1777076061.841577,1777076061.8678122,1777076062.1494849,0.0007152557373046875,136.26909255981445,26.235103607177734,286.64255142211914,449.14746284484863,25.419289000000003,0.002791,0.141278,27.6435546875
1,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777076061.698243,1777076061.6982453,1777076061.8660862,1777076061.8919263,1777076062.1495426,0.002384185791015625,166.63670539855957,25.840044021606445,258.8205337524414,451.29966735839844,24.014831,0.0026850000000000003,0.15709299999999998,27.53076171875
2,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777076061.6983144,1777076061.6983159,1777076061.8660862,1777076061.8919263,1777076062.1496246,0.001430511474609375,166.5661334991455,25.840044021606445,258.90254974365234,451.3101577758789,24.014831,0.0026850000000000003,0.15709299999999998,27.53076171875
3,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777076061.6983647,1777076061.698366,1777076061.8660862,1777076061.8919263,1777076062.1496766,0.0011920928955078125,166.51606559753418,25.840044021606445,258.9545249938965,451.3118267059326,24.014831,0.0026850000000000003,0.15709299999999998,27.53076171875
4,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777076061.6984086,1777076061.6984098,1777076061.8660862,1777076061.8919263,1777076062.1497416,0.0011920928955078125,166.4721965789795,25.840044021606445,259.0196132659912,451.33304595947266,24.014831,0.0026850000000000003,0.15709299999999998,27.53076171875
5,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777076061.6984496,1777076061.6984508,1777076061.8660862,1777076061.8919263,1777076062.1497822,0.0011920928955078125,166.43118858337402,25.840044021606445,259.0601444244385,451.33256912231445,24.014831,0.0026850000000000003,0.15709299999999998,27.53076171875
6,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777076061.6984916,1777076061.6984928,1777076061.8660862,1777076061.8919263,1777076062.1498504,0.0011920928955078125,166.38922691345215,25.840044021606445,259.1283321380615,451.3587951660156,24.014831,0.0026850000000000003,0.15709299999999998,27.53076171875
7,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777076061.698531,1777076061.6985316,1777076061.8660862,1777076061.8919263,1777076062.1498919,0.0007152557373046875,166.3503646850586,25.840044021606445,259.1698169708252,451.36094093322754,24.014831,0.0026850000000000003,0.15709299999999998,27.53076171875
8,0.0,site2,172.31.46.11:8000,papageissvri,diasbp,1777076061.6985738,1777076061.6985748,1777076061.8660862,1777076061.8919263,1777076062.1499298,0.00095367431640625,166.3072109222412,25.840044021606445,259.20772552490234,451.3559341430664,24.014831,0.0026850000000000003,0.15709299999999998,27.53076171875
47,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777076061.7000186,1777076061.7000206,1777076061.871181,1777076061.897933,1777076062.1500752,0.0019073486328125,158.21075439453125,26.751995086669922,265.0918960571289,450.0565528869629,23.854241000000002,0.002595,0.281195,27.6552734375
48,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777076061.7000613,1777076061.7000625,1777076061.871181,1777076061.897933,1777076062.1501734,0.0011920928955078125,158.16879272460938,26.751995086669922,265.19012451171875,450.11210441589355,23.854241000000002,0.002595,0.281195,27.6552734375
49,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777076061.7000954,1777076061.7000966,1777076061.871181,1777076061.897933,1777076062.1502414,0.0011920928955078125,158.13469886779785,26.751995086669922,265.2580738067627,450.145959854126,23.854241000000002,0.002595,0.281195,27.6552734375
50,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777076061.7001312,1777076061.7001321,1777076061.871181,1777076061.897933,1777076062.1502886,0.00095367431640625,158.09917449951172,26.751995086669922,265.3052806854248,450.15740394592285,23.854241000000002,0.002595,0.281195,27.6552734375
51,0.0,site2,172.31.46.11:8030,papageissvri,etth1fore__app15,1777076061.7001662,1777076061.7001672,1777076061.871181,1777076061.897933,1777076062.1503358,0.00095367431640625,158.0641269683838,26.751995086669922,265.3524875640869,450.16956329345703,23.854241000000002,0.002595,0.281195,27.6552734375
