req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.20.53:8000,momentbase,ecgclass,1772135782.259611,1772135782.6209004,1772135782.6300287,372.10941314697266,6.1548810000000005,0.0008619999999999999,2.955515,0.0,0.0
1,0.10002083767451553,site2,10.100.20.53:8000,momentbase,ecgclass,1772135782.4165118,1772135782.427377,1772135782.6052191,193.42780113220215,167.98853599999998,0.0028550000000000003,9.798504,0.0,0.0
2,0.20004167534903106,site2,10.100.20.53:8000,momentbase,ecgclass,1772135782.416824,1772135782.6092155,1772135782.6189926,203.80163192749023,7.012797,0.0011710000000000002,2.733147,0.0,0.0
3,0.3000625130235466,site2,10.100.20.53:8000,momentbase,ecgclass,1772135782.4726555,1772135782.6317363,1772135782.6408143,169.57664489746094,6.0625610000000005,0.001041,2.997839,0.0,0.0
4,0.4000833506980621,site2,10.100.20.53:8000,momentbase,ecgclass,1772135782.5723965,1772135782.6425042,1772135782.6515586,80.59215545654297,6.148581,0.000902,2.888543,0.0,0.0
5,0.5001041883725776,site2,10.100.20.53:8000,momentbase,ecgclass,1772135782.6724155,1772135782.6738663,1772135782.6831262,12.223958969116211,6.312461,0.001312,2.9266219999999996,0.0,0.0
6,0.6001250260470932,site2,10.100.20.53:8000,momentbase,ecgclass,1772135782.7730956,1772135782.7750373,1772135782.7847185,13.339996337890625,6.867014999999999,0.001402,2.788691,0.0,0.0
7,0.7001458637216087,site2,10.100.20.53:8000,momentbase,ecgclass,1772135782.8728733,1772135782.8747299,1772135782.8844295,13.506174087524414,6.897691,0.001733,2.776924,0.0,0.0
8,0.8001667013961242,site2,10.100.20.53:8000,momentbase,ecgclass,1772135782.9728987,1772135782.974813,1772135782.9844959,13.442039489746094,6.881788,0.001782,2.777945,0.0,0.0
9,0.9001875390706396,site2,10.100.20.53:8000,momentbase,ecgclass,1772135783.0728207,1772135783.0748138,1772135783.0845375,13.440132141113281,6.874215,0.001442,2.825778,0.0,0.0
10,1.0002083767451553,site2,10.100.20.53:8000,momentbase,ecgclass,1772135783.1726704,1772135783.1746216,1772135783.1843228,13.382911682128906,6.8785929999999995,0.001482,2.798316,0.0,0.0
11,1.1002292144196708,site2,10.100.20.53:8000,momentbase,ecgclass,1772135783.2724671,1772135783.2744582,1772135783.2841768,13.571500778198242,6.868265999999999,0.001482,2.825027,0.0,0.0
12,1.2002500520941863,site2,10.100.20.53:8000,momentbase,ecgclass,1772135783.3725355,1772135783.374487,1772135783.3842182,13.482332229614258,6.870009,0.0016330000000000001,2.836274,0.0,0.0
13,1.3002708897687016,site2,10.100.20.53:8000,momentbase,ecgclass,1772135783.4724975,1772135783.474379,1772135783.4840925,13.29493522644043,6.863199000000001,0.001603,2.825237,0.0,0.0
14,1.4002917274432174,site2,10.100.20.53:8000,momentbase,ecgclass,1772135783.574331,1772135783.5763319,1772135783.586013,13.400077819824219,6.827294,0.001232,2.829955,0.0,0.0
15,1.500312565117733,site2,10.100.20.53:8000,momentbase,ecgclass,1772135783.673214,1772135783.675253,1772135783.6849425,13.515710830688477,6.876279,0.001552,2.7883500000000003,0.0,0.0
16,1.6003334027922484,site2,10.100.20.53:8000,momentbase,ecgclass,1772135783.773176,1772135783.7750711,1772135783.7847364,13.288497924804688,6.847474999999999,0.001673,2.791676,0.0,0.0
17,1.700354240466764,site2,10.100.20.53:8000,momentbase,ecgclass,1772135783.872924,1772135783.8747313,1772135783.8844485,13.180255889892578,6.912313,0.001572,2.778466,0.0,0.0
18,1.8003750781412793,site2,10.100.20.53:8000,momentbase,ecgclass,1772135783.972534,1772135783.9744358,1772135783.9841557,13.309717178344727,6.880065,0.0012720000000000001,2.814911,0.0,0.0
19,1.9003959158157948,site2,10.100.20.53:8000,momentbase,ecgclass,1772135784.0742888,1772135784.0761735,1772135784.0858598,13.55886459350586,6.865032,0.001452,2.796033,0.0,0.0
20,2.0004167534903106,site2,10.100.20.53:8000,momentbase,ecgclass,1772135784.1732597,1772135784.1752522,1772135784.184935,13.361692428588867,6.9035709999999995,0.001352,2.753699,0.0,0.0
21,2.100437591164826,site2,10.100.20.53:8000,momentbase,ecgclass,1772135784.2730193,1772135784.2749002,1772135784.2845726,13.238906860351562,6.864681,0.0013319999999999999,2.783484,0.0,0.0
