task,send_time_s,latency_ms
gestureclass,0.0002,402.425
gestureclass,0.0086,394.032
gestureclass,0.0130,427.529
gestureclass,0.0555,385.118
gestureclass,0.0579,382.877
gestureclass,0.0622,423.736
gestureclass,0.0685,417.445
gestureclass,0.0879,398.093
gestureclass,0.0963,434.238
gestureclass,0.1107,419.819
gestureclass,0.1532,421.014
gestureclass,0.1836,390.587
gestureclass,0.2072,367.050
gestureclass,0.2106,406.348
gestureclass,0.2340,383.040
gestureclass,0.2438,373.217
gestureclass,0.2462,412.771
gestureclass,0.2535,405.471
gestureclass,0.2548,404.173
gestureclass,0.2742,427.469
gestureclass,0.2937,407.959
gestureclass,0.2991,402.521
gestureclass,0.2994,446.131
gestureclass,0.3548,390.832
gestureclass,0.3704,375.216
gestureclass,0.4007,390.123
gestureclass,0.4078,426.734
gestureclass,0.4406,393.977
gestureclass,0.4742,404.081
gestureclass,0.4759,402.399
gestureclass,0.5845,293.799
gestureclass,0.5991,321.833
gestureclass,0.6252,295.791
gestureclass,0.6306,290.432
gestureclass,0.6500,313.176
gestureclass,0.6563,306.844
gestureclass,0.6881,317.636
gestureclass,0.6986,307.229
gestureclass,0.7129,292.944
gestureclass,0.7234,326.129
gestureclass,0.7388,310.755
gestureclass,0.7477,301.857
gestureclass,0.7603,334.034
gestureclass,0.7605,333.830
gestureclass,0.7930,345.240
gestureclass,0.8429,295.387
gestureclass,0.8543,284.011
gestureclass,0.9222,259.552
gestureclass,0.9257,256.074
gestureclass,0.9824,199.386
gestureclass,0.9891,236.340
gestureclass,1.0036,221.871
gestureclass,1.0508,174.644
gestureclass,1.0533,214.803
gestureclass,1.0577,210.381
gestureclass,1.0852,182.949
gestureclass,1.1046,206.706
gestureclass,1.1092,202.153
gestureclass,1.1198,191.550
gestureclass,1.1344,222.723
gestureclass,1.1714,185.747
gestureclass,1.1789,178.288
gestureclass,1.1940,208.118
gestureclass,1.2013,200.761
gestureclass,1.2067,239.385
gestureclass,1.2496,196.507
gestureclass,1.2611,227.406
gestureclass,1.2873,201.189
gestureclass,1.2937,194.818
gestureclass,1.2980,233.105
gestureclass,1.3215,251.877
gestureclass,1.3491,224.318
gestureclass,1.3673,206.134
gestureclass,1.3917,224.320
gestureclass,1.4123,203.813
gestureclass,1.4337,182.372
gestureclass,1.4791,182.578
gestureclass,1.5354,126.332
gestureclass,1.5497,156.348
gestureclass,1.5498,156.264
gestureclass,1.5782,127.926
gestureclass,1.5957,153.725
gestureclass,1.6443,105.181
gestureclass,1.6652,84.258
gestureclass,1.6677,125.326
gestureclass,1.6892,103.851
gestureclass,1.7007,92.365
gestureclass,1.7021,133.771
gestureclass,1.7083,168.996
gestureclass,1.7780,99.328
gestureclass,1.7854,91.942
gestureclass,1.7910,129.627
gestureclass,1.7992,121.438
gestureclass,1.8411,79.595
gestureclass,1.8624,104.481
gestureclass,1.8668,100.108
gestureclass,1.8669,143.999
gestureclass,1.8752,179.708
gestureclass,1.8784,176.501
gestureclass,1.9202,177.478
gestureclass,1.9218,175.905
gestureclass,1.9354,162.319
gestureclass,1.9560,183.988
gestureclass,2.0134,126.585
gestureclass,2.0199,163.426
gestureclass,2.0545,128.930
gestureclass,2.0694,157.936
gestureclass,2.1042,123.182
gestureclass,2.1115,115.881
gestureclass,2.1179,154.443
gestureclass,2.1232,149.145
gestureclass,2.1433,173.556
gestureclass,2.1577,159.184
gestureclass,2.1741,185.447
gestureclass,2.1997,159.960
gestureclass,2.2231,136.569
gestureclass,2.2436,159.599
gestureclass,2.2712,131.939
gestureclass,2.2719,131.302
gestureclass,2.3025,143.631
gestureclass,2.3280,118.114
gestureclass,2.3384,107.726
gestureclass,2.3418,148.209
gestureclass,2.3562,133.880
gestureclass,2.3969,137.289
gestureclass,2.4029,131.243
gestureclass,2.4318,102.380
gestureclass,2.4912,75.280
gestureclass,2.4996,66.909
gestureclass,2.5857,45.417
gestureclass,2.5860,45.123
gestureclass,2.5873,43.869
gestureclass,2.6246,39.814
gestureclass,2.6373,71.294
gestureclass,2.6497,58.971
gestureclass,2.6890,44.315
gestureclass,2.7385,66.489
gestureclass,2.7551,49.935
gestureclass,2.7967,40.325
gestureclass,2.8172,63.378
gestureclass,2.8276,53.013
gestureclass,2.8319,48.676
gestureclass,2.8595,53.668
gestureclass,2.9017,34.995
gestureclass,2.9559,25.620
gestureclass,2.9613,48.219
gestureclass,2.9816,56.281
gestureclass,2.9929,44.979
gestureclass,3.0267,56.212
gestureclass,3.0311,51.844
gestureclass,3.0324,95.702
gestureclass,3.0390,89.090
gestureclass,3.0413,131.183
gestureclass,3.0516,120.924
gestureclass,3.0601,155.287
gestureclass,3.0624,153.018
gestureclass,3.1255,89.927
gestureclass,3.1303,128.687
gestureclass,3.1546,147.531
gestureclass,3.1580,144.164
gestureclass,3.1683,178.194
gestureclass,3.1697,176.831
gestureclass,3.1722,174.362
gestureclass,3.1723,218.730
gestureclass,3.2049,186.128
gestureclass,3.2125,222.289
gestureclass,3.2267,208.155
gestureclass,3.2435,233.738
gestureclass,3.2469,230.352
gestureclass,3.3055,171.711
gestureclass,3.3169,203.733
gestureclass,3.3182,202.401
gestureclass,3.3205,200.096
gestureclass,3.3302,233.700
gestureclass,3.3325,231.413
gestureclass,3.3388,269.972
gestureclass,3.3537,255.022
gestureclass,3.3552,253.617
gestureclass,3.3624,290.930
gestureclass,3.3932,260.234
gestureclass,3.3945,258.907
gestureclass,3.4139,283.935
gestureclass,3.4153,282.539
gestureclass,3.4690,271.915
gestureclass,3.4744,266.522
gestureclass,3.4784,262.532
gestureclass,3.5011,283.429
gestureclass,3.5458,238.743
gestureclass,3.6099,218.081
gestureclass,3.6378,190.272
gestureclass,3.6727,198.942
gestureclass,3.6943,177.370
gestureclass,3.6976,174.085
gestureclass,3.7210,195.921
gestureclass,3.7244,192.642
gestureclass,3.7444,217.465
gestureclass,3.7597,202.129
gestureclass,3.7661,195.762
gestureclass,3.7805,224.026
gestureclass,3.7987,205.798
gestureclass,3.8031,201.440
gestureclass,3.8114,235.050
gestureclass,3.8197,226.744
gestureclass,3.8220,267.240
gestureclass,3.8278,261.452
gestureclass,3.8492,240.111
gestureclass,3.8728,260.284
gestureclass,3.8841,248.994
gestureclass,3.8964,236.689
gestureclass,3.9038,274.503
gestureclass,3.9271,251.151
gestureclass,3.9355,287.432
gestureclass,3.9549,311.665
gestureclass,3.9681,341.933
gestureclass,3.9796,372.535
gestureclass,4.0368,315.392
gestureclass,4.0797,272.492
gestureclass,4.0994,294.189
gestureclass,4.1233,270.379
gestureclass,4.1257,267.958
gestureclass,4.1352,301.350
gestureclass,4.1626,273.993
gestureclass,4.1818,298.146
gestureclass,4.1861,293.842
gestureclass,4.2485,231.407
gestureclass,4.2488,275.637
gestureclass,4.2717,252.790
gestureclass,4.2731,251.437
gestureclass,4.3223,246.765
gestureclass,4.3247,244.403
gestureclass,4.3553,213.746
gestureclass,4.3587,254.083
gestureclass,4.4508,162.050
gestureclass,4.4611,151.669
gestureclass,4.4851,170.792
gestureclass,4.5045,151.421
gestureclass,4.5189,137.003
gestureclass,4.5467,152.246
gestureclass,4.5611,137.832
gestureclass,4.6160,82.995
gestureclass,4.6173,105.981
gestureclass,4.7244,25.427
gestureclass,4.7408,37.402
gestureclass,4.7473,30.986
gestureclass,4.7600,47.927
gestureclass,4.7834,56.100
gestureclass,4.8038,35.734
gestureclass,4.8457,48.688
gestureclass,4.8911,33.773
gestureclass,4.9095,39.922
gestureclass,4.9418,49.496
gestureclass,4.9546,80.180
gestureclass,4.9570,77.823
gestureclass,4.9683,66.488
gestureclass,4.9737,104.464
gestureclass,5.0134,64.792
gestureclass,5.0178,60.371
gestureclass,5.0429,67.588
gestureclass,5.0884,54.154
gestureclass,5.0917,50.789
gestureclass,5.1103,56.251
gestureclass,5.1628,28.033
gestureclass,5.1727,58.237
gestureclass,5.1830,47.908
gestureclass,5.1959,79.520
gestureclass,5.2002,75.224
gestureclass,5.2035,71.973
gestureclass,5.2663,34.183
gestureclass,5.3147,32.450
gestureclass,5.3262,57.251
gestureclass,5.3318,51.602
gestureclass,5.3593,49.246
gestureclass,5.4458,26.463
gestureclass,5.4895,28.439
gestureclass,5.5000,44.926
gestureclass,5.5124,32.527
gestureclass,5.5341,38.150
gestureclass,5.5491,62.960
gestureclass,5.5555,56.639
gestureclass,5.5618,50.287
gestureclass,5.5834,54.030
gestureclass,5.6537,26.932
gestureclass,5.6571,47.662
gestureclass,5.6817,45.919
gestureclass,5.7338,25.863
gestureclass,5.7339,52.341
gestureclass,5.7453,41.005
gestureclass,5.7719,37.829
gestureclass,5.8178,25.099
gestureclass,5.8735,55.403
gestureclass,5.8809,48.050
gestureclass,5.8822,46.800
gestureclass,5.8885,84.372
