task,send_time_s,latency_ms
ecgclass,0.0001,365.014
ecgclass,0.2414,157.064
ecgclass,0.4745,56.245
ecgclass,0.7130,77.430
ecgclass,0.7411,49.276
ecgclass,0.7500,84.725
ecgclass,0.8955,67.588
ecgclass,1.0361,58.256
ecgclass,1.3490,52.665
ecgclass,1.3565,89.215
ecgclass,1.4613,69.900
ecgclass,1.4677,63.514
ecgclass,1.5767,85.256
ecgclass,1.7506,85.076
ecgclass,1.7887,47.004
ecgclass,1.9118,55.077
ecgclass,1.9271,84.111
ecgclass,1.9367,74.510
ecgclass,1.9681,86.886
ecgclass,2.0581,82.033
ecgclass,2.0998,83.683
ecgclass,2.2245,47.610
ecgclass,2.2469,69.481
ecgclass,2.4304,59.663
ecgclass,2.5533,37.631
ecgclass,2.6192,45.560
ecgclass,2.6601,48.254
ecgclass,2.7055,57.916
ecgclass,2.7139,49.531
ecgclass,2.7314,73.152
ecgclass,2.8001,36.894
ecgclass,2.8392,73.797
ecgclass,2.9656,43.633
ecgclass,3.0357,47.182
ecgclass,3.0600,67.890
ecgclass,3.1061,66.483
ecgclass,3.1698,88.951
ecgclass,3.2048,53.989
ecgclass,3.2371,65.317
ecgclass,3.3249,66.108
ecgclass,3.3538,80.565
ecgclass,3.4887,75.312
ecgclass,3.6263,71.508
ecgclass,3.7347,49.634
ecgclass,3.7420,85.757
ecgclass,3.8555,61.251
ecgclass,3.9912,55.324
ecgclass,4.1039,74.068
ecgclass,4.1310,91.497
ecgclass,4.1640,58.533
ecgclass,4.1804,86.034
ecgclass,4.2155,51.014
ecgclass,4.2179,92.180
ecgclass,4.2341,75.982
ecgclass,4.3660,70.402
ecgclass,4.7654,42.893
ecgclass,4.8224,41.347
ecgclass,4.8500,44.323
ecgclass,4.8910,33.854
ecgclass,4.9260,65.254
ecgclass,4.9404,50.894
ecgclass,5.0473,63.162
ecgclass,5.1853,45.791
ecgclass,5.3363,47.123
ecgclass,5.8671,26.876
ecgclass,6.0777,70.106
ecgclass,6.2423,43.383
ecgclass,6.3465,45.299
ecgclass,6.4065,62.151
ecgclass,6.4100,58.656
ecgclass,6.5054,43.909
ecgclass,6.5685,42.746
ecgclass,6.7190,52.804
ecgclass,6.9213,25.995
ecgclass,6.9547,55.465
ecgclass,6.9592,50.972
ecgclass,7.0521,48.489
ecgclass,7.3070,51.953
ecgclass,7.3891,28.584
ecgclass,7.6029,75.450
ecgclass,7.6778,87.068
ecgclass,7.8092,88.007
ecgclass,7.8386,58.584
ecgclass,7.8530,87.434
ecgclass,7.8662,74.271
ecgclass,7.8775,105.387
ecgclass,7.8831,99.822
ecgclass,8.0556,59.713
ecgclass,8.0995,60.925
ecgclass,8.1379,64.898
ecgclass,8.2313,57.057
ecgclass,8.2509,82.079
ecgclass,8.4427,65.837
ecgclass,8.5714,48.100
ecgclass,8.6045,60.212
ecgclass,8.6247,83.586
ecgclass,8.6774,74.507
ecgclass,8.7080,86.441
ecgclass,8.7154,79.057
ecgclass,8.7657,74.603
ecgclass,8.9912,68.066
ecgclass,9.0919,55.669
ecgclass,9.4002,31.730
ecgclass,9.6047,64.679
ecgclass,9.7166,39.666
ecgclass,9.9019,42.713
ecgclass,9.9750,58.319
