task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing_tpc,2860,9.8621,38.327,34.201,61.578,76.663,30.785,29.315,0.002,0.928,6.582,7.542
gestureclass,no_sharing_tpc,2947,10.1621,39.266,34.638,64.556,81.384,31.133,29.55,0.002,0.989,7.164,8.133
