task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass,0.0002,414.536,410.173,0
ecgclass__app1,0.0003,455.423,59.384,0
ecgclass,0.4147,87.729,50.710,0
ecgclass__app1,0.4557,92.625,48.967,0
ecgclass,0.5025,91.738,48.988,0
ecgclass__app1,0.5484,92.077,49.346,0
ecgclass,0.5942,92.165,49.110,0
ecgclass__app1,0.6405,91.621,49.104,0
ecgclass,0.6864,91.960,49.775,0
ecgclass__app1,0.7321,91.500,48.333,0
ecgclass,0.7784,91.159,49.139,0
ecgclass__app1,0.8236,91.287,48.508,0
ecgclass,0.8695,91.697,49.410,0
ecgclass__app1,0.9150,92.502,49.316,0
ecgclass,0.9613,91.993,48.775,0
ecgclass__app1,1.0075,91.236,48.606,0
ecgclass,1.0533,90.892,48.459,0
ecgclass__app1,1.0987,93.125,50.790,0
ecgclass,1.1442,96.966,52.427,0
ecgclass__app1,1.1919,97.445,51.289,0
ecgclass,1.2412,99.302,54.329,0
ecgclass__app1,1.2893,94.548,46.465,0
ecgclass,1.3405,94.368,53.941,0
ecgclass__app1,1.3839,99.496,53.241,0
ecgclass,1.4349,92.497,47.359,0
ecgclass__app1,1.4834,87.617,46.722,0
ecgclass,1.5274,87.247,46.700,0
ecgclass__app1,1.5711,87.080,46.438,0
ecgclass,1.6146,87.705,47.212,0
ecgclass__app1,1.6582,87.559,46.437,0
ecgclass,1.7024,87.430,47.142,0
ecgclass__app1,1.7457,87.637,46.606,0
ecgclass,1.7898,87.376,46.839,0
ecgclass__app1,1.8334,87.476,46.588,0
ecgclass,1.8772,87.374,46.645,0
ecgclass__app1,1.9209,87.174,46.376,0
ecgclass,1.9646,86.559,46.078,0
ecgclass__app1,2.0081,86.283,46.152,0
ecgclass,2.0512,86.289,46.033,0
ecgclass__app1,2.0944,86.380,46.265,0
ecgclass,2.1375,86.375,46.087,0
ecgclass__app1,2.1808,86.057,45.949,0
ecgclass,2.2239,86.031,46.103,0
ecgclass__app1,2.2668,86.236,46.150,0
ecgclass,2.3099,86.759,46.519,0
ecgclass__app1,2.3531,87.128,46.500,0
ecgclass,2.3967,86.937,46.444,0
ecgclass__app1,2.4402,86.579,46.218,0
ecgclass,2.4837,86.262,46.074,0
ecgclass__app1,2.5268,86.228,46.131,0
ecgclass,2.5700,85.968,45.799,0
ecgclass__app1,2.6131,86.308,46.395,0
ecgclass,2.6560,86.724,46.321,0
ecgclass__app1,2.6994,86.256,45.931,0
ecgclass,2.7427,85.988,46.017,0
ecgclass__app1,2.7857,86.393,46.323,0
ecgclass,2.8287,86.410,46.091,0
ecgclass__app1,2.8721,86.114,46.031,0
ecgclass,2.9151,86.216,46.137,0
ecgclass__app1,2.9582,86.946,46.861,0
ecgclass,3.0014,87.893,47.784,0
ecgclass__app1,3.0452,87.529,46.470,0
ecgclass,3.0893,87.153,46.649,0
ecgclass__app1,3.1327,87.579,46.928,0
ecgclass,3.1764,86.983,46.139,0
ecgclass__app1,3.2203,86.373,46.228,0
ecgclass,3.2634,86.394,46.153,0
