task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,sharing,0.0001,358.0391,352.8497,337.9809,0.0026,14.3455,4.427,5.1894,1775856544937445956
ecgclass,slot_0:ecgclass,sharing,2.4083,31.014,26.179,25.2823,0.0021,0.5051,4.2298,4.8349,1775856547345449089
ecgclass,slot_0:ecgclass,sharing,4.7437,34.688,26.5021,25.5791,0.003,0.5309,7.4801,8.1859,1775856549684123476
ecgclass,slot_0:ecgclass,sharing,7.1279,32.0442,26.2455,25.3139,0.0024,0.5515,5.1613,5.7987,1775856552065970961
ecgclass,slot_0:ecgclass,sharing,7.4063,31.26,26.2867,25.4023,0.0026,0.5272,4.3776,4.9733,1775856552343579405
ecgclass,slot_0:ecgclass,sharing,7.4917,29.8035,25.574,24.5348,0.0024,0.5088,3.7041,4.2295,1775856552428306430
ecgclass,slot_0:ecgclass,sharing,8.9446,31.4641,26.3687,25.4265,0.0027,0.5225,4.4336,5.0954,1775856553881987688
ecgclass,slot_0:ecgclass,sharing,10.3556,32.8488,26.4434,25.4772,0.0029,0.538,5.7666,6.4055,1775856555294277324
ecgclass,slot_0:ecgclass,sharing,13.4816,32.8979,26.4601,25.5272,0.0026,0.5377,5.8105,6.4379,1775856558420381667
ecgclass,slot_0:ecgclass,sharing,13.5587,30.0663,25.942,25.0518,0.0023,0.5389,3.5298,4.1243,1775856558495139681
ecgclass,slot_0:ecgclass,sharing,14.6059,31.7283,26.3605,25.3818,0.0026,0.5754,4.72,5.3678,1775856559543540938
ecgclass,slot_0:ecgclass,sharing,14.6747,30.2911,25.9589,25.0531,0.0026,0.5295,3.6952,4.3322,1775856559611384875
ecgclass,slot_0:ecgclass,sharing,15.7652,32.3586,26.4823,25.2454,0.0027,0.8364,5.2567,5.8763,1775856560703409742
ecgclass,slot_0:ecgclass,sharing,17.4962,31.7771,25.8994,24.9756,0.0025,0.5139,5.2993,5.8778,1775856562434410476
ecgclass,slot_0:ecgclass,sharing,17.8824,30.6082,25.9719,25.0647,0.0025,0.5119,4.041,4.6363,1775856562819386580
ecgclass,slot_0:ecgclass,sharing,19.1153,31.0519,26.1559,25.2777,0.0022,0.5041,4.2808,4.8959,1775856564052538847
ecgclass,slot_0:ecgclass,sharing,19.2676,30.5219,25.8896,25.0065,0.0026,0.5013,4.0886,4.6322,1775856564204617367
ecgclass,slot_0:ecgclass,sharing,19.3592,31.2159,25.5375,24.7031,0.002,0.5135,5.1239,5.6784,1775856564297311070
ecgclass,slot_0:ecgclass,sharing,19.6759,31.4295,26.2782,25.3404,0.0028,0.5152,4.5309,5.1514,1775856564613345761
ecgclass,slot_0:ecgclass,sharing,20.5763,31.3463,26.2242,25.2907,0.0028,0.5405,4.4956,5.1221,1775856565513715236
ecgclass,slot_0:ecgclass,sharing,20.9891,31.4269,26.2614,25.2992,0.0029,0.5641,4.5562,5.1655,1775856565926605837
ecgclass,slot_0:ecgclass,sharing,22.2369,30.7932,26.1389,25.2045,0.0027,0.5475,4.0431,4.6543,1775856567173855899
ecgclass,slot_0:ecgclass,sharing,22.46,31.4674,26.6419,25.773,0.0027,0.5017,4.1976,4.8255,1775856567397098605
ecgclass,slot_0:ecgclass,sharing,24.2993,30.9901,26.0249,25.122,0.0027,0.5072,4.3454,4.9652,1775856569236625178
ecgclass,slot_0:ecgclass,sharing,25.5256,30.6745,26.0375,25.1278,0.0025,0.5117,4.0526,4.6369,1775856570462623510
ecgclass,slot_0:ecgclass,sharing,26.181,31.1706,26.1542,25.2553,0.0023,0.5198,4.4317,5.0165,1775856571118407562
