elapsed_s,allocated_mb,reserved_mb
0.00,466.4,482.0
0.50,472.4,826.0
1.00,472.4,826.0
1.50,472.4,826.0
2.00,472.4,826.0
2.50,472.4,826.0
3.00,472.4,826.0
3.50,472.4,826.0
4.01,472.4,826.0
4.51,472.4,826.0
5.01,472.4,826.0
5.51,544.7,826.0
6.01,472.4,826.0
6.51,472.4,826.0
7.01,472.4,826.0
7.51,472.4,826.0
8.01,472.4,826.0
8.51,472.4,826.0
9.01,472.4,826.0
9.51,466.4,826.0
10.01,472.4,826.0
10.51,472.4,826.0
11.01,472.4,826.0
11.51,472.4,826.0
12.01,472.4,826.0
12.51,472.4,826.0
13.01,472.4,826.0
13.51,472.4,826.0
14.01,472.4,826.0
14.51,472.4,826.0
15.01,472.4,826.0
15.51,472.4,826.0
16.02,472.4,826.0
16.52,472.4,826.0
17.02,472.4,826.0
17.52,466.4,826.0
18.02,472.4,826.0
18.52,472.4,826.0
19.02,472.4,826.0
19.52,472.4,826.0
20.02,472.4,826.0
20.52,472.4,826.0
21.02,472.4,826.0
21.52,466.5,826.0
22.02,472.4,826.0
22.52,472.4,826.0
23.02,472.4,826.0
23.52,472.4,826.0
24.02,472.4,826.0
24.52,472.4,826.0
25.02,472.4,826.0
25.52,466.4,826.0
26.02,472.4,826.0
26.52,472.4,826.0
27.03,472.4,826.0
27.53,472.4,826.0
28.03,472.4,826.0
28.53,472.4,826.0
29.03,472.4,826.0
29.53,472.5,826.0
30.03,472.4,826.0
30.53,472.4,826.0
31.03,472.4,826.0
31.53,472.4,826.0
32.03,472.4,826.0
32.53,472.4,826.0
33.03,472.4,826.0
33.53,484.5,826.0
34.03,472.4,826.0
34.53,472.4,826.0
35.03,472.4,826.0
35.53,472.4,826.0
36.03,472.4,826.0
36.53,472.4,826.0
37.03,472.4,826.0
37.53,472.5,826.0
38.03,472.4,826.0
38.54,472.4,826.0
39.04,472.4,826.0
39.54,472.4,826.0
40.04,472.4,826.0
40.54,472.4,826.0
41.04,472.4,826.0
41.54,466.4,826.0
42.04,472.4,826.0
42.54,472.4,826.0
43.04,472.4,826.0
43.54,472.4,826.0
44.04,472.4,826.0
44.54,472.4,826.0
45.04,472.4,826.0
45.54,472.4,826.0
46.04,472.4,826.0
46.54,472.4,826.0
47.04,472.4,826.0
47.54,472.4,826.0
48.04,472.4,826.0
48.54,472.4,826.0
49.04,472.4,826.0
49.55,472.4,826.0
50.05,472.4,826.0
50.55,472.4,826.0
51.05,472.4,826.0
51.55,472.4,826.0
52.05,472.4,826.0
52.55,472.4,826.0
53.05,472.4,826.0
53.55,472.4,826.0
54.05,472.4,826.0
54.55,472.4,826.0
55.05,472.4,826.0
55.55,472.4,826.0
56.05,472.4,826.0
56.55,472.4,826.0
57.05,472.4,826.0
57.55,472.4,826.0
58.05,472.4,826.0
58.55,472.4,826.0
59.05,472.4,826.0
59.55,472.4,826.0
60.05,472.4,826.0
