task,device,t_center,count,throughput_rps,p50_ms,p99_ms
trafficfore,192.168.245.191:8000,132.5,28,28.0,70.58799266815186,126.39386653900146
trafficfore,192.168.245.191:8000,133.5,22,22.0,81.37214183807373,127.59606361389157
trafficfore,192.168.245.191:8000,134.5,27,27.0,61.25903129577637,91.29081726074217
trafficfore,192.168.245.191:8000,135.5,21,21.0,58.141469955444336,87.56136894226074
trafficfore,192.168.245.191:8000,136.5,41,41.0,119.3389892578125,184.66620445251465
trafficfore,192.168.245.191:8000,137.5,29,29.0,78.69601249694824,188.89314651489258
trafficfore,192.168.245.191:8000,138.5,25,25.0,80.56211471557617,135.76315879821775
trafficfore,192.168.245.191:8000,139.5,27,27.0,70.11675834655762,105.67388534545897
trafficfore,192.168.245.191:8000,140.5,28,28.0,72.32475280761719,144.70547437667847
trafficfore,192.168.245.191:8000,141.5,27,27.0,75.37364959716797,128.0635595321655
trafficfore,192.168.245.191:8000,142.5,29,29.0,79.70690727233887,119.38928604125975
trafficfore,192.168.245.191:8000,143.5,24,24.0,63.88401985168457,131.7637300491333
trafficfore,192.168.245.191:8000,144.5,32,32.0,82.9017162322998,138.59121799468994
trafficfore,192.168.245.191:8000,145.5,25,25.0,91.28069877624512,130.02004623413086
trafficfore,192.168.245.191:8000,146.5,24,24.0,69.50080394744873,122.31991052627565
trafficfore,192.168.245.191:8000,147.5,41,41.0,125.2915859222412,252.583122253418
trafficfore,192.168.245.191:8000,148.5,21,21.0,63.09866905212402,109.85751152038574
trafficfore,192.168.245.191:8000,149.5,27,27.0,116.07789993286131,206.37930393218994
trafficfore,192.168.245.191:8000,150.5,26,26.0,64.83650207519531,86.38441562652588
trafficfore,192.168.245.191:8000,151.5,29,29.0,81.6195011138916,161.28119468688965
trafficfore,192.168.245.191:8000,152.5,24,24.0,71.47073745727539,105.76509714126585
trafficfore,192.168.245.191:8000,153.5,25,25.0,77.77094841003418,141.31306648254395
trafficfore,192.168.245.191:8000,154.5,24,24.0,67.31951236724854,88.46964836120605
trafficfore,192.168.245.191:8000,155.5,28,28.0,66.13564491271973,116.49993181228639
trafficfore,192.168.245.191:8000,156.5,23,23.0,63.94743919372559,96.70168876647949
trafficfore,192.168.245.191:8000,157.5,20,20.0,65.51980972290039,102.58445739746094
trafficfore,192.168.245.191:8000,158.5,17,17.0,51.39732360839844,94.03414726257324
trafficfore,192.168.245.191:8000,159.5,23,23.0,62.99018859863281,102.44781970977785
trafficfore,192.168.245.191:8000,160.5,20,20.0,103.20508480072021,177.1026039123535
trafficfore,192.168.245.191:8000,161.5,23,23.0,83.47225189208984,156.04932308197024
trafficfore,192.168.245.191:8000,162.5,28,28.0,83.38963985443115,146.22732162475586
trafficfore,192.168.245.191:8000,163.5,25,25.0,75.96063613891602,147.1217918395996
trafficfore,192.168.245.191:8000,164.5,34,34.0,82.91804790496826,173.0776929855347
trafficfore,192.168.245.191:8000,165.5,30,30.0,70.74952125549316,144.84013557434085
trafficfore,192.168.245.191:8000,166.5,36,36.0,79.30159568786621,129.69620227813718
trafficfore,192.168.245.191:8000,167.5,34,34.0,90.12842178344727,146.02947711944583
trafficfore,192.168.245.191:8000,168.5,17,17.0,52.30355262756348,101.69925689697266
trafficfore,192.168.245.191:8000,169.5,22,22.0,67.52395629882812,92.6625442504883
trafficfore,192.168.245.191:8000,170.5,29,29.0,63.08341026306152,89.31405067443848
trafficfore,192.168.245.191:8000,171.5,22,22.0,76.38633251190186,100.1004672050476
trafficfore,192.168.245.191:8000,172.5,26,26.0,77.09991931915283,108.04402828216553
trafficfore,192.168.245.191:8000,173.5,26,26.0,74.75042343139648,110.17006635665894
trafficfore,192.168.245.191:8000,174.5,31,31.0,76.44510269165039,177.98557281494138
trafficfore,192.168.245.191:8000,175.5,17,17.0,97.67651557922365,139.30827140808105
trafficfore,192.168.245.191:8000,176.5,24,24.0,75.41429996490479,91.32845640182495
trafficfore,192.168.245.191:8000,177.5,28,28.0,76.55811309814453,166.49025440216064
trafficfore,192.168.245.191:8000,178.5,31,31.0,74.20563697814941,154.30848598480225
trafficfore,192.168.245.191:8000,179.5,32,32.0,91.5985107421875,232.2774600982666
trafficfore,192.168.245.191:8000,180.5,5,5.0,156.88443183898926,167.66724586486816
trafficfore,192.168.245.194:8000,102.5,1,1.0,337.86559104919434,337.86559104919434
trafficfore,192.168.245.194:8000,103.5,37,37.0,111.24849319458008,550.8712673187256
trafficfore,192.168.245.194:8000,104.5,26,26.0,55.74190616607666,108.49064588546754
trafficfore,192.168.245.194:8000,105.5,27,27.0,73.61984252929688,129.69914913177487
trafficfore,192.168.245.194:8000,106.5,28,28.0,76.38061046600342,139.0303921699524
trafficfore,192.168.245.194:8000,107.5,19,19.0,47.92594909667969,77.4077844619751
trafficfore,192.168.245.194:8000,108.5,15,15.0,63.00044059753418,89.74558353424072
trafficfore,192.168.245.194:8000,109.5,21,21.0,70.70684432983398,124.35235977172852
trafficfore,192.168.245.194:8000,110.5,29,29.0,72.49116897583008,106.08112335205078
trafficfore,192.168.245.194:8000,111.5,18,18.0,47.11568355560303,100.13274908065793
trafficfore,192.168.245.194:8000,112.5,28,28.0,76.06887817382812,142.0139765739441
trafficfore,192.168.245.194:8000,113.5,34,34.0,105.48639297485352,198.32874536514282
trafficfore,192.168.245.194:8000,114.5,29,29.0,73.25530052185059,102.90481567382812
trafficfore,192.168.245.194:8000,115.5,25,25.0,76.32780075073242,125.51157951354978
trafficfore,192.168.245.194:8000,116.5,16,16.0,51.54407024383545,96.87477350234985
trafficfore,192.168.245.194:8000,117.5,36,36.0,170.06051540374756,253.84757518768308
trafficfore,192.168.245.194:8000,118.5,28,28.0,91.65465831756592,136.1116337776184
trafficfore,192.168.245.194:8000,119.5,21,21.0,56.39410018920898,85.70208549499512
trafficfore,192.168.245.194:8000,120.5,26,26.0,66.54834747314453,126.67882442474365
trafficfore,192.168.245.194:8000,121.5,25,25.0,59.297800064086914,100.60224533081053
trafficfore,192.168.245.194:8000,122.5,9,9.0,64.1787052154541,81.70543670654297
trafficfore,192.168.245.194:8000,123.5,18,18.0,72.42465019226074,102.79855966567995
trafficfore,192.168.245.194:8000,124.5,20,20.0,84.1289758682251,115.72389602661134
trafficfore,192.168.245.194:8000,125.5,27,27.0,66.48874282836914,97.567024230957
trafficfore,192.168.245.194:8000,126.5,31,31.0,103.50751876831056,165.4062271118164
trafficfore,192.168.245.194:8000,127.5,22,22.0,67.2217607498169,180.7751727104187
trafficfore,192.168.245.194:8000,128.5,25,25.0,77.35562324523926,115.58179855346678
trafficfore,192.168.245.194:8000,129.5,38,38.0,75.22928714752197,131.73076391220096
trafficfore,192.168.245.194:8000,130.5,21,21.0,60.30797958374024,125.4861354827881
trafficfore,192.168.245.194:8000,131.5,22,22.0,67.2755241394043,125.42295694351195
trafficfore,192.168.245.194:8000,132.5,24,24.0,65.47152996063232,119.83180284500122
trafficfore,192.168.245.194:8000,133.5,17,17.0,40.64774513244629,79.83652114868164
trafficfore,192.168.245.194:8000,134.5,25,25.0,77.48579978942871,112.37607955932617
trafficfore,192.168.245.194:8000,135.5,27,27.0,86.66157722473145,119.7430896759033
trafficfore,192.168.245.194:8000,136.5,23,23.0,63.86613845825195,91.16128921508789
trafficfore,192.168.245.194:8000,137.5,20,20.0,52.74474620819092,93.74263048171996
trafficfore,192.168.245.194:8000,138.5,24,24.0,72.45171070098877,139.90806579589844
trafficfore,192.168.245.194:8000,139.5,24,24.0,61.1344575881958,89.42365169525146
trafficfore,192.168.245.194:8000,140.5,22,22.0,68.51553916931152,103.64439249038695
trafficfore,192.168.245.194:8000,141.5,27,27.0,73.3182430267334,108.03528308868407
trafficfore,192.168.245.194:8000,142.5,18,18.0,51.43272876739502,98.7794470787048
trafficfore,192.168.245.194:8000,143.5,26,26.0,72.92413711547852,146.78889513015747
trafficfore,192.168.245.194:8000,144.5,25,25.0,62.27970123291016,104.62657928466795
trafficfore,192.168.245.194:8000,145.5,27,27.0,85.00909805297852,161.2829303741455
trafficfore,192.168.245.194:8000,146.5,23,23.0,53.37977409362793,91.72011852264406
trafficfore,192.168.245.194:8000,147.5,15,15.0,49.4375228881836,81.8052625656128
trafficfore,192.168.245.194:8000,148.5,28,28.0,63.05861473083496,102.1342420578003
trafficfore,192.168.245.194:8000,149.5,23,23.0,51.36919021606445,107.85684585571289
trafficfore,192.168.245.194:8000,150.5,26,26.0,84.01715755462646,146.04246616363525
trafficfore,192.168.245.194:8000,151.5,28,28.0,72.93546199798584,128.6822271347046
trafficfore,192.168.245.194:8000,152.5,16,16.0,59.98122692108154,87.24614381790161
trafficfore,192.168.245.194:8000,153.5,24,24.0,67.48366355895996,100.6142473220825
trafficfore,192.168.245.194:8000,154.5,27,27.0,61.93971633911133,129.3768501281738
trafficfore,192.168.245.194:8000,155.5,25,25.0,76.73478126525879,107.01535224914552
trafficfore,192.168.245.194:8000,156.5,27,27.0,81.55965805053711,136.56388759613034
trafficfore,192.168.245.194:8000,157.5,33,33.0,81.28833770751953,151.749267578125
trafficfore,192.168.245.194:8000,158.5,29,29.0,69.26560401916504,93.35544586181639
trafficfore,192.168.245.194:8000,159.5,26,26.0,74.19228553771973,143.36025714874268
trafficfore,192.168.245.194:8000,160.5,20,20.0,71.29013538360596,118.41562747955322
trafficfore,192.168.245.194:8000,161.5,23,23.0,54.02493476867676,91.90223693847658
trafficfore,192.168.245.194:8000,162.5,23,23.0,57.73735046386719,86.09424591064453
trafficfore,192.168.245.194:8000,163.5,29,29.0,116.59526824951172,152.52805709838867
trafficfore,192.168.245.194:8000,164.5,24,24.0,62.584877014160156,105.26559114456177
trafficfore,192.168.245.194:8000,165.5,20,20.0,52.6123046875,124.84927654266357
trafficfore,192.168.245.194:8000,166.5,27,27.0,71.43783569335938,162.08024501800537
trafficfore,192.168.245.194:8000,167.5,23,23.0,61.62786483764648,104.10561084747314
trafficfore,192.168.245.194:8000,168.5,25,25.0,55.65619468688965,102.8409957885742
trafficfore,192.168.245.194:8000,169.5,25,25.0,64.81504440307617,100.04191398620605
trafficfore,192.168.245.194:8000,170.5,29,29.0,57.938337326049805,108.6172103881836
trafficfore,192.168.245.194:8000,171.5,20,20.0,58.98785591125488,82.70166397094727
trafficfore,192.168.245.194:8000,172.5,33,33.0,81.92801475524902,125.40712356567383
trafficfore,192.168.245.194:8000,173.5,25,25.0,81.99405670166016,121.5363025665283
trafficfore,192.168.245.194:8000,174.5,23,23.0,69.29802894592285,122.57491111755371
trafficfore,192.168.245.194:8000,175.5,24,24.0,64.66662883758545,96.94112539291382
trafficfore,192.168.245.194:8000,176.5,20,20.0,56.21182918548584,85.92231750488281
trafficfore,192.168.245.194:8000,177.5,24,24.0,76.95043087005615,120.5276894569397
trafficfore,192.168.245.194:8000,178.5,39,39.0,75.8049488067627,159.47495937347406
trafficfore,192.168.245.194:8000,179.5,27,27.0,74.12481307983398,126.55454635620116
trafficfore,192.168.245.194:8000,180.5,3,3.0,62.23249435424805,69.7195816040039
