task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,sharing,3523,5.9712,45.971,36.538,80.415,110.774,34.618,33.108,0.003,0.677,8.277,0.0,11.353
vocseg,sharing,3571,6.0525,46.762,36.767,81.821,107.828,35.033,33.222,0.003,0.892,8.653,0.0,11.729
