task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,20,1,0.0,0.3651,365.0327,365.0327,350.577,253.9982,0.0035,96.139,5.8186,14.4557,1775520853348551838,0
nyudepth,20,1,0.3651,0.3911,25.9871,25.9871,14.6822,13.8875,0.003,0.4908,4.8268,11.305,1775520853712602352,0
nyudepth,20,1,0.3911,0.4206,29.5479,29.5479,17.1625,16.2219,0.004,0.5962,5.81,12.3854,1775520853739582750,0
nyudepth,20,1,0.4206,0.4502,29.587,29.587,17.5345,16.7012,0.0028,0.5068,5.4786,12.0525,1775520853768811841,0
nyudepth,20,1,0.4502,0.4792,29.0074,29.0074,18.3397,17.5312,0.0027,0.4975,4.0903,10.6677,1775520853797020433,0
nyudepth,20,1,0.4793,0.5086,29.3939,29.3939,18.9463,17.9428,0.0026,0.4986,4.0131,10.4476,1775520853825960419,0
nyudepth,20,1,0.5087,0.5377,28.9912,28.9912,17.9306,17.1216,0.0017,0.5174,4.6124,11.0607,1775520853855964295,0
nyudepth,20,1,0.5377,0.567,29.3314,29.3314,18.8117,18.0142,0.0022,0.486,4.0872,10.5198,1775520853884440563,0
nyudepth,20,1,0.567,0.5968,29.8085,29.8085,17.7782,16.9495,0.0021,0.5131,5.4066,12.0304,1775520853915101912,0
nyudepth,20,1,0.5968,0.626,29.1798,29.1798,17.3538,16.5012,0.0017,0.4835,5.3301,11.826,1775520853944843723,0
nyudepth,20,1,0.626,0.6553,29.3307,29.3307,18.9544,18.1332,0.0025,0.5246,4.0133,10.3764,1775520853972716438,0
nyudepth,20,1,0.6554,0.6847,29.3856,29.3856,18.845,18.0548,0.0022,0.5035,3.9806,10.5406,1775520854002024671,0
nyudepth,20,1,0.6847,0.7142,29.449,29.449,17.6813,16.6498,0.0017,0.7402,5.3108,11.7677,1775520854032750632,0
