task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,1,1,0.0001,9.8074,9807.3509,9807.3509,9791.2525,7962.2475,0.0029,1828.5523,7.5257,16.0984,1775520691611978420,0
nyudepth,1,1,9.8074,9.8328,25.3806,25.3806,14.5372,13.692,0.0018,0.504,4.4415,10.8434,1775520701416255117,0
nyudepth,1,1,9.8328,10.3083,475.4531,475.4531,464.7467,463.8705,0.0029,0.5162,4.0905,10.7065,1775520701441294856,0
nyudepth,1,1,10.3083,10.7839,475.6258,475.6258,463.8558,462.9938,0.0027,0.5382,5.2402,11.7699,1775520701917908904,0
nyudepth,1,1,10.7839,11.2586,474.7317,474.7317,464.0466,463.2068,0.0027,0.5257,4.2546,10.6851,1775520702392559775,0
nyudepth,1,1,11.2586,11.735,476.3126,476.3126,464.4009,463.3625,0.0027,0.5172,5.4998,11.9117,1775520702868548461,0
nyudepth,1,1,11.735,12.21,475.0273,475.0273,463.4061,462.5286,0.003,0.5384,5.3449,11.6212,1775520703344716421,0
nyudepth,1,1,12.21,12.6852,475.2126,475.2126,464.5219,463.7051,0.0028,0.5027,4.2982,10.6907,1775520703818708609,0
nyudepth,1,1,12.6852,13.161,475.7538,475.7538,463.5741,462.7066,0.0027,0.5198,5.5082,12.1797,1775520704295142284,0
nyudepth,1,1,13.161,13.637,475.9576,475.9576,465.0503,464.1789,0.0027,0.529,4.5328,10.9073,1775520704769931617,0
nyudepth,1,1,13.637,14.1117,474.7641,474.7641,463.8833,463.0518,0.0027,0.5156,4.6103,10.8808,1775520705245977735,0
nyudepth,1,1,14.1117,14.588,476.2831,476.2831,464.1824,463.3189,0.0026,0.5161,5.7335,12.1006,1775520705721876840,0
nyudepth,1,1,14.588,15.0633,475.3017,475.3017,463.3866,462.2875,0.0025,0.761,5.3837,11.9152,1775520706197821555,0
nyudepth,1,1,15.0633,15.5383,474.9036,474.9036,464.3744,463.5589,0.0035,0.5026,4.1773,10.5291,1775520706671927585,0
nyudepth,1,1,15.5383,16.0143,476.0425,476.0425,463.3629,462.5315,0.0024,0.5124,6.3107,12.6796,1775520707148975262,0
nyudepth,1,1,16.0143,16.4899,475.611,475.611,464.5975,463.7315,0.003,0.5387,4.2491,11.0135,1775520707622966920,0
nyudepth,1,1,16.4899,16.9648,474.8869,474.8869,464.484,463.6225,0.0022,0.5353,4.0882,10.4029,1775520708098428316,0
nyudepth,1,1,16.9648,17.4404,475.5945,475.5945,465.2888,464.4284,0.003,0.5217,4.0033,10.3057,1775520708573241240,0
nyudepth,1,1,17.4404,17.9162,475.7822,475.7822,465.4022,464.5518,0.0028,0.5158,4.0398,10.38,1775520709048882900,0
nyudepth,1,1,17.9162,18.3921,475.9111,475.9111,460.4847,459.6587,0.0026,0.5096,9.0764,15.4264,1775520709529712899,0
nyudepth,1,1,18.3922,18.8671,474.9155,474.9155,464.1227,463.2415,0.0032,0.5344,4.5483,10.7928,1775520710001108398,0
nyudepth,1,1,18.8671,19.3437,476.6316,476.6316,468.5752,467.4402,0.0028,0.8257,1.6267,8.0565,1775520710473113598,0
nyudepth,1,1,19.3437,19.8186,474.9129,474.9129,463.1202,462.2584,0.003,0.5485,5.2979,11.7927,1775520710953427477,0
nyudepth,1,1,19.8187,20.2943,475.6887,475.6887,465.1138,464.259,0.0025,0.5283,4.1368,10.5749,1775520711427190330,0
nyudepth,1,1,20.2944,20.7696,475.2927,475.2927,464.7163,463.8598,0.003,0.5328,4.2267,10.5764,1775520711902980883,0
nyudepth,1,1,20.7697,21.2453,475.6632,475.6632,465.4447,464.5927,0.0032,0.526,3.9036,10.2184,1775520712377962130,0
nyudepth,1,1,21.2453,21.7206,475.2436,475.2436,464.9693,464.1017,0.0029,0.539,3.9141,10.2743,1775520712853647474,0
