task,send_time_s,latency_ms
ecgclass,0.0001,393.417
ecgclass,0.0347,463.529
ecgclass,0.0682,430.043
ecgclass,0.1022,396.033
ecgclass,0.1066,474.342
ecgclass,0.1078,473.089
ecgclass,0.1281,452.798
ecgclass,0.1490,536.813
ecgclass,0.1935,492.350
ecgclass,0.1938,492.062
ecgclass,0.2095,573.653
ecgclass,0.2097,573.477
ecgclass,0.2263,556.851
ecgclass,0.2502,630.590
ecgclass,0.2565,624.258
ecgclass,0.2739,606.977
ecgclass,0.2764,709.279
ecgclass,0.2776,708.032
ecgclass,0.2819,703.805
ecgclass,0.2941,789.302
ecgclass,0.3005,783.071
ecgclass,0.3198,763.730
ecgclass,0.3212,859.994
ecgclass,0.3485,832.731
ecgclass,0.3649,816.406
ecgclass,0.3753,910.301
ecgclass,0.3806,905.067
ecgclass,0.3869,898.753
ecgclass,0.3883,994.694
ecgclass,0.3905,992.423
ecgclass,0.4001,982.836
ecgclass,0.4064,1073.847
ecgclass,0.4237,1056.595
ecgclass,0.4347,1045.638
ecgclass,0.4381,1146.270
ecgclass,0.4446,1139.752
ecgclass,0.4549,1129.495
ecgclass,0.4582,1224.405
ecgclass,0.4624,1220.143
ecgclass,0.4756,1207.014
ecgclass,0.4800,1301.927
ecgclass,0.4983,1283.631
ecgclass,0.5190,1262.973
ecgclass,0.5339,1347.463
ecgclass,0.5351,1346.315
ecgclass,0.5515,1330.005
ecgclass,0.5704,1406.688
ecgclass,0.5871,1390.006
ecgclass,0.5905,1386.678
ecgclass,0.5951,1486.306
ecgclass,0.5974,1484.035
ecgclass,0.6030,1478.457
ecgclass,0.6030,1577.094
ecgclass,0.6054,1574.768
ecgclass,0.6240,1556.147
ecgclass,0.6809,1596.941
ecgclass,0.6890,1588.926
ecgclass,0.6936,1584.343
ecgclass,0.6989,1683.482
ecgclass,0.7041,1678.230
ecgclass,0.7064,1675.994
ecgclass,0.7219,1761.951
ecgclass,0.7415,1742.372
ecgclass,0.7632,1720.755
ecgclass,0.8386,1742.687
ecgclass,0.8686,1712.704
