task,send_time_s,latency_ms
gestureclass,0.0002,397.817
gestureclass,0.0685,484.811
gestureclass,0.0829,470.505
gestureclass,0.0974,456.050
gestureclass,0.0989,608.857
gestureclass,0.1315,576.247
gestureclass,0.2021,505.676
gestureclass,0.2150,649.436
gestureclass,0.2467,617.738
gestureclass,0.2468,617.664
gestureclass,0.3946,617.975
gestureclass,0.3969,615.786
gestureclass,0.4270,585.702
gestureclass,0.4284,740.778
gestureclass,0.4347,734.448
gestureclass,0.4433,725.851
gestureclass,0.4639,852.046
gestureclass,0.4652,850.788
gestureclass,0.4755,840.500
gestureclass,0.4799,991.441
gestureclass,0.4823,989.065
gestureclass,0.5156,955.772
gestureclass,0.5253,1095.028
gestureclass,0.5276,1092.747
gestureclass,0.5384,1081.933
gestureclass,0.5427,1237.679
gestureclass,0.5427,1237.641
gestureclass,0.5452,1235.282
gestureclass,0.5687,1364.968
gestureclass,0.5689,1364.896
gestureclass,0.5788,1354.949
gestureclass,0.5928,1491.219
gestureclass,0.5986,1485.458
gestureclass,0.6157,1468.459
gestureclass,0.6514,1587.192
gestureclass,0.6639,1574.740
gestureclass,0.6753,1563.414
gestureclass,0.6786,1709.784
gestureclass,0.6913,1697.105
gestureclass,0.7372,1651.206
gestureclass,0.7488,1793.506
gestureclass,0.7633,1779.115
gestureclass,0.8214,1721.004
gestureclass,0.8288,1862.513
gestureclass,0.8302,1861.207
gestureclass,0.8720,1819.491
gestureclass,0.8860,1959.765
gestureclass,0.8883,1957.490
gestureclass,0.8906,1955.198
gestureclass,0.9041,2089.785
gestureclass,0.9355,2058.454
gestureclass,0.9356,2058.398
gestureclass,0.9369,2211.212
gestureclass,0.9393,2208.874
gestureclass,0.9426,2205.561
gestureclass,0.9632,2334.344
gestureclass,0.9634,2334.188
gestureclass,1.0020,2295.583
gestureclass,1.0525,2398.659
gestureclass,1.1526,2298.564
gestureclass,1.1527,2298.501
gestureclass,1.1570,2443.326
gestureclass,1.1713,2429.101
gestureclass,1.1726,2427.858
gestureclass,1.2557,2498.180
gestureclass,1.3222,2431.738
gestureclass,1.3366,2417.322
gestureclass,1.3760,2526.880
gestureclass,1.4180,2484.969
gestureclass,1.4328,2470.210
gestureclass,1.4425,2614.240
gestureclass,1.4829,2573.955
gestureclass,1.4941,2562.829
gestureclass,1.5437,2663.035
gestureclass,1.5645,2642.338
gestureclass,1.5783,2628.600
gestureclass,1.5875,2772.932
gestureclass,1.5954,2765.173
gestureclass,1.5997,2760.833
gestureclass,1.5998,2910.725
gestureclass,1.6053,2905.253
gestureclass,1.6056,2905.035
gestureclass,1.6111,3054.941
gestureclass,1.6774,2988.695
gestureclass,1.7270,2939.141
gestureclass,1.7746,3042.596
gestureclass,1.7831,3034.062
gestureclass,1.8436,2973.595
gestureclass,1.8656,3108.119
gestureclass,1.8659,3107.830
gestureclass,1.8715,3102.250
gestureclass,1.8933,3230.711
gestureclass,1.8966,3227.419
gestureclass,1.8989,3225.159
gestureclass,1.9279,3354.240
gestureclass,1.9280,3354.195
gestureclass,1.9281,3354.155
gestureclass,1.9673,3465.779
gestureclass,1.9743,3458.790
gestureclass,2.0283,3404.882
gestureclass,2.0594,3530.111
gestureclass,2.0815,3508.094
gestureclass,2.0902,3499.335
gestureclass,2.0936,3649.309
gestureclass,2.0958,3647.065
gestureclass,2.1246,3618.282
gestureclass,2.1260,3773.278
gestureclass,2.1303,3769.047
gestureclass,2.1458,3753.492
gestureclass,2.1460,3906.776
gestureclass,2.1680,3884.823
gestureclass,2.1693,3883.527
gestureclass,2.1736,4030.322
gestureclass,2.1748,4029.133
gestureclass,2.2224,3981.524
gestureclass,2.2935,4064.706
gestureclass,2.3215,4036.734
gestureclass,2.3433,4014.883
gestureclass,2.3496,4157.966
gestureclass,2.3716,4135.961
gestureclass,2.3956,4112.013
gestureclass,2.4245,4239.728
gestureclass,2.4564,4207.831
gestureclass,2.4891,4175.071
gestureclass,2.4895,4326.568
gestureclass,2.5139,4302.209
gestureclass,2.5333,4282.888
gestureclass,2.5745,4401.252
gestureclass,2.5769,4398.960
gestureclass,2.6006,4375.251
gestureclass,2.6120,4514.934
gestureclass,2.6247,4502.306
gestureclass,2.6280,4499.048
gestureclass,2.6569,4629.354
gestureclass,2.6715,4614.814
gestureclass,2.6738,4612.531
gestureclass,2.8235,4616.611
gestureclass,2.8412,4599.000
gestureclass,2.8519,4588.292
gestureclass,2.9183,4677.765
gestureclass,2.9549,4641.206
gestureclass,2.9849,4611.191
gestureclass,2.9872,4761.396
gestureclass,3.0091,4739.481
gestureclass,3.0532,4695.395
gestureclass,3.0670,4832.264
gestureclass,3.0958,4803.492
gestureclass,3.1021,4797.193
gestureclass,3.1057,4948.300
gestureclass,3.1482,4905.798
gestureclass,3.1601,4893.885
gestureclass,3.1744,5029.462
gestureclass,3.1811,5022.858
gestureclass,3.1946,5009.363
gestureclass,3.2019,5158.366
gestureclass,3.2032,5157.094
gestureclass,3.2432,5117.123
gestureclass,3.2467,5264.726
gestureclass,3.2539,5257.555
gestureclass,3.2929,5218.669
gestureclass,3.3149,5352.471
gestureclass,3.3326,5334.817
gestureclass,3.3764,5291.015
gestureclass,3.3797,5436.549
gestureclass,3.3928,5423.521
gestureclass,3.4065,5409.889
gestureclass,3.4753,5500.411
gestureclass,3.5104,5465.402
gestureclass,3.5139,5461.881
gestureclass,3.5174,5608.334
gestureclass,3.5277,5598.060
gestureclass,3.5310,5594.738
gestureclass,3.5414,5743.508
gestureclass,3.5427,5742.227
gestureclass,3.5615,5723.412
gestureclass,3.5658,5793.016
gestureclass,3.5701,5788.723
gestureclass,3.6510,5707.812
gestureclass,3.6841,5753.223
gestureclass,3.7276,5709.709
gestureclass,3.7292,5708.221
gestureclass,3.7348,5855.250
gestureclass,3.7453,5844.752
gestureclass,3.7787,5811.398
gestureclass,3.7984,5941.914
gestureclass,3.7985,5941.831
gestureclass,3.8054,5934.992
gestureclass,3.8383,6057.802
gestureclass,3.9525,5943.622
gestureclass,3.9608,5935.337
gestureclass,3.9732,6071.521
gestureclass,3.9926,6052.180
gestureclass,4.0046,6040.220
gestureclass,4.0382,6162.990
gestureclass,4.0817,6119.547
gestureclass,4.0860,6115.260
gestureclass,4.1020,6250.181
gestureclass,4.1044,6247.829
gestureclass,4.1080,6244.209
gestureclass,4.1207,6388.522
gestureclass,4.1273,6382.028
gestureclass,4.1295,6379.796
gestureclass,4.1443,6513.370
gestureclass,4.1708,6486.903
gestureclass,4.1975,6460.188
gestureclass,4.2047,6612.025
gestureclass,4.2202,6596.495
gestureclass,4.2247,6592.016
gestureclass,4.2302,6738.098
gestureclass,4.2375,6730.860
gestureclass,4.2951,6673.222
gestureclass,4.3054,6823.392
gestureclass,4.3249,6803.917
gestureclass,4.3395,6789.285
gestureclass,4.3657,6915.744
gestureclass,4.4241,6857.310
gestureclass,4.4329,6848.557
gestureclass,4.4602,6975.610
gestureclass,4.4674,6968.350
gestureclass,4.5083,6927.478
gestureclass,4.5117,7078.985
gestureclass,4.5150,7075.744
gestureclass,4.5294,7061.342
gestureclass,4.5318,7208.800
gestureclass,4.5382,7202.433
gestureclass,4.5539,7186.735
gestureclass,4.5593,7338.277
gestureclass,4.6119,7285.730
gestureclass,4.6280,7269.629
gestureclass,4.6424,7407.506
gestureclass,4.6560,7393.950
gestureclass,4.6816,7368.413
gestureclass,4.6880,7522.398
gestureclass,4.7168,7493.644
gestureclass,4.7676,7442.789
gestureclass,4.8086,7554.284
gestureclass,4.8234,7539.495
gestureclass,4.8280,7534.899
gestureclass,4.8345,7687.703
gestureclass,4.8675,7654.810
gestureclass,4.8860,7636.312
gestureclass,4.8933,7782.618
gestureclass,4.8934,7782.596
gestureclass,4.9326,7743.382
gestureclass,4.9362,7897.327
gestureclass,4.9477,7885.874
gestureclass,4.9550,7878.637
gestureclass,4.9632,8027.494
gestureclass,4.9645,8026.252
gestureclass,4.9710,8019.753
gestureclass,5.0218,8118.676
gestureclass,5.0344,8106.094
gestureclass,5.0450,8095.494
gestureclass,5.0644,8235.642
gestureclass,5.0717,8228.358
gestureclass,5.0796,8220.526
gestureclass,5.0796,8371.559
gestureclass,5.1111,8340.096
gestureclass,5.1356,8315.656
gestureclass,5.1453,8466.165
gestureclass,5.1654,8446.060
gestureclass,5.1757,8435.806
gestureclass,5.1780,8584.710
gestureclass,5.1813,8581.354
gestureclass,5.2479,8514.794
gestureclass,5.2728,8646.689
gestureclass,5.2820,8637.529
gestureclass,5.3100,8609.491
gestureclass,5.3244,8745.806
gestureclass,5.3561,8714.076
gestureclass,5.3784,8691.851
gestureclass,5.4058,8820.593
gestureclass,5.4058,8820.586
gestureclass,5.4920,8734.462
gestureclass,5.4933,8885.977
gestureclass,5.5035,8875.789
gestureclass,5.5057,8873.539
gestureclass,5.5100,9024.373
gestureclass,5.5203,9014.107
gestureclass,5.5306,9003.815
gestureclass,5.5870,9102.429
gestureclass,5.5971,9092.371
gestureclass,5.6565,9032.952
gestureclass,5.6748,9164.064
gestureclass,5.6850,9153.806
gestureclass,5.7031,9135.826
gestureclass,5.7199,9273.484
gestureclass,5.7261,9267.253
gestureclass,5.7319,9261.495
gestureclass,5.7780,9365.466
gestureclass,5.7793,9364.163
gestureclass,5.7936,9349.896
gestureclass,5.8545,9443.012
gestureclass,5.8631,9434.408
gestureclass,5.8964,9401.187
gestureclass,5.9035,9544.028
gestureclass,5.9658,9481.728
gestureclass,5.9693,9478.260
gestureclass,5.9798,9621.726
gestureclass,5.9942,9607.361
gestureclass,6.0216,9580.044
gestureclass,6.0389,9712.747
gestureclass,6.0690,9682.711
gestureclass,6.0724,9679.379
gestureclass,6.1045,9806.760
gestureclass,6.1534,9757.853
gestureclass,6.1820,9729.264
gestureclass,6.1893,9873.841
gestureclass,6.1939,9869.272
gestureclass,6.2002,9863.016
gestureclass,6.2029,10019.494
gestureclass,6.2254,9997.048
gestureclass,6.2410,9981.459
gestureclass,6.2574,10116.823
gestureclass,6.2762,10098.039
gestureclass,6.3226,10051.645
gestureclass,6.3238,10209.662
gestureclass,6.3336,10199.927
gestureclass,6.3389,10194.720
gestureclass,6.3633,10322.574
gestureclass,6.4058,10280.098
gestureclass,6.4126,10273.390
gestureclass,6.4253,10418.009
gestureclass,6.4265,10416.837
gestureclass,6.4388,10404.663
gestureclass,6.4463,10553.482
gestureclass,6.4656,10534.143
gestureclass,6.4792,10520.632
gestureclass,6.5117,10638.571
gestureclass,6.5230,10627.295
gestureclass,6.5366,10613.702
gestureclass,6.5726,10737.452
gestureclass,6.5839,10726.162
gestureclass,6.6043,10705.733
gestureclass,6.6096,10852.467
gestureclass,6.6379,10824.193
gestureclass,6.6579,10804.260
gestureclass,6.6793,10943.388
gestureclass,6.7023,10920.418
gestureclass,6.7209,10901.820
gestureclass,6.7222,11052.728
gestureclass,6.7301,11044.836
gestureclass,6.7719,11003.047
gestureclass,6.8074,11127.196
gestureclass,6.8429,11091.730
gestureclass,6.9000,11034.727
gestureclass,6.9165,11170.479
gestureclass,6.9321,11154.986
gestureclass,6.9465,11140.642
gestureclass,6.9478,11297.601
gestureclass,6.9622,11283.278
gestureclass,6.9885,11256.979
gestureclass,6.9958,11403.244
gestureclass,7.0398,11359.226
gestureclass,7.0607,11338.324
gestureclass,7.0848,11466.349
gestureclass,7.1026,11448.569
gestureclass,7.1372,11414.024
gestureclass,7.1498,11556.231
gestureclass,7.1664,11539.736
gestureclass,7.1709,11535.210
gestureclass,7.1848,11670.283
gestureclass,7.1901,11665.035
gestureclass,7.2267,11628.494
gestureclass,7.2446,11765.558
gestureclass,7.2601,11750.095
gestureclass,7.2925,11717.746
gestureclass,7.2978,11864.331
gestureclass,7.3031,11859.105
gestureclass,7.3646,11797.639
gestureclass,7.3824,11937.466
gestureclass,7.3993,11920.501
gestureclass,7.3995,11920.368
gestureclass,7.4102,12062.362
gestureclass,7.4563,12016.256
gestureclass,7.4894,11983.238
gestureclass,7.4994,12133.238
gestureclass,7.5208,12111.995
gestureclass,7.5297,12103.020
gestureclass,7.5428,12241.710
gestureclass,7.5515,12233.013
gestureclass,7.5561,12228.447
gestureclass,7.5719,12372.926
gestureclass,7.5847,12360.139
gestureclass,7.6464,12298.455
gestureclass,7.6487,12449.129
