elapsed_s,allocated_mb,reserved_mb
0.00,434.1,442.0
0.50,437.1,634.0
1.00,483.5,634.0
1.50,437.1,634.0
2.00,437.1,634.0
2.50,437.1,634.0
3.00,437.1,634.0
3.50,437.1,634.0
4.00,437.1,634.0
4.50,437.1,634.0
5.00,437.1,634.0
5.50,437.1,634.0
6.01,437.1,634.0
6.51,437.1,634.0
7.01,437.1,634.0
7.51,482.4,634.0
8.01,437.1,634.0
8.51,437.1,634.0
9.01,437.1,634.0
9.51,437.1,634.0
10.01,437.1,634.0
10.51,437.1,634.0
11.01,437.1,634.0
11.51,437.1,634.0
12.01,437.1,634.0
12.51,437.1,634.0
13.01,437.1,634.0
13.51,437.1,634.0
14.01,437.1,634.0
14.51,437.1,634.0
15.01,476.2,634.0
15.51,437.1,634.0
16.01,437.1,634.0
16.51,437.1,634.0
17.01,437.1,634.0
17.51,437.1,634.0
18.01,437.1,634.0
18.51,437.1,634.0
19.02,437.1,634.0
19.52,437.1,634.0
20.02,437.1,634.0
20.52,437.1,634.0
21.02,437.1,634.0
21.52,434.1,634.0
22.02,437.1,634.0
22.52,437.1,634.0
23.02,437.1,634.0
23.52,437.1,634.0
24.02,437.1,634.0
24.52,437.1,634.0
25.02,437.1,634.0
25.52,437.1,634.0
26.02,437.1,634.0
26.52,437.1,634.0
27.02,437.1,634.0
27.52,437.1,634.0
28.02,437.1,634.0
28.52,437.1,634.0
29.02,437.1,634.0
29.52,437.1,634.0
30.02,437.1,634.0
30.52,437.1,634.0
31.03,437.1,634.0
31.53,437.1,634.0
32.03,437.1,634.0
32.53,437.1,634.0
33.03,437.1,634.0
33.53,437.1,634.0
34.03,437.1,634.0
34.53,437.1,634.0
35.03,437.1,634.0
35.53,437.1,634.0
36.03,437.1,634.0
36.53,443.1,634.0
37.03,437.1,634.0
37.53,437.1,634.0
38.03,437.1,634.0
38.53,437.1,634.0
39.03,437.1,634.0
39.53,437.1,634.0
40.03,437.1,634.0
40.53,437.1,634.0
41.03,437.1,634.0
41.53,437.1,634.0
42.03,437.1,634.0
42.54,437.1,634.0
43.04,437.1,634.0
43.54,437.1,634.0
44.04,527.4,634.0
44.54,437.1,634.0
45.04,437.1,634.0
45.54,437.1,634.0
46.04,437.1,634.0
46.54,437.1,634.0
47.04,437.1,634.0
47.54,437.1,634.0
48.04,437.1,634.0
48.54,437.1,634.0
49.04,437.1,634.0
49.54,437.1,634.0
50.04,437.1,634.0
50.54,434.1,634.0
51.04,437.1,634.0
51.54,437.1,634.0
52.04,437.1,634.0
52.54,437.1,634.0
53.04,437.1,634.0
53.54,437.1,634.0
54.04,437.1,634.0
54.55,437.1,634.0
55.05,437.1,634.0
55.55,437.1,634.0
56.05,437.1,634.0
56.55,437.1,634.0
57.05,437.1,634.0
57.55,437.1,634.0
58.05,473.2,634.0
58.55,437.1,634.0
59.05,437.1,634.0
59.55,437.1,634.0
