req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.31.61:8000,momentbase,ecgclass,1772512540.1415434,1772512540.1686816,1772512540.5081084,375.0293254852295,326.51262199999996,0.0023989999999999997,12.856760999999999,0.0,0.0
1,0.10002083767451553,site2,10.100.31.61:8000,momentbase,ecgclass,1772512540.2402713,1772512540.5199032,1772512540.5359044,300.9474277496338,15.673008,0.0020770000000000003,0.29951,0.0,0.0
2,0.20004167534903106,site2,10.100.31.61:8000,momentbase,ecgclass,1772512540.340406,1772512540.5444684,1772512540.5610325,225.9533405303955,16.228142000000002,0.011324,0.298286,0.0,0.0
3,0.3000625130235466,site2,10.100.31.61:8000,momentbase,ecgclass,1772512540.4403338,1772512540.569413,1772512540.5847924,149.65534210205078,15.091785999999999,0.001726,0.26333599999999996,0.0,0.0
4,0.4000833506980621,site2,10.100.31.61:8000,momentbase,ecgclass,1772512540.5402966,1772512540.5934076,1772512540.6216688,87.64266967773438,27.809061,0.0026460000000000003,0.406285,0.0,0.0
5,0.5001041883725776,site2,10.100.31.61:8000,momentbase,ecgclass,1772512540.6402884,1772512540.6453013,1772512540.6678643,33.49137306213379,22.183939,0.002339,0.34306099999999995,0.0,0.0
6,0.6001250260470932,site2,10.100.31.61:8000,momentbase,ecgclass,1772512540.7402546,1772512540.7454844,1772512540.7753491,41.17131233215332,29.497822,0.002447,0.330452,1.0,0.0
7,0.7001458637216087,site2,10.100.31.61:8000,momentbase,ecgclass,1772512540.840324,1772512540.8455033,1772512540.8746316,40.24672508239746,28.678056,0.002645,0.408521,0.0,0.0
8,0.8001667013961242,site2,10.100.31.61:8000,momentbase,ecgclass,1772512540.9402328,1772512540.9453647,1772512540.9738336,39.5200252532959,28.02404,0.0025450000000000004,0.405325,0.0,0.0
9,0.9001875390706396,site2,10.100.31.61:8000,momentbase,ecgclass,1772512541.040249,1772512541.0457313,1772512541.0744333,40.51566123962402,28.249665,0.002673,0.40999800000000003,0.0,0.0
