wall_time_s,queue_size,num_completed,mean_queue_delay_us,delta_queue_duration_us
10.0,0,8,205055.1,1640441.0
15.0,0,56,172.3,9651.0
20.0,0,56,177.2,9922.0
25.0,0,66,2034.4,134269.0
30.0,0,64,160.1,10246.0
35.0,0,63,13998.0,881873.0
40.0,0,71,4850.0,344350.0
45.0,1,127,4646.7,590127.0
50.0,0,145,5252.7,761641.0
55.0,0,128,3268.6,418383.0
60.0,0,137,4148.5,568339.0
65.0,0,137,4249.5,582180.0
70.1,0,141,4805.2,677538.0
75.1,0,137,4825.1,661041.0
80.1,0,136,3888.9,528889.0
85.1,0,144,3664.4,527672.0
90.1,0,133,4227.5,562260.0
95.1,0,140,4682.6,655558.0
100.1,0,122,4559.4,556242.0
105.1,0,65,165.9,10784.0
110.1,0,62,182.3,11304.0
115.1,0,65,194.2,12623.0
120.1,0,66,166.8,11009.0
125.1,0,59,159.6,9419.0
130.1,0,52,179.4,9327.0
135.1,0,0,0.0,0.0
140.1,0,0,0.0,0.0
145.1,0,0,0.0,0.0
