task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
ecgclass,sharing,1177,117.7,22.094,22.21,28.621,29.985
gestureclass,sharing,1222,122.2,21.949,22.052,28.305,29.822
