run_idx,req_idx,latency_ms,backbone_ms,decoder_ms,swap_ms,gpu_peak_mb
2,81,29.3731,28.8837,0.2806,0.0024,339.95
2,82,29.3156,28.7957,0.2867,0.0021,339.95
2,83,29.1775,28.6819,0.271,0.0019,339.95
2,84,29.7105,29.1704,0.3011,0.0027,339.95
2,85,29.1337,28.6086,0.2945,0.0021,339.95
2,86,29.6855,29.178,0.2782,0.0024,339.95
2,87,29.07,28.5465,0.2928,0.0021,339.95
2,88,29.6319,29.1048,0.2862,0.002,339.95
2,89,29.3633,28.8426,0.2839,0.0024,339.95
2,90,29.5307,28.9998,0.2962,0.0025,339.95
2,91,30.2899,29.4351,0.2726,0.0018,339.95
2,92,29.4772,28.9569,0.2877,0.0022,339.95
