task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,2,1,0.0001,0.4181,418.0291,418.0291,416.1314,355.1302,0.0029,1.0712,1.8977,1775518524237810318,0
ecgclass,2,1,0.4181,0.4463,28.1594,28.1594,26.4404,25.3817,0.0029,1.0166,1.719,1775518524655797129,0
ecgclass,2,1,0.4463,0.5216,75.3233,75.3233,73.8731,72.8895,0.0028,0.8109,1.4502,1775518524683763580,0
ecgclass,2,1,0.5216,0.5973,75.6991,75.6991,74.2049,73.1276,0.0037,0.7951,1.4942,1775518524759082192,0
ecgclass,2,1,0.5973,0.6729,75.5084,75.5084,74.0046,72.9443,0.0031,0.818,1.5037,1775518524834816035,0
ecgclass,2,1,0.6729,0.7484,75.5088,75.5088,73.9751,72.688,0.0026,0.8597,1.5338,1775518524910378011,0
ecgclass,2,1,0.7484,0.824,75.5785,75.5785,74.1055,73.0871,0.0035,0.818,1.4729,1775518524985856287,0
ecgclass,2,1,0.824,0.8993,75.3384,75.3384,73.8627,72.8069,0.0028,0.7911,1.4756,1775518525061419340,0
ecgclass,2,1,0.8993,0.975,75.6633,75.6633,74.2037,73.1607,0.0027,0.798,1.4597,1775518525136776719,0
ecgclass,2,1,0.975,1.0505,75.5348,75.5348,74.0074,72.9817,0.0031,0.8376,1.5274,1775518525212491707,0
ecgclass,2,1,1.0505,1.1262,75.6464,75.6464,74.1852,73.1269,0.0031,0.7906,1.4612,1775518525287991429,0
ecgclass,2,1,1.1262,1.2016,75.3644,75.3644,73.8762,72.7784,0.0031,0.7951,1.4882,1775518525363654439,0
ecgclass,2,1,1.2016,1.2774,75.8562,75.8562,74.3544,72.9682,0.0027,0.8283,1.5018,1775518525439064032,0
ecgclass,2,1,1.2775,1.3526,75.1286,75.1286,73.6487,72.6182,0.0027,0.7961,1.4798,1775518525514899946,0
ecgclass,2,1,1.3526,1.4279,75.3102,75.3102,73.8077,72.8011,0.0029,0.8488,1.5026,1775518525590091655,0
ecgclass,2,1,1.4279,1.5035,75.604,75.604,74.0689,73.0362,0.0031,0.8333,1.5351,1775518525665397870,0
ecgclass,2,1,1.5035,1.5791,75.5634,75.5634,74.0409,72.9862,0.003,0.845,1.5225,1775518525741025436,0
ecgclass,2,1,1.5791,1.6547,75.5959,75.5959,74.18,73.158,0.0026,0.7727,1.4159,1775518525816529192,0
ecgclass,2,1,1.6547,1.7299,75.2397,75.2397,73.7449,72.725,0.003,0.8199,1.4947,1775518525892183441,0
ecgclass,2,1,1.73,1.8058,75.8052,75.8052,74.3133,73.2248,0.0027,0.823,1.4919,1775518525967436990,0
