task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,sharing,2906,4.9254,28.874,25.836,46.135,50.238,24.674,23.356,0.003,0.483,3.688,0.0,4.2
gestureclass,sharing,2996,5.078,29.012,25.841,46.663,50.589,24.688,23.362,0.003,0.487,3.809,0.0,4.323
