task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,1,1,0.0001,1.2384,1238.3232,1238.3232,1219.1292,949.371,0.0024,269.1894,10.071,19.1941,1775531663277403288,0
nyudepth,1,1,1.2384,1.2597,21.3053,21.3053,9.8534,8.7846,0.0024,0.7054,4.9915,11.4519,1775531664510660251,0
nyudepth,1,1,1.2597,1.4434,183.6655,183.6655,172.0374,170.9492,0.0023,0.687,4.9624,11.6281,1775531664531950668,0
nyudepth,1,1,1.4434,1.6279,184.4659,184.4659,171.7244,170.6201,0.0026,0.7424,6.0916,12.7415,1775531664716757723,0
nyudepth,1,1,1.6279,1.8121,184.2372,184.2372,172.2201,171.1157,0.0023,0.7218,5.2929,12.0171,1775531664900437987,0
nyudepth,1,1,1.8121,1.9968,184.6519,184.6519,171.4115,170.0335,0.0026,0.7436,6.3581,13.2403,1775531665085757013,0
nyudepth,1,1,1.9968,2.1806,183.8007,183.8007,171.0588,169.999,0.0021,0.6976,6.1603,12.7419,1775531665270223430,0
nyudepth,1,1,2.1806,2.3648,184.1755,184.1755,172.9319,171.8469,0.0027,0.7153,4.7724,11.2436,1775531665452649256,0
nyudepth,1,1,2.3648,2.5493,184.5582,184.5582,173.0922,171.8566,0.0033,0.8575,4.8296,11.466,1775531665636895007,0
nyudepth,1,1,2.5494,2.734,184.6571,184.6571,173.2642,172.0008,0.0027,0.875,4.7593,11.3929,1775531665821396535,0
nyudepth,1,1,2.734,2.9179,183.8598,183.8598,172.4352,171.3083,0.0025,0.7371,4.7989,11.4246,1775531666006106264,0
nyudepth,1,1,2.9179,3.1021,184.2005,184.2005,171.6961,170.5624,0.0022,0.7384,5.9521,12.5044,1775531666191132675,0
nyudepth,1,1,3.1021,3.2873,185.184,185.184,172.594,170.5991,0.0022,1.6023,6.057,12.59,1775531666375451033,0
nyudepth,1,1,3.2873,3.4708,183.4803,183.4803,171.986,170.8832,0.0024,0.7331,5.0063,11.4943,1775531666559598692,0
nyudepth,1,1,3.4708,3.6553,184.4516,184.4516,172.8493,171.6908,0.0024,0.7572,4.9443,11.6023,1775531666743030684,0
nyudepth,1,1,3.6553,3.8395,184.2303,184.2303,172.6611,171.4895,0.0027,0.7689,5.0147,11.5693,1775531666927566181,0
nyudepth,1,1,3.8395,4.0238,184.2697,184.2697,172.7138,171.5756,0.0029,0.7427,4.9348,11.5559,1775531667111729477,0
nyudepth,1,1,4.0238,4.2079,184.1149,184.1149,172.7161,171.6294,0.0023,0.7039,4.9403,11.3988,1775531667296017911,0
nyudepth,1,1,4.2079,4.3924,184.4444,184.4444,172.1443,171.0661,0.0025,0.6933,5.7518,12.3001,1775531667480973079,0
