task,send_elapsed_s,latency_ms,server_exec_ms,worker_id,has_adapter
ecgclass,0.0002,387.654,383.586,0,1
ecgclass__app2,0.0005,571.034,205.426,0,1
ecgclass__app1,0.0004,572.071,206.440,0,1
ecgclass__app3,0.0006,572.778,207.378,0,1
ecgclass__app5,0.0007,573.603,208.274,0,0
ecgclass__app9,0.0022,572.356,208.515,0,0
ecgclass__app6,0.0008,574.070,208.595,0,0
ecgclass__app4,0.0006,574.488,208.659,0,0
ecgclass__app8,0.0021,573.088,208.722,0,0
ecgclass__app7,0.0008,575.010,210.193,0,0
ecgclass,0.3879,220.910,45.146,0,1
ecgclass__app8,0.5752,203.423,177.438,0,0
ecgclass__app6,0.5748,204.667,177.762,0,0
ecgclass__app1,0.5725,207.121,177.913,0,1
ecgclass__app5,0.5743,205.550,177.976,0,0
ecgclass__app9,0.5746,205.883,179.106,0,0
ecgclass__app4,0.5751,205.462,179.134,0,0
ecgclass__app7,0.5758,205.199,179.350,0,0
ecgclass__app3,0.5734,207.797,179.421,0,1
ecgclass__app2,0.5716,211.051,181.597,0,1
ecgclass,0.6088,207.294,47.967,0,1
ecgclass__app6,0.7795,205.853,176.865,0,0
ecgclass__app3,0.7812,205.584,177.506,0,1
ecgclass__app7,0.7811,205.808,177.695,0,0
ecgclass__app4,0.7806,206.576,177.821,0,0
ecgclass__app9,0.7805,206.930,177.919,0,0
ecgclass__app1,0.7796,208.042,178.020,0,1
ecgclass__app5,0.7799,207.860,178.137,0,0
ecgclass__app8,0.7787,209.140,178.337,0,0
ecgclass__app2,0.7826,205.651,180.027,0,1
ecgclass,0.8162,205.059,45.871,0,1
ecgclass__app5,0.9877,208.361,182.305,0,0
ecgclass__app6,0.9854,211.435,183.072,0,0
ecgclass__app4,0.9872,209.888,183.190,0,0
ecgclass__app2,0.9883,209.101,183.610,0,1
ecgclass__app3,0.9868,211.255,184.222,0,1
ecgclass__app8,0.9878,211.313,185.368,0,0
ecgclass__app9,0.9874,211.925,185.510,0,0
ecgclass__app7,0.9869,212.828,186.193,0,0
ecgclass__app1,0.9877,212.628,186.817,0,1
