task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,single_ecgclass,0.0,45.0673,24.8701,23.9576,0.0017,0.5401,19.7146,20.1972,1776031228915205003
ecgclass,slot_0:ecgclass,single_ecgclass,0.4016,34.2734,25.8836,24.8384,0.002,0.6019,7.7786,8.3897,1776031229304800716
ecgclass,slot_0:ecgclass,single_ecgclass,0.7913,34.9286,26.2837,25.2474,0.0021,0.5944,8.0187,8.6448,1776031229694770033
ecgclass,slot_0:ecgclass,single_ecgclass,1.1887,34.1492,25.7185,24.6715,0.0031,0.6029,7.8456,8.4306,1776031230091992129
ecgclass,slot_0:ecgclass,single_ecgclass,1.235,34.8904,26.2222,25.1644,0.0033,0.6293,8.1184,8.6682,1776031230138530788
ecgclass,slot_0:ecgclass,single_ecgclass,1.2495,66.9816,25.3906,24.3782,0.0024,0.588,41.0106,41.5909,1776031230185929145
ecgclass,slot_0:ecgclass,single_ecgclass,1.4927,36.8056,25.6491,24.6546,0.0023,0.5686,10.627,11.1565,1776031230398801008
ecgclass,slot_0:ecgclass,single_ecgclass,1.7268,33.0613,24.7592,23.8453,0.0018,0.5603,7.859,8.302,1776031230630103188
ecgclass,slot_0:ecgclass,single_ecgclass,2.2474,33.7827,25.9759,24.9838,0.0029,0.5644,7.3094,7.8069,1776031231150191340
ecgclass,slot_0:ecgclass,single_ecgclass,2.2599,62.0077,24.6551,23.7969,0.0016,0.5356,36.9189,37.3525,1776031231192289030
ecgclass,slot_0:ecgclass,single_ecgclass,2.4351,34.6735,25.6612,24.7043,0.0033,0.5655,8.554,9.0123,1776031231339138636
ecgclass,slot_0:ecgclass,single_ecgclass,2.4466,69.8788,24.7337,23.8674,0.0016,0.5313,44.6863,45.1451,1776031231386732395
ecgclass,slot_0:ecgclass,single_ecgclass,2.6277,33.7422,25.9031,24.3764,0.0018,0.5698,7.3557,7.8391,1776031231530461903
ecgclass,slot_0:ecgclass,single_ecgclass,2.9168,33.8757,25.5518,24.5554,0.0024,0.5666,7.7472,8.3239,1776031231819946079
ecgclass,slot_0:ecgclass,single_ecgclass,2.9808,33.0501,25.1964,24.2623,0.0019,0.5673,7.3578,7.8537,1776031231883556183
ecgclass,slot_0:ecgclass,single_ecgclass,3.1861,35.701,26.4726,25.3932,0.0032,0.6419,8.7056,9.2284,1776031232090244283
ecgclass,slot_0:ecgclass,single_ecgclass,3.2116,64.2991,34.4119,25.6129,0.0018,4.2244,29.2997,29.8872,1776031232136365092
