task,device_url,n_requests,throughput_rps,avg_latency_ms
sysbp,10.100.31.64:8000,244,4.066666666666666,246.15278302646075
gestureclass,10.100.31.64:8000,245,4.083333333333333,245.88579644962232
trafficfore,10.100.31.64:8000,245,4.083333333333333,245.8574664836027
exchangefore,10.100.31.64:8000,245,4.083333333333333,245.84433399901098
weatherfore,10.100.31.64:8000,245,4.083333333333333,245.84599319769413
etth1fore,10.100.31.64:8000,245,4.083333333333333,245.8485729840337
eclfore,10.100.31.64:8000,245,4.083333333333333,245.89972496032715
ecgclass,10.100.31.64:8000,245,4.083333333333333,245.8946082056785
