task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
qwenA,stfq,586,3.4471,122334.835,124006.677,240271.424,246973.35,5103.475,5103.475,0.0,0.0,117230.555,0.0,117231.36
qwenB,stfq,797,4.6882,211320.739,218542.119,353028.504,358308.902,5135.901,5135.901,0.0,0.0,206183.82,0.0,206184.839
