task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,10,1,0.0,0.3837,383.6856,383.6856,368.6254,249.5169,0.0021,118.6564,5.9068,15.0602,1775520933963171169,0
nyudepth,10,1,0.3837,0.4115,27.7219,27.7219,14.7795,13.9881,0.0012,0.4875,5.605,12.9424,1775520934346565236,0
nyudepth,10,1,0.4115,0.4642,52.7747,52.7747,40.6532,39.7364,0.0018,0.5845,4.3831,12.1215,1775520934373075230,0
nyudepth,10,1,0.4643,0.5166,52.3596,52.3596,40.6697,39.808,0.0018,0.5383,4.3693,11.6899,1775520934425849013,0
nyudepth,10,1,0.5166,0.5684,51.7862,51.7862,40.9073,40.1117,0.0013,0.48,4.1685,10.8789,1775520934478018635,0
nyudepth,10,1,0.5684,0.6214,52.9718,52.9718,42.2621,41.2831,0.0012,0.4856,4.1132,10.7097,1775520934529759939,0
nyudepth,10,1,0.6214,0.6739,52.5227,52.5227,40.808,39.9891,0.0013,0.5111,4.987,11.7147,1775520934583615773,0
nyudepth,10,1,0.6739,0.7264,52.4192,52.4192,41.8681,41.0353,0.0015,0.5056,4.0295,10.5511,1775520934635191224,0
nyudepth,10,1,0.7264,0.7789,52.5553,52.5553,41.9878,41.2024,0.0011,0.4939,4.1549,10.5675,1775520934687746443,0
nyudepth,10,1,0.7789,0.8324,53.477,53.477,42.8752,42.0594,0.0011,0.5024,4.0207,10.6019,1775520934740177360,0
nyudepth,10,1,0.8324,0.8846,52.2037,52.2037,41.6599,40.8702,0.0016,0.4849,3.9794,10.5438,1775520934793623537,0
nyudepth,10,1,0.8846,0.938,53.3392,53.3392,41.0654,40.2397,0.0011,0.5214,5.6827,12.2738,1775520934847540673,0
nyudepth,10,1,0.938,0.9912,53.2434,53.2434,41.4701,40.4412,0.0014,0.7102,5.1329,11.7733,1775520934900340847,0
nyudepth,10,1,0.9912,1.0437,52.4993,52.4993,40.4443,39.6666,0.0011,0.4842,5.3759,12.055,1775520934953837304,0
nyudepth,10,1,1.0437,1.0962,52.4316,52.4316,41.5881,40.7544,0.0013,0.488,4.3504,10.8434,1775520935005321283,0
nyudepth,10,1,1.0962,1.1493,53.1557,53.1557,41.0541,40.2457,0.0014,0.5145,5.2829,12.1016,1775520935058695998,0
nyudepth,10,1,1.1494,1.2016,52.2704,52.2704,41.2924,40.4797,0.0015,0.4859,4.168,10.978,1775520935110747938,0
nyudepth,10,1,1.2016,1.2548,53.1363,53.1363,40.721,39.9395,0.0011,0.478,5.6942,12.4154,1775520935164555502,0
nyudepth,10,1,1.2548,1.3074,52.5723,52.5723,40.9902,40.1834,0.0016,0.495,5.1703,11.582,1775520935217178102,0
nyudepth,10,1,1.3074,1.3603,52.8836,52.8836,44.6358,43.8399,0.0012,0.5008,1.5953,8.2478,1775520935266186933,0
nyudepth,10,1,1.3603,1.4133,53.0241,53.0241,41.0139,40.103,0.0013,0.6259,5.3856,12.0101,1775520935322870672,0
nyudepth,10,1,1.4133,1.466,52.6626,52.6626,40.5936,39.5415,0.0014,0.7607,5.4445,12.069,1775520935375963502,0
nyudepth,10,1,1.466,1.5204,54.3873,54.3873,43.6843,42.7704,0.002,0.536,4.1497,10.703,1775520935427341049,0
nyudepth,10,1,1.5204,1.5714,51.0075,51.0075,40.0881,39.2819,0.0014,0.5122,4.2062,10.9194,1775520935481795045,0
nyudepth,10,1,1.5714,1.6242,52.829,52.829,42.4652,41.667,0.0011,0.4979,3.8078,10.3639,1775520935532413477,0
nyudepth,10,1,1.6242,1.6771,52.882,52.882,40.8892,40.0526,0.0011,0.5188,5.3718,11.9927,1775520935586816202,0
nyudepth,10,1,1.6771,1.7296,52.5272,52.5272,42.1207,41.3313,0.0014,0.4905,3.7014,10.4065,1775520935638039936,0
nyudepth,10,1,1.7297,1.7827,53.0908,53.0908,42.5963,41.7922,0.0014,0.5001,3.9711,10.4945,1775520935690846750,0
nyudepth,10,1,1.7828,1.8351,52.3534,52.3534,41.8592,41.0342,0.0013,0.506,3.8619,10.4942,1775520935743838148,0
nyudepth,10,1,1.8351,1.8884,53.292,53.292,42.7846,41.9362,0.0019,0.512,3.8607,10.5074,1775520935796200373,0
