task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing,589,0.9983,70.062,62.548,91.351,107.382,65.576,64.082,0.002,0.783,3.545,4.486
gestureclass,no_sharing,621,1.0525,70.215,60.757,93.628,121.307,64.986,63.506,0.003,0.781,4.291,5.229
