req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.20.29:8030,chronostiny,diasbp,1770924494.7430348,1770924494.8463948,1770924495.5803406,854.3596267700195,593.896148,0.000948,140.008107,72.25891876220703,56.0
1,0.10002778549597109,site2,10.100.20.29:8000,momentbase,ecgclass,1770924494.8363464,1770924494.86277,1770924495.427724,602.0362377166748,543.311415,0.001197,21.591432,0.0,0.0
2,0.20005557099194218,site2,10.100.20.29:8000,momentbase,ecgclass,1770924494.9367106,1770924495.4470232,1770924495.4784088,567.3394203186035,30.947786,0.001167,0.20361300000000002,0.0,0.0
3,0.30008335648791334,site2,10.100.20.29:8020,momentlarge,gestureclass,1770924495.036372,1770924495.0706666,1770924495.72704,698.6215114593506,643.28894,0.0013039999999999998,13.038354,4.0,4.0
4,0.40011114198388437,site2,10.100.20.29:8000,momentbase,ecgclass,1770924495.1363673,1770924495.4470232,1770924495.4784088,367.7353858947754,30.947786,0.000319,0.09872399999999999,0.0,0.0
5,0.5001389274798556,site2,10.100.20.29:8030,chronostiny,diasbp,1770924495.236996,1770924495.6025455,1770924495.606206,381.9706439971924,3.281028,0.00097,0.350581,72.25891876220703,56.0
6,0.6001667129758267,site2,10.100.20.29:8000,momentbase,ecgclass,1770924495.3367279,1770924495.4470232,1770924495.4784088,167.4344539642334,30.947786,0.000194,0.08657000000000001,0.0,0.0
7,0.7001944984717977,site2,10.100.20.29:8010,chronosbase,heartrate,1770924495.4365065,1770924495.4711676,1770924495.9302227,497.00379371643066,416.130216,0.001019,42.875433,73.77041625976562,69.0
8,0.8002222839677687,site2,10.100.20.29:8000,momentbase,ecgclass,1770924495.5364304,1770924495.5389092,1770924495.5561895,42.746543884277344,17.045267,0.001407,0.205245,0.0,0.0
9,0.9002500694637399,site2,10.100.20.29:8000,momentbase,ecgclass,1770924495.6361504,1770924495.6376922,1770924495.6585221,25.797367095947266,14.503797,0.001142,6.290516,0.0,0.0
10,1.000277854959711,site2,10.100.20.29:8000,momentbase,ecgclass,1770924495.7361755,1770924495.737633,1770924495.7464557,15.279769897460938,8.585954,0.001379,0.20799499999999999,0.0,0.0
11,1.1003056404556821,site2,10.100.20.29:8010,chronosbase,sysbp,1770924495.8366873,1770924495.9347782,1770924495.9441822,109.52043533325195,8.880465000000001,0.003849,0.491591,126.73700714111328,98.0
12,1.2003334259516534,site2,10.100.20.29:8010,chronosbase,heartrate,1770924495.936681,1770924495.946983,1770924495.9542477,19.3178653717041,6.779104,0.0032760000000000003,0.459608,73.77041625976562,69.0
