elapsed_s,allocated_mb,reserved_mb
0.00,482.6,514.0
0.50,492.8,534.0
1.00,483.9,534.0
1.50,483.9,534.0
2.00,483.9,534.0
2.50,483.9,534.0
3.00,483.9,534.0
3.50,483.9,534.0
4.01,483.9,534.0
4.51,483.9,534.0
5.01,483.9,534.0
5.51,483.9,534.0
6.01,483.9,534.0
6.51,483.9,534.0
7.01,483.9,534.0
7.51,483.9,534.0
8.01,483.9,534.0
8.51,500.9,534.0
9.01,494.9,534.0
9.51,494.9,534.0
10.01,483.9,534.0
10.51,483.9,534.0
11.01,483.9,534.0
11.51,483.9,534.0
12.01,483.9,534.0
12.51,483.9,534.0
13.01,483.9,534.0
13.51,483.9,534.0
14.01,483.9,534.0
14.52,483.9,534.0
15.02,483.9,534.0
15.52,483.9,534.0
16.02,494.9,534.0
16.52,487.7,534.0
17.02,491.5,534.0
17.52,483.9,534.0
18.02,483.9,534.0
18.52,483.9,534.0
19.02,483.9,534.0
19.52,483.9,534.0
20.02,483.9,534.0
20.52,483.9,534.0
21.02,483.9,534.0
21.52,483.9,534.0
22.02,483.9,534.0
22.52,483.9,534.0
23.02,483.9,534.0
23.52,488.9,534.0
24.02,487.7,534.0
24.52,483.9,534.0
25.02,483.9,534.0
25.52,483.9,534.0
26.02,483.9,534.0
26.53,483.9,534.0
27.03,483.9,534.0
27.53,483.9,534.0
28.03,483.9,534.0
28.53,483.9,534.0
29.03,483.9,534.0
29.53,483.9,534.0
30.03,483.9,534.0
30.53,483.9,534.0
31.03,490.2,534.0
31.53,482.7,534.0
32.03,483.9,534.0
32.53,483.9,534.0
33.03,483.9,534.0
33.53,483.9,534.0
34.03,483.9,534.0
34.53,483.9,534.0
35.03,483.9,534.0
35.53,483.9,534.0
36.03,483.9,534.0
36.53,483.9,534.0
37.03,483.9,534.0
37.53,483.9,534.0
38.03,492.8,534.0
38.53,483.9,534.0
39.04,483.9,534.0
39.54,483.9,534.0
40.04,483.9,534.0
40.54,483.9,534.0
41.04,483.9,534.0
41.54,483.9,534.0
42.04,483.9,534.0
42.54,483.9,534.0
43.04,483.9,534.0
43.54,483.9,534.0
44.04,483.9,534.0
44.54,483.9,534.0
45.04,491.9,534.0
45.54,499.2,534.0
46.04,482.7,534.0
46.54,483.9,534.0
47.04,483.9,534.0
47.54,483.9,534.0
48.04,483.9,534.0
48.54,483.9,534.0
49.04,483.9,534.0
49.54,483.9,534.0
50.04,483.9,534.0
50.54,483.9,534.0
51.05,483.9,534.0
51.55,483.9,534.0
52.05,483.9,534.0
52.55,483.9,534.0
53.05,500.9,534.0
53.55,492.8,534.0
54.05,483.9,534.0
54.55,483.9,534.0
55.05,483.9,534.0
55.55,483.9,534.0
56.05,483.9,534.0
56.55,483.9,534.0
57.05,483.9,534.0
57.55,483.9,534.0
58.05,483.9,534.0
58.55,483.9,534.0
59.05,483.9,534.0
59.55,483.9,534.0
