task,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms
ecgclass,255,4.6364,216.128,216.016,218.723,221.439,172.665
ecgclass__app1,255,4.6364,216.116,216.121,218.584,220.917,172.684
ecgclass__app2,255,4.6364,216.122,216.101,218.584,219.911,172.892
ecgclass__app3,255,4.6364,216.124,216.045,218.43,218.949,172.868
ecgclass__app4,255,4.6364,216.127,215.958,218.706,220.985,172.871
ecgclass__app5,255,4.6364,216.118,216.065,218.942,219.888,172.769
ecgclass__app6,255,4.6364,216.121,216.062,218.301,219.308,172.787
ecgclass__app7,254,4.6182,216.134,216.085,217.544,218.439,55.406
