task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_client_pre_rpc_ms,avg_non_server_exec_overhead_ms
nyudepth,no_sharing_tpc,5993,10.1576,55.263,46.185,121.886,177.578,40.455,38.859,0.002,0.943,11.502,0.0,14.807
vocseg,no_sharing_tpc,5925,10.0424,54.729,45.939,119.522,170.798,40.308,38.408,0.002,1.182,11.112,0.0,14.421
