task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,2,1,0.0001,0.4748,474.6487,474.6487,449.7665,242.8026,0.0033,206.49,6.4449,24.8822,1775527422200400018,0
nyudepth,2,1,0.4748,0.5189,44.1384,44.1384,22.6223,21.6871,0.0016,0.6209,6.9273,21.5161,1775527422675552629,0
nyudepth,2,1,0.5189,0.7166,197.6988,197.6988,177.5354,176.6829,0.0014,0.5688,5.9197,20.1635,1775527422718702660,0
nyudepth,2,1,0.7167,0.9171,200.4602,200.4602,180.0517,179.2066,0.0014,0.5818,5.9268,20.4085,1775527422916426434,0
nyudepth,2,1,0.9171,1.1194,202.2312,202.2312,180.5963,179.3205,0.0013,1.0188,6.0475,21.6348,1775527423117025019,0
nyudepth,2,1,1.1194,1.3176,198.2253,198.2253,177.9299,177.0252,0.0014,0.5783,6.2206,20.2954,1775527423319448537,0
nyudepth,2,1,1.3176,1.5195,201.896,201.896,181.874,181.0314,0.0013,0.5723,5.5039,20.022,1775527423516974827,0
nyudepth,2,1,1.5195,1.7189,199.3248,199.3248,179.1768,178.3399,0.0013,0.5726,5.5807,20.148,1775527423718964997,0
nyudepth,2,1,1.7189,1.9191,200.247,200.247,179.6046,178.7746,0.0013,0.5667,6.1862,20.6425,1775527423918913335,0
nyudepth,2,1,1.9191,2.1193,200.1636,200.1636,180.184,179.3516,0.0013,0.571,5.748,19.9796,1775527424118740186,0
nyudepth,2,1,2.1193,2.3204,201.0679,201.0679,180.8238,179.7309,0.0013,0.5741,5.6789,20.2441,1775527424318851898,0
nyudepth,2,1,2.3204,2.5208,200.3706,200.3706,180.4255,179.5945,0.0014,0.5665,5.8422,19.945,1775527424520101658,0
nyudepth,2,1,2.5208,2.7208,199.9836,199.9836,179.7171,178.8808,0.0014,0.5752,5.7676,20.2665,1775527424720415139,0
nyudepth,2,1,2.7208,2.9211,200.2699,200.2699,180.0071,179.1688,0.0013,0.5736,5.8489,20.2628,1775527424920498512,0
nyudepth,2,1,2.9211,3.1215,200.3789,200.3789,180.1696,179.3131,0.0016,0.5877,5.7919,20.2092,1775527425120729464,0
nyudepth,2,1,3.1215,3.3215,200.0391,200.0391,180.2927,179.4184,0.0016,0.6082,5.7764,19.7465,1775527425321111085,0
nyudepth,2,1,3.3215,3.523,201.4279,201.4279,181.4026,180.566,0.0013,0.5701,5.7769,20.0253,1775527425521168691,0
nyudepth,2,1,3.523,3.7226,199.6212,199.6212,179.3228,178.4918,0.0014,0.5692,5.9867,20.2984,1775527425722824690,0
nyudepth,2,1,3.7226,3.9235,200.8934,200.8934,180.7223,179.5541,0.0014,0.9056,5.6565,20.1711,1775527425922133715,0
nyudepth,2,1,3.9235,4.1236,200.1045,200.1045,179.8537,179.0138,0.0013,0.5759,5.78,20.2508,1775527426123169211,0
nyudepth,2,1,4.1237,4.3238,200.1545,200.1545,180.0182,179.1664,0.0013,0.5698,5.8329,20.1363,1775527426323344698,0
nyudepth,2,1,4.3238,4.5249,201.1056,201.1056,181.3658,180.5356,0.0013,0.5693,5.6164,19.7398,1775527426523300751,0
nyudepth,2,1,4.525,4.7245,199.4929,199.4929,179.9899,179.1154,0.0014,0.5949,5.2955,19.5031,1775527426724103650,0
nyudepth,2,1,4.7245,4.9249,200.4044,200.4044,180.3018,179.4529,0.0013,0.5807,5.8298,20.1026,1775527426924149313,0
nyudepth,2,1,4.9249,5.1254,200.4993,200.4993,180.5887,179.7522,0.0014,0.572,5.5377,19.9106,1775527427124279894,0
nyudepth,2,1,5.1254,5.3259,200.531,200.531,180.7784,179.931,0.0012,0.582,5.2605,19.7526,1775527427324520107,0
nyudepth,2,1,5.326,5.5285,202.4982,202.4982,181.6963,180.6172,0.0028,0.7715,5.4893,20.8019,1775527427525299049,0
nyudepth,2,1,5.5285,5.728,199.4972,199.4972,177.6166,176.721,0.0012,0.6264,6.9337,21.8807,1775527427729260496,0
nyudepth,2,1,5.728,5.9282,200.1767,200.1767,179.7922,178.5028,0.0013,1.0321,5.9433,20.3845,1775527427927785605,0
nyudepth,2,1,5.9282,6.128,199.8427,199.8427,179.2941,178.4733,0.0012,0.5644,6.1584,20.5486,1775527428128195415,0
nyudepth,2,1,6.128,6.3284,200.3949,200.3949,180.3359,179.4977,0.0012,0.5818,5.6968,20.0589,1775527428327593989,0
nyudepth,2,1,6.3285,6.5289,200.4354,200.4354,180.0445,179.2081,0.0014,0.5757,5.9144,20.3909,1775527428528224263,0
nyudepth,2,1,6.5289,6.7293,200.3512,200.3512,179.9384,179.0784,0.0013,0.5743,6.1464,20.4128,1775527428728909577,0
nyudepth,2,1,6.7293,6.9298,200.4957,200.4957,180.4858,179.6345,0.0013,0.5853,5.5804,20.01,1775527428928713528,0
nyudepth,2,1,6.9298,7.1298,200.0108,200.0108,180.0389,179.2012,0.0014,0.579,5.7261,19.9719,1775527429129373044,0
nyudepth,2,1,7.1298,7.3312,201.4203,201.4203,180.8822,180.0129,0.0014,0.5865,5.408,20.5381,1775527429329083190,0
nyudepth,2,1,7.3313,7.5307,199.3868,199.3868,179.474,178.6374,0.0013,0.5768,5.6353,19.9129,1775527429530789457,0
nyudepth,2,1,7.5307,7.7312,200.4535,200.4535,180.2282,179.3662,0.0013,0.5729,5.9273,20.2253,1775527429730485788,0
nyudepth,2,1,7.7312,7.9319,200.7194,200.7194,180.6015,179.3396,0.0012,1.0071,5.765,20.1179,1775527429930795061,0
nyudepth,2,1,7.9319,8.1319,200.0146,200.0146,180.3203,179.4902,0.0013,0.5777,5.204,19.6943,1775527430130972249,0
nyudepth,2,1,8.132,8.3323,200.3241,200.3241,180.597,179.7603,0.0014,0.5754,5.4083,19.727,1775527430331209242,0
nyudepth,2,1,8.3323,8.533,200.69,200.69,180.9393,180.0415,0.0017,0.6132,5.2564,19.7507,1775527430531399764,0
nyudepth,2,1,8.533,8.7329,199.8835,199.8835,180.238,179.4155,0.0013,0.5659,5.3875,19.6454,1775527430732238778,0
nyudepth,2,1,8.7329,8.9335,200.568,200.568,180.6843,179.8086,0.0015,0.5935,5.5718,19.8836,1775527430932324157,0
nyudepth,2,1,8.9335,9.1338,200.2995,200.2995,180.7569,179.8837,0.0014,0.5931,5.367,19.5426,1775527431132705501,0
nyudepth,2,1,9.1338,9.3343,200.5281,200.5281,180.7565,179.921,0.0016,0.5674,5.4865,19.7716,1775527431333142853,0
nyudepth,2,1,9.3344,9.5345,200.1498,200.1498,180.7273,179.8914,0.0013,0.5768,5.2724,19.4225,1775527431533474863,0
nyudepth,2,1,9.5345,9.735,200.4824,200.4824,180.5662,179.7322,0.0014,0.576,5.6543,19.9162,1775527431734024029,0
nyudepth,2,1,9.735,9.9355,200.453,200.453,180.6666,179.793,0.0014,0.6003,5.6169,19.7864,1775527431934486678,0
nyudepth,2,1,9.9355,10.1365,200.9964,200.9964,181.2198,179.8725,0.0016,0.5642,5.4212,19.7766,1775527432134761457,0
nyudepth,2,1,10.1365,10.3364,199.8467,199.8467,179.8514,179.0327,0.0014,0.5646,5.6098,19.9953,1775527432335965305,0
nyudepth,2,1,10.3364,10.5367,200.3758,200.3758,180.728,179.8631,0.0013,0.59,5.3909,19.6478,1775527432535611215,0
nyudepth,2,1,10.5368,10.7374,200.6378,200.6378,180.9137,180.0303,0.0014,0.5892,5.295,19.7241,1775527432735909842,0
nyudepth,2,1,10.7374,10.9374,200.0113,200.0113,179.9717,179.1252,0.0013,0.5831,5.8448,20.0396,1775527432937115628,0
nyudepth,2,1,10.9375,11.1382,200.7318,200.7318,180.7464,179.8598,0.0015,0.5877,5.5676,19.9854,1775527433136867271,0
nyudepth,2,1,11.1382,11.3384,200.2072,200.2072,180.602,179.7735,0.0013,0.5708,5.2717,19.6052,1775527433337321036,0
nyudepth,2,1,11.3384,11.5388,200.4178,200.4178,180.5112,179.6368,0.0014,0.5904,5.564,19.9066,1775527433537839297,0
nyudepth,2,1,11.5389,11.7393,200.4254,200.4254,180.9146,180.0467,0.0013,0.5758,5.2764,19.5108,1775527433737987700,0
nyudepth,2,1,11.7393,11.9396,200.3205,200.3205,180.7984,179.9199,0.0014,0.6134,5.3093,19.5221,1775527433938463427,0
nyudepth,2,1,11.9396,12.1408,201.179,201.179,181.0134,179.5139,0.0012,0.5657,5.6009,20.1656,1775527434139093533,0
nyudepth,2,1,12.1408,12.3401,199.2512,199.2512,179.5874,178.7728,0.0013,0.5619,5.5668,19.6638,1775527434340256049,0
nyudepth,2,1,12.3401,12.541,200.9358,200.9358,180.9683,180.1477,0.0013,0.5632,5.5575,19.9675,1775527434539515531,0
nyudepth,2,1,12.5411,12.7415,200.4418,200.4418,180.6838,179.8529,0.0012,0.5669,5.2292,19.7581,1775527434740140778,0
nyudepth,2,1,12.7415,12.9416,200.0751,200.0751,180.4301,179.5424,0.0014,0.6169,5.4731,19.645,1775527434940845365,0
nyudepth,2,1,12.9416,13.1423,200.7072,200.7072,180.8545,179.9579,0.0014,0.6037,5.3849,19.8527,1775527435140849561,0
nyudepth,2,1,13.1423,13.3421,199.7602,199.7602,180.3253,179.4684,0.0014,0.5829,5.4438,19.4349,1775527435341636206,0
nyudepth,2,1,13.3421,13.5429,200.7661,200.7661,180.7856,179.9421,0.0013,0.5655,5.6269,19.9805,1775527435541597281,0
nyudepth,2,1,13.5429,13.7434,200.449,200.449,180.5817,179.7189,0.0014,0.6061,5.3782,19.8673,1775527435742132104,0
nyudepth,2,1,13.7434,13.9438,200.3822,200.3822,180.5809,179.7132,0.0013,0.6059,5.4293,19.8013,1775527435942649924,0
nyudepth,2,1,13.9438,14.1447,200.9254,200.9254,180.9189,179.6234,0.0014,1.036,5.4848,20.0064,1775527436143105419,0
nyudepth,2,1,14.1447,14.3444,199.6725,199.6725,180.1021,179.2794,0.0013,0.5721,5.3751,19.5704,1775527436343939548,0
nyudepth,2,1,14.3444,14.5452,200.7802,200.7802,180.8643,179.9998,0.0014,0.5921,5.3437,19.9158,1775527436543599359,0
nyudepth,2,1,14.5452,14.7454,200.2196,200.2196,180.13,179.2783,0.0013,0.5912,5.7039,20.0896,1775527436744758691,0
nyudepth,2,1,14.7454,14.9457,200.289,200.289,180.5906,179.7513,0.0013,0.5802,5.399,19.6985,1775527436944691353,0
nyudepth,2,1,14.9458,15.1462,200.4316,200.4316,180.5963,179.682,0.0014,0.5906,5.5342,19.8353,1775527437145133268,0
nyudepth,2,1,15.1462,15.3465,200.3405,200.3405,180.8324,179.9346,0.0016,0.5806,5.2352,19.5081,1775527437345284317,0
nyudepth,2,1,15.3466,15.5469,200.2978,200.2978,180.4496,179.6272,0.0013,0.5675,5.542,19.8482,1775527437545950205,0
nyudepth,2,1,15.5469,15.7482,201.3397,201.3397,181.5012,180.6434,0.0013,0.5898,5.4092,19.8385,1775527437746135234,0
nyudepth,2,1,15.7482,15.9479,199.6803,199.6803,179.9645,179.1337,0.0013,0.5716,5.2688,19.7158,1775527437947351952,0
nyudepth,2,1,15.9479,16.1481,200.1603,200.1603,180.3777,179.5356,0.0013,0.5818,5.4824,19.7826,1775527438147264273,0
nyudepth,2,1,16.1481,16.3485,200.403,200.403,179.6831,178.846,0.0014,0.584,6.4573,20.7199,1775527438348417432,0
nyudepth,2,1,16.3485,16.5491,200.521,200.521,180.2941,179.4395,0.0014,0.5778,5.8744,20.2269,1775527438548255607,0
nyudepth,2,1,16.5491,16.7495,200.4285,200.4285,180.8508,180.0058,0.0014,0.5804,5.2722,19.5777,1775527438748192622,0
nyudepth,2,1,16.7495,16.95,200.4352,200.4352,180.8687,179.9943,0.0013,0.6028,5.2245,19.5665,1775527438948591468,0
nyudepth,2,1,16.95,17.1505,200.5055,200.5055,180.5567,179.6573,0.0014,0.6178,5.5888,19.9488,1775527439149408987,0
nyudepth,2,1,17.1505,17.3502,199.7173,199.7173,180.2368,179.407,0.0014,0.5737,5.6112,19.4805,1775527439349955040,0
nyudepth,2,1,17.3502,17.551,200.7384,200.7384,180.6887,179.8495,0.0012,0.5795,5.8928,20.0497,1775527439549971670,0
nyudepth,2,1,17.551,17.7516,200.578,200.578,180.5088,179.6079,0.0015,0.6146,5.8506,20.0692,1775527439750685499,0
nyudepth,2,1,17.7516,17.9522,200.6454,200.6454,180.6579,179.823,0.0014,0.5715,5.5795,19.9876,1775527439951011069,0
nyudepth,2,1,17.9522,18.1524,200.1998,200.1998,180.2496,179.4116,0.0013,0.5728,5.6646,19.9503,1775527440151759906,0
nyudepth,2,1,18.1525,18.3533,200.8297,200.8297,180.8056,179.5059,0.0013,0.5587,5.708,20.0242,1775527440352020611,0
nyudepth,2,1,18.3533,18.553,199.6529,199.6529,179.7909,178.9196,0.0014,0.5828,5.7101,19.862,1775527440552870281,0
nyudepth,2,1,18.553,18.7535,200.5045,200.5045,180.4542,179.6307,0.0013,0.5709,5.898,20.0503,1775527440752728822,0
nyudepth,2,1,18.7535,18.954,200.4492,200.4492,180.7108,179.8437,0.0014,0.5781,5.5184,19.7384,1775527440952872545,0
nyudepth,2,1,18.954,19.1544,200.3994,200.3994,180.1696,179.3219,0.0013,0.5661,6.0041,20.2298,1775527441153825008,0
nyudepth,2,1,19.1544,19.3547,200.2993,200.2993,180.4087,179.5777,0.0013,0.5717,5.6195,19.8906,1775527441353858266,0
nyudepth,2,1,19.3547,19.5554,200.6457,200.6457,180.586,179.7511,0.0012,0.5719,5.6257,20.0597,1775527441554181970,0
nyudepth,2,1,19.5554,19.7555,200.0928,200.0928,180.3425,179.5031,0.0013,0.5722,5.5239,19.7503,1775527441754743854,0
nyudepth,2,1,19.7555,19.9604,204.9599,204.9599,184.1058,183.1474,0.0067,0.6298,5.3065,20.8541,1775527441954637582,0
nyudepth,2,1,19.9605,20.1576,197.1686,197.1686,176.732,175.8524,0.0013,0.5929,5.7719,20.4366,1775527442160081127,0
nyudepth,2,1,20.1576,20.3575,199.8584,199.8584,179.6192,178.2092,0.0017,1.1161,5.9128,20.2392,1775527442357408469,0
nyudepth,2,1,20.3575,20.5575,199.9376,199.9376,179.8423,179.0137,0.0014,0.5646,5.6405,20.0953,1775527442557012497,0
nyudepth,2,1,20.5575,20.7596,202.162,202.162,178.4795,177.6334,0.0013,0.5799,7.5336,23.6825,1775527442758862137,0
nyudepth,2,1,20.7597,20.9586,198.946,198.946,178.1355,177.2933,0.0014,0.5753,6.099,20.8105,1775527442959622384,0
nyudepth,2,1,20.9586,21.1588,200.1121,200.1121,180.2142,179.358,0.0013,0.5703,5.4669,19.8979,1775527443157955047,0
nyudepth,2,1,21.1588,21.3594,200.6378,200.6378,179.8952,179.0617,0.0014,0.5687,5.9576,20.7427,1775527443358575494,0
nyudepth,2,1,21.3594,21.5593,199.8723,199.8723,180.1355,179.3005,0.0015,0.5758,5.4209,19.7368,1775527443558695086,0
nyudepth,2,1,21.5593,21.76,200.7186,200.7186,180.5858,179.716,0.0015,0.5913,5.5928,20.1329,1775527443758756836,0
nyudepth,2,1,21.7601,21.9603,200.2218,200.2218,180.4344,179.5578,0.0014,0.6128,5.4708,19.7874,1775527443959371552,0
