elapsed_s,allocated_mb,reserved_mb
0.00,876.9,946.0
0.50,888.9,952.0
1.00,887.9,952.0
1.50,888.0,952.0
2.00,888.1,952.0
2.50,887.8,952.0
3.00,886.7,952.0
3.50,888.1,952.0
4.00,888.1,952.0
4.50,888.3,952.0
5.00,887.9,952.0
5.50,886.9,952.0
6.01,887.1,952.0
6.51,886.1,952.0
7.01,886.1,954.0
7.51,889.1,954.0
8.01,888.1,954.0
8.51,886.1,954.0
9.01,887.8,954.0
9.51,888.2,954.0
10.01,889.3,954.0
10.51,886.5,954.0
11.01,887.3,954.0
11.51,888.0,954.0
12.01,890.0,954.0
12.51,886.4,954.0
13.01,886.7,954.0
13.51,886.7,954.0
14.01,886.4,954.0
14.51,885.9,954.0
15.01,887.1,954.0
15.51,887.1,954.0
16.01,889.3,954.0
16.51,887.6,954.0
17.01,887.6,954.0
17.51,889.6,954.0
18.01,888.1,954.0
18.52,886.9,954.0
19.02,886.7,954.0
19.52,886.1,954.0
20.02,887.5,954.0
20.52,887.1,954.0
21.02,887.7,954.0
21.52,888.7,954.0
22.02,886.1,954.0
22.52,886.2,954.0
23.02,886.7,954.0
23.52,886.7,954.0
24.02,887.2,954.0
24.52,888.9,954.0
25.02,885.0,954.0
25.52,887.1,954.0
26.02,890.4,954.0
26.52,890.9,954.0
27.02,887.8,954.0
27.52,887.1,954.0
28.02,887.2,954.0
28.52,886.9,954.0
29.03,887.8,954.0
29.53,886.1,954.0
30.03,888.1,954.0
30.53,887.6,954.0
31.03,887.8,954.0
31.53,889.0,954.0
32.03,886.0,954.0
32.53,885.4,954.0
33.03,888.1,954.0
33.53,888.8,954.0
34.03,888.9,954.0
34.53,887.8,954.0
35.03,886.3,954.0
35.53,887.1,954.0
36.03,887.9,954.0
36.53,887.0,954.0
37.03,885.8,954.0
37.53,887.1,954.0
38.03,888.3,954.0
38.53,888.3,954.0
39.03,886.1,954.0
39.53,888.8,954.0
40.03,887.6,954.0
40.54,885.2,954.0
41.04,888.3,954.0
41.54,886.9,954.0
42.04,889.1,954.0
42.54,885.8,954.0
43.04,886.6,954.0
43.54,887.6,954.0
44.04,888.0,954.0
44.54,886.3,954.0
45.04,887.4,954.0
45.54,885.4,954.0
46.04,887.5,954.0
46.54,887.3,954.0
47.04,887.8,954.0
47.54,887.1,954.0
48.04,888.3,954.0
48.54,888.0,954.0
49.04,886.7,954.0
49.54,885.0,954.0
50.04,888.3,954.0
50.54,887.8,954.0
51.04,887.1,954.0
51.55,886.1,954.0
52.05,887.1,954.0
52.55,886.9,954.0
53.05,888.9,954.0
53.55,888.0,954.0
54.05,886.3,954.0
54.55,888.4,954.0
55.05,887.3,954.0
55.55,887.3,954.0
56.05,886.7,954.0
56.55,888.7,954.0
57.05,889.3,954.0
57.55,888.4,954.0
58.05,887.5,954.0
58.55,888.4,954.0
59.05,889.4,954.0
59.55,888.0,954.0
