task,n_requests,throughput_rps,avg_latency_ms
sysbp,2149,35.81666666666667,27.92407381812023
gestureclass,2149,35.81666666666667,27.92398195250914
ecgclass,2149,35.81666666666667,27.924247764604814
diasbp,2149,35.81666666666667,27.924046791672165
