task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,single_ecgclass,0.0001,45.4774,43.6242,41.9814,0.0035,0.9366,0.8841,1.8532,1776329599908068488
ecgclass,slot_0:ecgclass,single_ecgclass,0.1608,55.3651,52.5094,50.6192,0.0038,0.9883,1.8964,2.8557,1776329600069845191
ecgclass,slot_0:ecgclass,single_ecgclass,0.3165,54.9097,52.3021,50.5421,0.0036,0.9876,1.6825,2.6076,1776329600225267294
ecgclass,slot_0:ecgclass,single_ecgclass,0.4766,58.1577,55.3792,53.1202,0.0048,1.1298,1.7636,2.7785,1776329600385478910
ecgclass,slot_0:ecgclass,single_ecgclass,0.4944,98.7303,59.5671,47.6678,0.0037,5.5781,38.0669,39.1632,1776329600439564854
ecgclass,slot_0:ecgclass,single_ecgclass,0.5002,92.9649,59.5671,47.6678,0.0037,5.5781,32.279,33.3978,1776329600439564854
ecgclass,slot_0:ecgclass,single_ecgclass,0.5974,45.8982,43.4368,41.7739,0.0035,0.9364,1.5361,2.4614,1776329600506014302
ecgclass,slot_0:ecgclass,single_ecgclass,0.6905,48.2185,45.6061,43.8872,0.0036,0.9905,1.657,2.6124,1776329600599240091
ecgclass,slot_0:ecgclass,single_ecgclass,0.899,56.1073,53.3977,51.2116,0.0046,1.1384,1.7068,2.7096,1776329600807836691
ecgclass,slot_0:ecgclass,single_ecgclass,0.9048,97.4054,48.1893,45.8946,0.0047,1.0851,48.2292,49.2161,1776329600860098417
ecgclass,slot_0:ecgclass,single_ecgclass,0.9743,75.4719,48.8221,47.1356,0.0036,0.4586,25.604,26.6498,1776329600907043663
ecgclass,slot_0:ecgclass,single_ecgclass,0.9791,70.7626,48.8221,47.1356,0.0036,0.4586,20.8712,21.9405,1776329600907043663
ecgclass,slot_0:ecgclass,single_ecgclass,1.052,51.1005,48.6308,46.8779,0.0035,0.9566,1.4896,2.4697,1776329600960622017
ecgclass,slot_0:ecgclass,single_ecgclass,1.1674,58.068,55.4148,52.6512,0.0046,1.1229,1.703,2.6532,1776329601076163824
ecgclass,slot_0:ecgclass,single_ecgclass,1.1931,77.8897,46.7117,44.8566,0.0036,0.9579,30.2336,31.1779,1776329601130440538
ecgclass,slot_0:ecgclass,single_ecgclass,1.2752,47.3597,44.9486,42.8776,0.0038,1.2074,1.4861,2.4111,1776329601183783957
ecgclass,slot_0:ecgclass,single_ecgclass,1.2859,102.9801,67.203,64.9308,0.0043,0.3851,34.6129,35.7771,1776329601227602500
ecgclass,slot_0:ecgclass,single_ecgclass,1.2916,97.3754,67.203,64.9308,0.0043,0.3851,28.918,30.1724,1776329601227602500
ecgclass,slot_0:ecgclass,single_ecgclass,1.3123,76.7901,67.203,64.9308,0.0043,0.3851,8.1944,9.5871,1776329601227602500
ecgclass,slot_0:ecgclass,single_ecgclass,1.3728,59.7773,45.1885,43.0562,0.0043,1.0538,13.6387,14.5888,1776329601293498501
ecgclass,slot_0:ecgclass,single_ecgclass,1.4003,74.6925,43.7022,41.9763,0.0038,0.9667,30.056,30.9902,1776329601337454916
ecgclass,slot_0:ecgclass,single_ecgclass,1.4832,47.1549,44.7969,41.8293,0.0046,1.1373,1.4751,2.358,1776329601391779915
ecgclass,slot_0:ecgclass,single_ecgclass,1.4979,75.1173,43.7611,41.9723,0.0036,0.9391,30.4129,31.3563,1776329601435436314
ecgclass,slot_0:ecgclass,single_ecgclass,1.6203,48.3444,45.8056,44.1558,0.0036,0.9326,1.6265,2.5388,1776329601528985768
ecgclass,slot_0:ecgclass,single_ecgclass,1.7028,48.1977,45.6959,43.6642,0.004,1.0725,1.5504,2.5019,1776329601611452421
ecgclass,slot_0:ecgclass,single_ecgclass,1.7455,49.1562,44.8032,42.5474,0.0044,1.092,3.4239,4.3529,1776329601656054903
ecgclass,slot_0:ecgclass,single_ecgclass,1.7742,64.6491,45.4054,43.2646,0.0041,1.0611,18.3096,19.2437,1776329601699605361
ecgclass,slot_0:ecgclass,single_ecgclass,1.8048,100.065,67.1122,64.9898,0.0044,0.3381,31.8193,32.9528,1776329601743764544
ecgclass,slot_0:ecgclass,single_ecgclass,1.8095,95.3848,67.1122,64.9898,0.0044,0.3381,27.1149,28.2727,1776329601743764544
ecgclass,slot_0:ecgclass,single_ecgclass,1.8213,83.8611,67.1122,64.9898,0.0044,0.3381,15.4006,16.749,1776329601743764544
ecgclass,slot_0:ecgclass,single_ecgclass,1.8671,85.2478,48.6471,46.9893,0.0038,0.4537,35.5315,36.6007,1776329601809688015
ecgclass,slot_0:ecgclass,single_ecgclass,1.8927,59.5891,48.6471,46.9893,0.0038,0.4537,9.8491,10.9421,1776329601809688015
ecgclass,slot_0:ecgclass,single_ecgclass,1.9775,45.9599,43.475,41.8376,0.0036,0.9251,1.579,2.4849,1776329601886220992
ecgclass,slot_0:ecgclass,single_ecgclass,2.0247,47.1914,44.3989,42.4256,0.0047,1.0832,1.5569,2.7925,1776329601933359331
ecgclass,slot_0:ecgclass,single_ecgclass,2.0404,74.5118,44.5009,42.4098,0.0038,1.2307,29.1822,30.0109,1776329601976689686
ecgclass,slot_0:ecgclass,single_ecgclass,2.0711,87.5354,44.5808,42.3785,0.0043,1.052,41.9097,42.9546,1776329602020113055
ecgclass,slot_0:ecgclass,single_ecgclass,2.1141,91.5711,48.277,46.2299,0.0044,0.5046,42.2678,43.2941,1776329602063461895
ecgclass,slot_0:ecgclass,single_ecgclass,2.1361,69.5693,48.277,46.2299,0.0044,0.5046,20.2429,21.2924,1776329602063461895
ecgclass,slot_0:ecgclass,single_ecgclass,2.1578,92.2022,45.6454,43.0285,0.0039,1.3133,45.6505,46.5568,1776329602110560676
ecgclass,slot_0:ecgclass,single_ecgclass,2.2169,79.3676,47.3627,45.6093,0.0036,0.4663,31.0504,32.0049,1776329602155053247
ecgclass,slot_0:ecgclass,single_ecgclass,2.2366,59.8354,47.3627,45.6093,0.0036,0.4663,11.3685,12.4727,1776329602155053247
ecgclass,slot_0:ecgclass,single_ecgclass,2.3256,46.453,43.9857,42.3184,0.0035,0.9318,1.5767,2.4673,1776329602234308162
ecgclass,slot_0:ecgclass,single_ecgclass,2.4183,48.2681,45.7463,44.1054,0.0035,0.9247,1.6,2.5218,1776329602326994408
ecgclass,slot_0:ecgclass,single_ecgclass,2.4908,48.6925,46.1983,43.7691,0.0059,1.3647,1.565,2.4941,1776329602399433648
ecgclass,slot_0:ecgclass,single_ecgclass,2.4955,87.4491,44.9797,42.632,0.0045,1.248,41.5123,42.4694,1776329602444092061
ecgclass,slot_0:ecgclass,single_ecgclass,2.5707,54.6329,43.8838,41.9892,0.0039,1.1371,9.8834,10.7491,1776329602487643343
ecgclass,slot_0:ecgclass,single_ecgclass,2.6625,47.4005,44.8924,43.0758,0.0036,1.0623,1.6131,2.508,1776329602571215813
ecgclass,slot_0:ecgclass,single_ecgclass,2.7371,48.1093,45.6481,43.2396,0.0048,1.3075,1.565,2.4612,1776329602645769477
