req_id,send_time_rel
0,0.0
1,0.008014
2,0.015801
3,0.023751
4,0.024683
5,0.024971
6,0.029814
7,0.034513
8,0.044928
9,0.045192
10,0.048681
11,0.048915
12,0.052545
13,0.058317
14,0.059606
15,0.063711
16,0.064224
17,0.064529
18,0.06558
19,0.068584
20,0.06996
21,0.074118
22,0.074864
23,0.08099
24,0.085081
25,0.087267
26,0.088657
27,0.090168
28,0.090425
29,0.091024
30,0.093308
31,0.094604
32,0.098818
33,0.101179
34,0.101972
35,0.103509
36,0.105648
37,0.106794
38,0.107867
39,0.110797
40,0.111787
41,0.116232
42,0.120868
43,0.124482
44,0.124725
45,0.128506
46,0.13302
47,0.13676
48,0.137694
49,0.138764
50,0.139316
51,0.140497
52,0.140568
53,0.141126
54,0.145509
55,0.158828
56,0.160707
57,0.161653
58,0.162979
59,0.164184
60,0.164616
61,0.168227
62,0.172813
63,0.177839
64,0.195539
65,0.202561
66,0.208044
67,0.211522
68,0.213497
69,0.213645
70,0.216834
71,0.218905
72,0.223932
73,0.230692
74,0.231799
75,0.231965
76,0.235047
77,0.243559
78,0.246296
79,0.253399
80,0.255909
81,0.260289
82,0.261252
83,0.2617
84,0.262175
85,0.262567
86,0.262749
87,0.268471
88,0.269966
89,0.271254
90,0.27437
91,0.274994
92,0.281389
93,0.285695
94,0.286793
95,0.287461
96,0.289231
97,0.290247
98,0.2905
99,0.292178
100,0.299685
101,0.303047
102,0.313322
103,0.320144
104,0.32387
105,0.330039
106,0.332462
107,0.336021
108,0.337289
109,0.338019
110,0.345168
111,0.345636
112,0.346262
113,0.347297
114,0.350522
115,0.351901
116,0.354183
117,0.361382
118,0.366521
119,0.370425
120,0.370995
121,0.37496
122,0.376475
123,0.376887
124,0.378219
125,0.378454
126,0.381504
127,0.384743
128,0.385724
129,0.385877
130,0.394975
131,0.397667
132,0.402627
133,0.403803
134,0.409391
135,0.414862
136,0.415173
137,0.433278
138,0.435523
139,0.440183
140,0.440995
141,0.444274
142,0.445228
143,0.450608
144,0.452152
145,0.454749
146,0.456509
147,0.459021
148,0.460595
149,0.462638
150,0.462734
151,0.468026
152,0.476391
153,0.478328
154,0.489675
155,0.490235
156,0.499517
157,0.500732
158,0.502961
159,0.511084
160,0.511507
161,0.512144
162,0.516619
163,0.519893
164,0.520853
165,0.522331
166,0.524831
167,0.531163
168,0.532358
169,0.534908
170,0.536088
171,0.537103
172,0.544215
173,0.54607
174,0.550535
175,0.551544
176,0.552164
177,0.555972
178,0.560697
179,0.563866
180,0.567824
181,0.57122
182,0.57486
183,0.582376
184,0.591787
185,0.593995
186,0.594298
187,0.598977
188,0.601797
189,0.609932
190,0.613414
191,0.613881
192,0.617379
193,0.619287
194,0.619671
195,0.620584
196,0.63217
197,0.633513
198,0.634374
199,0.635854
200,0.642745
201,0.646375
202,0.647034
203,0.647061
204,0.648521
205,0.649023
206,0.655915
207,0.65627
208,0.658551
209,0.661942
210,0.671509
