task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,no_sharing_tpc,0.0001,1771.9102,1766.3307,1612.848,0.0033,128.5186,4.842,5.5795,1775855827857681792
ecgclass,slot_0:ecgclass,no_sharing_tpc,2.4058,46.4272,34.3559,32.9033,0.0028,0.8293,10.4926,12.0714,1775855830269030599
ecgclass,slot_0:ecgclass,no_sharing_tpc,4.7436,31.6198,26.3307,25.222,0.0024,0.6302,4.6325,5.289,1775855832601013491
ecgclass,slot_0:ecgclass,no_sharing_tpc,7.1269,33.1843,27.3457,26.2842,0.0023,0.5991,5.2066,5.8386,1775855834984858864
ecgclass,slot_0:ecgclass,no_sharing_tpc,7.4054,32.7461,27.7074,26.5914,0.0028,0.627,4.3902,5.0387,1775855835262575322
ecgclass,slot_0:ecgclass,no_sharing_tpc,7.4923,33.0169,28.4973,27.2524,0.0028,0.568,3.8896,4.5196,1775855835348967448
ecgclass,slot_0:ecgclass,no_sharing_tpc,8.9459,32.3756,26.2656,25.1917,0.0027,0.6023,5.4541,6.11,1775855836804086120
ecgclass,slot_0:ecgclass,no_sharing_tpc,10.3557,32.1729,25.9064,24.8275,0.0022,0.5883,5.671,6.2665,1775855838214163113
ecgclass,slot_0:ecgclass,no_sharing_tpc,13.4821,31.0769,26.3285,25.2334,0.0029,0.6128,4.0658,4.7484,1775855841338938925
ecgclass,slot_0:ecgclass,no_sharing_tpc,13.5584,40.3008,34.5325,33.1178,0.0029,0.8066,5.0139,5.7683,1775855841416116728
ecgclass,slot_0:ecgclass,no_sharing_tpc,14.6058,31.3635,26.3567,25.2003,0.0029,0.6226,4.3321,5.0068,1775855842462855988
ecgclass,slot_0:ecgclass,no_sharing_tpc,14.6753,30.0806,25.914,24.8723,0.0029,0.5683,3.5694,4.1665,1775855842531591800
ecgclass,slot_0:ecgclass,no_sharing_tpc,15.7655,32.6951,26.8149,25.4513,0.0026,0.8795,5.2488,5.8802,1775855843623522920
ecgclass,slot_0:ecgclass,no_sharing_tpc,17.4971,30.8039,26.0,24.9429,0.0033,0.5896,4.1697,4.8039,1775855845353971240
ecgclass,slot_0:ecgclass,no_sharing_tpc,17.8823,30.5099,25.7393,24.6958,0.0024,0.5965,4.1969,4.7706,1775855845739261912
ecgclass,slot_0:ecgclass,no_sharing_tpc,19.1151,33.9246,27.7359,26.6308,0.0023,0.6131,5.568,6.1887,1775855846973423581
ecgclass,slot_0:ecgclass,no_sharing_tpc,19.2693,31.5425,26.5437,25.4741,0.0024,0.5966,4.3018,4.9989,1775855847126304533
ecgclass,slot_0:ecgclass,no_sharing_tpc,19.359,30.3559,25.6656,24.696,0.0021,0.5354,4.1237,4.6903,1775855847215837234
ecgclass,slot_0:ecgclass,no_sharing_tpc,19.6757,30.5414,25.5347,24.5497,0.0024,0.5412,4.4587,5.0067,1775855847532909671
ecgclass,slot_0:ecgclass,no_sharing_tpc,20.5762,30.8049,25.8937,24.8177,0.0023,0.5991,4.2987,4.9112,1775855848433268903
ecgclass,slot_0:ecgclass,no_sharing_tpc,20.9895,30.6189,25.7529,24.6892,0.0025,0.5867,4.2675,4.866,1775855848846532632
ecgclass,slot_0:ecgclass,no_sharing_tpc,22.2375,31.2548,26.4475,25.3301,0.0027,0.6242,4.1864,4.8073,1775855850094400867
ecgclass,slot_0:ecgclass,no_sharing_tpc,22.46,33.489,27.0415,25.9903,0.002,0.5746,5.841,6.4475,1775855850318626475
ecgclass,slot_0:ecgclass,no_sharing_tpc,24.2991,38.6043,31.6847,30.5066,0.0028,0.676,6.2041,6.9195,1775855852158065661
ecgclass,slot_0:ecgclass,no_sharing_tpc,25.5258,31.9498,25.9978,24.9412,0.0026,0.5819,5.3618,5.952,1775855853383856056
ecgclass,slot_0:ecgclass,no_sharing_tpc,26.1814,32.0904,26.1056,25.0575,0.0022,0.5571,5.3611,5.9848,1775855854039544307
ecgclass,slot_0:ecgclass,no_sharing_tpc,26.598,30.6113,25.8338,24.7613,0.0032,0.6027,4.1831,4.7775,1775855854454971354
ecgclass,slot_0:ecgclass,no_sharing_tpc,27.0512,31.5063,25.7732,24.7338,0.0026,0.5736,5.151,5.7331,1775855854909080736
ecgclass,slot_0:ecgclass,no_sharing_tpc,27.1278,31.4739,25.6203,24.6034,0.0026,0.5614,5.2302,5.8536,1775855854985802025
ecgclass,slot_0:ecgclass,no_sharing_tpc,27.3076,30.5042,26.0377,24.9866,0.0024,0.5822,3.8626,4.4666,1775855855164160633
ecgclass,slot_0:ecgclass,no_sharing_tpc,27.9938,32.1229,25.7854,24.7357,0.0022,0.5729,5.7852,6.3375,1775855855852350633
ecgclass,slot_0:ecgclass,no_sharing_tpc,28.3824,31.3637,25.4469,24.4432,0.0026,0.5676,5.3997,5.9168,1775855856240539163
ecgclass,slot_0:ecgclass,no_sharing_tpc,29.6471,32.568,26.4603,24.9047,0.0032,0.5979,5.4815,6.1077,1775855857505330976
ecgclass,slot_0:ecgclass,no_sharing_tpc,30.3551,34.7621,29.6136,28.3887,0.0025,0.6408,4.4692,5.1485,1775855858212332593
ecgclass,slot_0:ecgclass,no_sharing_tpc,30.5921,33.3405,28.5614,27.4623,0.0028,0.6208,4.1237,4.7791,1775855858448977983
ecgclass,slot_0:ecgclass,no_sharing_tpc,31.054,31.4088,26.3822,25.3337,0.0026,0.5646,4.4084,5.0266,1775855858911142250
ecgclass,slot_0:ecgclass,no_sharing_tpc,31.6951,30.5409,25.9117,24.8814,0.0024,0.5716,4.05,4.6292,1775855859551915094
ecgclass,slot_0:ecgclass,no_sharing_tpc,32.0391,32.1846,26.2488,25.1672,0.0031,0.567,5.3024,5.9358,1775855859897150368
ecgclass,slot_0:ecgclass,no_sharing_tpc,32.3607,31.0638,26.0179,24.9444,0.0028,0.5937,4.4234,5.0459,1775855860217858680
ecgclass,slot_0:ecgclass,no_sharing_tpc,33.2407,30.5066,25.9928,24.9423,0.0023,0.5879,3.8862,4.5138,1775855861097348761
ecgclass,slot_0:ecgclass,no_sharing_tpc,33.5366,32.3992,25.7705,24.7003,0.0024,0.6083,6.0093,6.6287,1775855861395346146
ecgclass,slot_0:ecgclass,no_sharing_tpc,34.8714,31.1453,26.1935,25.1613,0.0026,0.5577,4.3392,4.9519,1775855862728517638
ecgclass,slot_0:ecgclass,no_sharing_tpc,36.2621,33.7017,28.7583,26.9583,0.0024,1.3287,4.2772,4.9434,1775855864119096295
ecgclass,slot_0:ecgclass,no_sharing_tpc,37.3459,30.7968,25.9514,24.8865,0.0023,0.5986,4.2641,4.8454,1775855865202952137
ecgclass,slot_0:ecgclass,no_sharing_tpc,37.4179,29.4087,25.1931,24.2742,0.0022,0.5284,3.7124,4.2156,1775855865274311835
ecgclass,slot_0:ecgclass,no_sharing_tpc,38.5535,30.8137,25.8841,24.8279,0.0026,0.5536,4.3402,4.9296,1775855866410559175
ecgclass,slot_0:ecgclass,no_sharing_tpc,39.9077,30.6206,25.8389,24.7805,0.0026,0.5537,4.2126,4.7817,1775855867764676530
ecgclass,slot_0:ecgclass,no_sharing_tpc,41.0295,31.2269,26.2145,25.1398,0.0025,0.591,4.4551,5.0124,1775855868886737545
ecgclass,slot_0:ecgclass,no_sharing_tpc,41.3091,29.5358,25.1592,24.2377,0.0021,0.5456,3.8502,4.3766,1775855869165687316
ecgclass,slot_0:ecgclass,no_sharing_tpc,41.63,31.0445,26.1077,25.0581,0.0025,0.5788,4.319,4.9368,1775855869487103091
ecgclass,slot_0:ecgclass,no_sharing_tpc,41.7963,35.5432,30.9377,29.5436,0.003,0.8142,3.9189,4.6055,1775855869652983673
ecgclass,slot_0:ecgclass,no_sharing_tpc,42.1501,34.3599,29.5507,28.3629,0.0029,0.6587,4.2531,4.8092,1775855870007123271
ecgclass,slot_0:ecgclass,no_sharing_tpc,42.1707,51.8119,28.2348,26.8175,0.0026,1.0345,23.0007,23.5771,1775855870046401812
ecgclass,slot_0:ecgclass,no_sharing_tpc,42.3387,34.0912,29.757,28.6711,0.0022,0.649,3.7434,4.3342,1775855870195167214
ecgclass,slot_0:ecgclass,no_sharing_tpc,43.6531,31.7156,25.9298,24.8834,0.0023,0.5894,5.2063,5.7859,1775855871511060368
ecgclass,slot_0:ecgclass,no_sharing_tpc,47.6529,34.6556,29.8552,28.6457,0.003,0.6742,4.1349,4.8004,1775855875509787353
ecgclass,slot_0:ecgclass,no_sharing_tpc,48.2132,35.6557,29.4785,28.2828,0.0022,0.6799,5.6024,6.1772,1775855876071558883
ecgclass,slot_0:ecgclass,no_sharing_tpc,48.4972,30.6282,26.1348,25.0898,0.0031,0.577,3.9303,4.4935,1775855876353903941
ecgclass,slot_0:ecgclass,no_sharing_tpc,48.8943,32.7365,25.6512,24.6421,0.0025,0.5547,6.5362,7.0853,1775855876753604070
ecgclass,slot_0:ecgclass,no_sharing_tpc,49.2565,30.6218,25.9026,24.858,0.0025,0.5851,4.1177,4.7191,1775855877113354922
ecgclass,slot_0:ecgclass,no_sharing_tpc,49.3853,31.096,25.4971,24.5341,0.0023,0.5549,5.0154,5.5989,1775855877243063815
ecgclass,slot_0:ecgclass,no_sharing_tpc,50.4696,30.957,25.9203,24.8329,0.0029,0.5872,4.4324,5.0367,1775855878326746891
ecgclass,slot_0:ecgclass,no_sharing_tpc,51.846,31.3544,26.1962,25.1469,0.0024,0.5537,4.5896,5.1582,1775855879703318109
ecgclass,slot_0:ecgclass,no_sharing_tpc,53.3532,37.3852,30.7769,29.6079,0.0027,0.6536,5.965,6.6083,1775855881211859939
ecgclass,slot_0:ecgclass,no_sharing_tpc,58.6679,32.428,26.0742,25.019,0.0025,0.5703,5.7249,6.3538,1775855886526396326
