task,n_requests,throughput_rps,avg_latency_ms
diasbp,1584,26.4,37.89194047773219
ecgclass,1609,26.816666666666666,37.30693038968593
sysbp,1547,25.783333333333335,38.802424060004995
gestureclass,1524,25.4,39.388916177004134
