elapsed_s,allocated_mb,reserved_mb
0.00,1753.3,1870.0
0.50,1775.3,1902.0
1.00,1777.3,1902.0
1.50,1776.1,1902.0
2.00,1773.5,1902.0
2.50,1774.9,1902.0
3.00,1775.7,1902.0
3.50,1777.6,1904.0
4.01,1777.4,1904.0
4.51,1776.4,1904.0
5.01,1772.5,1904.0
5.51,1776.2,1904.0
6.01,1775.1,1904.0
6.51,1774.5,1904.0
7.01,1773.3,1904.0
7.51,1774.5,1904.0
8.01,1773.7,1904.0
8.51,1772.7,1904.0
9.01,1775.5,1904.0
9.51,1772.5,1904.0
10.01,1775.6,1904.0
10.51,1776.6,1904.0
11.01,1773.8,1904.0
11.51,1774.0,1904.0
12.01,1774.6,1904.0
12.51,1776.4,1904.0
13.01,1776.0,1904.0
13.52,1772.7,1904.0
14.02,1777.1,1904.0
14.52,1774.0,1904.0
15.02,1774.6,1904.0
15.52,1777.8,1904.0
16.02,1776.1,1904.0
16.52,1776.0,1904.0
17.02,1771.6,1904.0
17.52,1774.7,1904.0
18.02,1776.3,1904.0
18.52,1776.5,1904.0
19.02,1773.7,1904.0
19.52,1773.1,1904.0
20.02,1774.4,1904.0
20.52,1773.1,1904.0
21.02,1772.8,1904.0
21.52,1773.8,1904.0
22.02,1775.5,1904.0
22.52,1774.3,1904.0
23.02,1775.5,1904.0
23.52,1776.6,1904.0
24.02,1776.0,1904.0
24.53,1778.6,1904.0
25.03,1775.1,1904.0
25.53,1773.7,1904.0
26.03,1776.9,1904.0
26.53,1772.6,1904.0
27.03,1777.0,1904.0
27.53,1775.2,1904.0
28.03,1773.6,1904.0
28.53,1776.5,1904.0
29.03,1776.3,1904.0
29.53,1775.7,1904.0
30.03,1775.5,1904.0
30.53,1777.4,1904.0
31.03,1775.5,1904.0
31.53,1774.3,1904.0
32.03,1775.9,1904.0
32.53,1774.0,1904.0
33.03,1775.5,1904.0
33.53,1773.8,1904.0
34.03,1774.2,1904.0
34.53,1775.7,1904.0
35.04,1772.5,1904.0
35.54,1775.4,1904.0
36.04,1776.2,1904.0
36.54,1776.2,1904.0
37.04,1773.5,1904.0
37.54,1775.6,1904.0
38.04,1772.5,1904.0
38.54,1776.8,1904.0
39.04,1777.0,1904.0
39.54,1777.3,1904.0
40.04,1777.2,1904.0
40.54,1776.9,1904.0
41.04,1774.3,1904.0
41.54,1774.0,1904.0
42.04,1777.4,1904.0
42.54,1777.1,1904.0
43.04,1774.0,1904.0
43.54,1773.8,1904.0
44.04,1774.8,1904.0
44.54,1774.0,1904.0
45.04,1776.8,1904.0
45.54,1777.3,1904.0
46.05,1775.0,1904.0
46.55,1776.3,1904.0
47.05,1776.8,1904.0
47.55,1778.3,1904.0
48.05,1773.1,1904.0
48.55,1774.1,1904.0
49.05,1773.6,1904.0
49.55,1775.3,1904.0
50.05,1776.8,1904.0
50.55,1771.8,1904.0
51.05,1774.8,1904.0
51.55,1773.8,1904.0
52.05,1778.7,1904.0
52.55,1773.8,1904.0
53.05,1772.2,1904.0
53.55,1774.3,1904.0
54.05,1774.2,1904.0
54.55,1775.0,1904.0
55.05,1777.1,1904.0
55.55,1774.3,1904.0
56.06,1775.5,1904.0
56.56,1775.8,1904.0
57.06,1776.2,1904.0
57.56,1775.0,1904.0
58.06,1777.0,1904.0
58.56,1773.5,1904.0
59.06,1774.5,1904.0
59.56,1775.4,1904.0
