run_idx,device,backbone,task,batch_size,req_idx,latency_ms,backbone_ms,decoder_ms,gpu_peak_mb
0,NVIDIA L4,momentlarge,ecgclass,1,0,158.1828,149.3353,8.5309,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,1,22.0575,21.4623,0.367,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,2,21.4714,20.9224,0.3689,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,3,21.4062,20.9027,0.3362,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,4,21.6442,21.0045,0.4699,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,5,21.3563,20.8307,0.3609,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,6,21.2264,20.7282,0.3315,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,7,21.2709,20.7481,0.3544,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,8,21.285,20.791,0.3272,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,9,21.4262,20.9067,0.3352,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,10,21.3316,20.8404,0.325,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,11,21.2857,20.6488,0.47,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,12,21.1751,20.685,0.3257,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,13,21.2231,20.6997,0.3573,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,14,21.2655,20.774,0.3267,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,15,21.3358,20.8185,0.3512,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,16,21.2288,20.7316,0.3304,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,17,21.2233,20.7087,0.3499,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,18,21.2095,20.6893,0.3532,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,19,21.2504,20.7356,0.3491,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,20,21.4232,20.7809,0.3288,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,21,21.3653,20.8344,0.3681,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,22,21.4123,20.9176,0.3264,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,23,21.272,20.753,0.3311,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,24,21.2699,20.7755,0.3283,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,25,21.2805,20.7566,0.3391,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,26,21.3255,20.8373,0.3238,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,27,21.3669,20.8695,0.3291,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,28,21.3579,20.8355,0.3555,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,29,21.2848,20.7737,0.3359,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,30,21.6312,20.9195,0.541,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,31,21.2982,20.8107,0.3222,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,32,21.3171,20.8248,0.3258,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,33,21.3663,20.8569,0.3444,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,34,21.5173,21.0264,0.327,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,35,21.4347,20.9004,0.3288,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,36,21.3618,20.8707,0.3264,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,37,21.5101,21.017,0.328,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,38,21.3943,20.8773,0.3496,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,39,21.3647,20.8716,0.3275,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,40,21.6196,21.0943,0.3573,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,41,21.772,21.041,0.334,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,42,21.4455,20.9233,0.3223,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,43,20.9067,20.4134,0.3271,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,44,20.8893,20.4006,0.3229,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,45,20.8574,20.3659,0.3231,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,46,21.0221,20.5322,0.323,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,47,21.101,20.5733,0.3637,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,48,21.4509,20.9574,0.3294,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,49,21.6582,21.1572,0.3342,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,50,21.557,21.0571,0.3315,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,51,21.7218,20.9971,0.5557,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,52,21.518,20.9952,0.3558,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,53,21.4615,20.9675,0.3301,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,54,21.4773,20.9794,0.3321,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,55,21.4315,20.9146,0.3521,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,56,21.5107,21.0177,0.3286,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,57,21.4518,20.953,0.3314,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,58,21.5299,21.0113,0.3314,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,59,21.599,21.0822,0.3505,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,60,21.5547,21.0339,0.3349,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,61,21.5331,21.0316,0.3333,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,62,22.0017,21.5006,0.3329,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,63,21.6446,21.1446,0.3323,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,64,21.6038,21.1055,0.3323,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,65,21.6728,21.164,0.3332,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,66,21.7521,21.2089,0.3579,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,67,21.6662,21.1372,0.3634,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,68,21.6216,21.1078,0.349,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,69,21.6411,21.1296,0.3467,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,70,21.5377,21.042,0.3285,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,71,21.5737,21.054,0.3325,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,72,21.8963,21.1529,0.3541,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,73,21.7483,21.2496,0.33,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,74,21.7028,21.2083,0.328,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,75,21.6084,21.0859,0.3525,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,76,21.5895,21.0718,0.351,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,77,21.7452,21.2241,0.352,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,78,21.6866,21.18,0.337,1403.358
0,NVIDIA L4,momentlarge,ecgclass,1,79,21.6998,21.1991,0.3331,1403.358
