task,send_time_s,latency_ms
gestureclass,0.0002,410.960
gestureclass,0.0086,402.565
gestureclass,0.0131,398.166
gestureclass,0.0555,394.730
gestureclass,0.0580,392.300
gestureclass,0.0623,387.943
gestureclass,0.0687,424.778
gestureclass,0.0881,405.358
gestureclass,0.0956,397.931
gestureclass,0.1101,426.135
gestureclass,0.1525,383.691
gestureclass,0.1840,352.202
gestureclass,0.2066,373.039
gestureclass,0.2101,369.590
gestureclass,0.2345,345.182
gestureclass,0.2434,381.971
gestureclass,0.2458,379.619
gestureclass,0.2542,415.323
gestureclass,0.2556,413.956
gestureclass,0.2750,394.553
gestureclass,0.2945,419.048
gestureclass,0.2990,414.565
gestureclass,0.2993,414.273
gestureclass,0.3546,402.601
gestureclass,0.3701,387.156
gestureclass,0.4002,357.108
gestureclass,0.4078,391.496
gestureclass,0.4405,358.824
gestureclass,0.4735,325.763
gestureclass,0.4754,367.239
gestureclass,0.5840,258.651
gestureclass,0.5986,286.556
gestureclass,0.6252,259.885
gestureclass,0.6309,254.229
gestureclass,0.6505,278.486
gestureclass,0.6560,272.928
gestureclass,0.6888,240.153
gestureclass,0.6975,276.035
gestureclass,0.7131,260.441
gestureclass,0.7237,293.833
gestureclass,0.7391,278.442
gestureclass,0.7478,312.736
gestureclass,0.7605,300.139
gestureclass,0.7605,342.915
gestureclass,0.7929,310.562
gestureclass,0.8424,261.089
gestureclass,0.8548,292.430
gestureclass,0.9228,224.405
gestureclass,0.9263,264.971
gestureclass,0.9821,209.108
gestureclass,0.9885,202.725
gestureclass,1.0029,232.827
gestureclass,1.0516,184.115
gestureclass,1.0541,225.454
gestureclass,1.0574,222.127
gestureclass,1.0838,195.744
gestureclass,1.1035,220.129
gestureclass,1.1099,213.797
gestureclass,1.1183,205.394
gestureclass,1.1337,232.553
gestureclass,1.1718,194.472
gestureclass,1.1782,188.060
gestureclass,1.1944,215.047
gestureclass,1.2009,208.642
gestureclass,1.2073,202.222
gestureclass,1.2504,202.333
gestureclass,1.2609,191.890
gestureclass,1.2877,165.029
gestureclass,1.2942,203.503
gestureclass,1.2976,200.082
gestureclass,1.3201,177.608
gestureclass,1.3491,192.897
gestureclass,1.3674,217.745
gestureclass,1.3919,193.338
gestureclass,1.4116,173.563
gestureclass,1.4341,195.396
gestureclass,1.4788,192.883
gestureclass,1.5350,136.816
gestureclass,1.5483,123.549
gestureclass,1.5508,162.886
gestureclass,1.5785,135.200
gestureclass,1.5954,161.499
gestureclass,1.6436,113.267
gestureclass,1.6651,91.818
gestureclass,1.6675,134.118
gestureclass,1.6890,112.646
gestureclass,1.7004,101.268
gestureclass,1.7027,143.865
gestureclass,1.7080,138.568
gestureclass,1.7771,113.208
gestureclass,1.7855,104.832
gestureclass,1.7911,142.582
gestureclass,1.7994,134.347
gestureclass,1.8408,92.938
gestureclass,1.8628,113.942
gestureclass,1.8672,109.535
gestureclass,1.8673,109.468
gestureclass,1.8756,145.417
gestureclass,1.8790,142.057
gestureclass,1.9203,144.717
gestureclass,1.9226,142.398
gestureclass,1.9359,173.213
gestureclass,1.9564,152.678
gestureclass,2.0139,139.341
gestureclass,2.0193,133.963
gestureclass,2.0537,142.914
gestureclass,2.0692,127.523
gestureclass,2.1040,135.558
gestureclass,2.1116,128.029
gestureclass,2.1179,163.563
gestureclass,2.1233,158.220
gestureclass,2.1437,137.847
gestureclass,2.1564,167.388
gestureclass,2.1738,150.008
gestureclass,2.2002,123.608
gestureclass,2.2228,144.170
gestureclass,2.2439,123.111
gestureclass,2.2719,139.826
gestureclass,2.2721,139.715
gestureclass,2.3027,153.323
gestureclass,2.3280,128.041
gestureclass,2.3384,117.671
gestureclass,2.3418,157.923
gestureclass,2.3562,143.503
gestureclass,2.3973,102.498
gestureclass,2.4037,139.564
gestureclass,2.4324,110.909
gestureclass,2.4912,82.730
gestureclass,2.4995,74.509
gestureclass,2.5851,55.249
gestureclass,2.5865,53.870
gestureclass,2.5868,53.653
gestureclass,2.6241,48.153
gestureclass,2.6385,78.385
gestureclass,2.6507,66.202
gestureclass,2.6887,71.937
gestureclass,2.7378,67.063
gestureclass,2.7545,50.459
gestureclass,2.7982,38.813
gestureclass,2.8172,62.951
gestureclass,2.8278,52.318
gestureclass,2.8324,47.776
gestureclass,2.8599,52.990
gestureclass,2.9023,35.262
gestureclass,2.9568,26.380
gestureclass,2.9612,49.191
gestureclass,2.9820,56.506
gestureclass,2.9934,45.118
gestureclass,3.0266,55.585
gestureclass,3.0310,51.199
gestureclass,3.0323,49.899
gestureclass,3.0396,87.281
gestureclass,3.0409,86.032
gestureclass,3.0512,119.677
gestureclass,3.0597,111.198
gestureclass,3.0620,152.888
gestureclass,3.1239,91.076
gestureclass,3.1303,127.407
gestureclass,3.1537,104.086
gestureclass,3.1581,99.706
gestureclass,3.1685,134.573
gestureclass,3.1699,133.201
gestureclass,3.1723,174.846
gestureclass,3.1724,174.755
gestureclass,3.2051,185.228
gestureclass,3.2116,178.752
gestureclass,3.2262,164.154
gestureclass,3.2430,191.188
gestureclass,3.2466,187.653
gestureclass,3.3052,171.274
gestureclass,3.3166,159.929
gestureclass,3.3179,158.591
gestureclass,3.3202,199.555
gestureclass,3.3298,189.962
gestureclass,3.3331,230.493
gestureclass,3.3394,224.217
gestureclass,3.3543,209.259
gestureclass,3.3544,254.167
gestureclass,3.3619,246.737
gestureclass,3.3936,259.159
gestureclass,3.3952,257.624
gestureclass,3.4147,238.115
gestureclass,3.4152,281.015
gestureclass,3.4685,227.713
gestureclass,3.4740,222.199
gestureclass,3.4786,260.743
gestureclass,3.5005,238.924
gestureclass,3.5471,234.751
gestureclass,3.6091,172.819
gestureclass,3.6368,188.238
gestureclass,3.6720,153.090
gestureclass,3.6934,131.655
gestureclass,3.6974,172.287
gestureclass,3.7207,148.956
gestureclass,3.7241,145.556
gestureclass,3.7442,170.279
gestureclass,3.7597,199.310
gestureclass,3.7663,192.715
gestureclass,3.7808,178.236
gestureclass,3.7992,202.705
gestureclass,3.8038,198.044
gestureclass,3.8115,190.446
gestureclass,3.8200,224.047
gestureclass,3.8224,221.634
gestureclass,3.8282,215.811
gestureclass,3.8486,237.794
gestureclass,3.8728,213.564
gestureclass,3.8842,244.914
gestureclass,3.8966,232.548
gestureclass,3.9040,225.181
gestureclass,3.9272,246.248
gestureclass,3.9359,237.602
gestureclass,3.9555,217.978
gestureclass,3.9672,251.189
gestureclass,3.9796,238.802
gestureclass,4.0371,224.859
gestureclass,4.0812,180.720
gestureclass,4.0987,163.301
gestureclass,4.1230,182.589
gestureclass,4.1255,180.085
gestureclass,4.1350,213.628
gestureclass,4.1626,186.055
gestureclass,4.1813,211.823
gestureclass,4.1869,251.378
gestureclass,4.2491,234.489
gestureclass,4.2492,234.438
gestureclass,4.2722,254.794
gestureclass,4.2736,253.423
gestureclass,4.3227,204.271
gestureclass,4.3241,244.456
gestureclass,4.3553,213.278
gestureclass,4.3589,209.711
gestureclass,4.4499,162.556
gestureclass,4.4615,150.920
gestureclass,4.4849,169.728
gestureclass,4.5044,150.185
gestureclass,4.5191,135.539
gestureclass,4.5463,151.448
gestureclass,4.5619,135.791
gestureclass,4.6166,81.162
gestureclass,4.6179,105.103
gestureclass,4.7242,26.168
gestureclass,4.7415,37.047
gestureclass,4.7470,31.667
gestureclass,4.7585,52.210
gestureclass,4.7838,58.302
gestureclass,4.8032,38.942
gestureclass,4.8453,52.912
gestureclass,4.8912,37.365
gestureclass,4.9093,44.523
gestureclass,4.9413,52.735
gestureclass,4.9550,81.626
gestureclass,4.9573,79.312
gestureclass,4.9676,69.012
gestureclass,4.9740,106.324
gestureclass,5.0132,67.125
gestureclass,5.0176,62.741
gestureclass,5.0438,69.803
gestureclass,5.0885,56.789
gestureclass,5.0919,53.431
gestureclass,5.1112,58.739
gestureclass,5.1625,32.243
gestureclass,5.1731,61.216
gestureclass,5.1835,50.867
gestureclass,5.1959,81.814
gestureclass,5.2003,77.455
gestureclass,5.2036,74.133
gestureclass,5.2658,36.200
gestureclass,5.3142,26.615
gestureclass,5.3256,51.339
gestureclass,5.3320,44.970
gestureclass,5.3600,41.218
gestureclass,5.4464,25.794
gestureclass,5.4894,27.092
gestureclass,5.4998,43.087
gestureclass,5.5122,30.727
gestureclass,5.5357,32.497
gestureclass,5.5491,58.155
gestureclass,5.5555,51.736
gestureclass,5.5620,45.306
gestureclass,5.5833,48.208
gestureclass,5.6537,26.344
gestureclass,5.6571,47.499
gestureclass,5.6812,47.251
gestureclass,5.7336,26.247
gestureclass,5.7337,52.755
gestureclass,5.7452,41.325
gestureclass,5.7720,38.305
gestureclass,5.8175,25.371
gestureclass,5.8735,56.269
gestureclass,5.8808,48.917
gestureclass,5.8821,47.617
gestureclass,5.8884,84.526
gestureclass,5.9051,67.830
gestureclass,5.9105,62.500
gestureclass,5.9190,98.304
gestureclass,5.9470,70.269
gestureclass,5.9472,70.120
gestureclass,5.9832,78.720
gestureclass,5.9834,78.577
gestureclass,6.0030,58.935
gestureclass,6.0034,102.537
gestureclass,6.0097,96.231
gestureclass,6.0215,84.532
gestureclass,6.0651,85.290
gestureclass,6.0695,80.937
gestureclass,6.1472,27.152
gestureclass,6.1905,26.702
gestureclass,6.1930,61.496
gestureclass,6.1930,61.430
gestureclass,6.1964,58.096
gestureclass,6.2157,69.935
gestureclass,6.3389,26.373
gestureclass,6.3464,45.806
gestureclass,6.3754,45.802
gestureclass,6.3755,45.721
gestureclass,6.4066,59.743
gestureclass,6.4464,45.112
gestureclass,6.4913,25.283
gestureclass,6.5357,28.615
gestureclass,6.5688,61.025
gestureclass,6.5711,58.783
gestureclass,6.5873,42.522
gestureclass,6.5955,66.991
gestureclass,6.6058,56.693
gestureclass,6.6501,37.013
gestureclass,6.6933,25.968
gestureclass,6.7168,26.823
gestureclass,6.7214,49.709
gestureclass,6.7434,58.278
gestureclass,6.7488,52.968
gestureclass,6.7792,53.277
gestureclass,6.7825,49.977
gestureclass,6.8069,69.150
gestureclass,6.8172,58.823
gestureclass,6.8174,58.611
gestureclass,6.8467,61.119
gestureclass,6.8481,59.750
gestureclass,6.9335,40.353
gestureclass,6.9481,64.124
gestureclass,6.9536,58.637
gestureclass,6.9581,99.028
gestureclass,6.9735,83.645
gestureclass,7.0011,100.497
gestureclass,7.0354,66.206
gestureclass,7.0532,73.081
gestureclass,7.1209,29.083
gestureclass,7.1521,25.699
gestureclass,7.1554,45.876
gestureclass,7.2205,25.863
gestureclass,7.2288,42.000
gestureclass,7.2960,26.673
gestureclass,7.3024,56.181
gestureclass,7.3130,45.554
gestureclass,7.3369,53.841
gestureclass,7.3372,53.519
gestureclass,7.3900,67.824
gestureclass,7.3990,58.894
gestureclass,7.4045,53.374
gestureclass,7.4060,95.887
gestureclass,7.4061,95.839
gestureclass,7.4065,95.478
gestureclass,7.4149,131.324
gestureclass,7.4220,124.187
gestureclass,7.4423,103.874
gestureclass,7.4880,101.214
gestureclass,7.5121,77.163
gestureclass,7.5335,55.788
gestureclass,7.5439,88.799
gestureclass,7.5634,69.324
gestureclass,7.5798,52.875
gestureclass,7.5802,95.960
gestureclass,7.5865,89.676
gestureclass,7.5914,84.733
gestureclass,7.5927,126.672
gestureclass,7.6031,116.316
gestureclass,7.6032,116.250
gestureclass,7.6327,132.174
gestureclass,7.6641,100.769
gestureclass,7.6666,142.821
gestureclass,7.6679,141.492
gestureclass,7.7306,122.715
gestureclass,7.7370,116.337
gestureclass,7.7513,101.991
gestureclass,7.7627,133.461
gestureclass,7.7882,108.004
gestureclass,7.8090,87.165
gestureclass,7.8555,125.615
gestureclass,7.8588,122.326
gestureclass,7.8799,145.230
gestureclass,7.8876,182.604
gestureclass,7.9023,167.909
gestureclass,7.9853,84.964
gestureclass,7.9957,119.209
gestureclass,8.0201,94.805
gestureclass,8.0322,82.768
gestureclass,8.0366,122.331
gestureclass,8.0367,122.267
gestureclass,8.0685,132.662
gestureclass,8.0699,131.238
gestureclass,8.0734,127.781
gestureclass,8.0927,150.997
gestureclass,8.0991,144.636
gestureclass,8.1116,174.850
gestureclass,8.1252,161.303
gestureclass,8.1253,161.219
gestureclass,8.1693,162.595
gestureclass,8.2500,126.615
gestureclass,8.2645,112.148
gestureclass,8.2719,148.296
gestureclass,8.3177,102.590
gestureclass,8.3281,92.139
gestureclass,8.3471,116.348
gestureclass,8.3888,74.657
gestureclass,8.3973,66.249
gestureclass,8.4364,70.970
gestureclass,8.4593,48.115
gestureclass,8.4797,52.187
gestureclass,8.5146,58.096
gestureclass,8.5147,58.018
gestureclass,8.5221,50.612
gestureclass,8.5274,90.122
gestureclass,8.5340,83.589
gestureclass,8.5423,75.251
gestureclass,8.5477,113.767
gestureclass,8.5591,102.399
gestureclass,8.5665,95.027
gestureclass,8.5778,127.420
gestureclass,8.5902,115.089
gestureclass,8.5955,153.867
gestureclass,8.6163,133.170
gestureclass,8.6391,153.265
gestureclass,8.6696,122.762
gestureclass,8.6750,160.411
gestureclass,8.6948,140.674
gestureclass,8.7222,157.413
gestureclass,8.7223,201.425
gestureclass,8.7337,190.095
gestureclass,8.7529,170.925
gestureclass,8.7593,208.829
gestureclass,8.7957,172.343
gestureclass,8.8231,188.451
gestureclass,8.8255,186.110
gestureclass,8.8376,174.016
gestureclass,8.9048,150.672
gestureclass,8.9203,135.259
gestureclass,8.9490,106.571
gestureclass,8.9986,101.397
gestureclass,9.0100,90.028
gestureclass,9.0117,132.406
gestureclass,9.0170,127.128
gestureclass,9.0313,112.835
gestureclass,9.0426,145.840
gestureclass,9.0587,129.802
gestureclass,9.0861,102.404
gestureclass,9.1152,117.286
gestureclass,9.1367,95.862
gestureclass,9.1936,62.825
gestureclass,9.2666,25.820
gestureclass,9.2921,24.930
gestureclass,9.3312,26.284
gestureclass,9.3417,41.743
gestureclass,9.3441,39.343
gestureclass,9.3606,46.760
gestureclass,9.4125,58.975
gestureclass,9.4159,55.625
gestureclass,9.4262,45.332
gestureclass,9.4463,68.062
gestureclass,9.4566,57.715
gestureclass,9.4569,57.475
gestureclass,9.5415,26.455
gestureclass,9.5560,39.657
gestureclass,9.5623,33.299
gestureclass,9.5721,64.661
gestureclass,9.5722,64.602
gestureclass,9.5885,48.280
gestureclass,9.6212,48.313
gestureclass,9.6379,56.189
gestureclass,9.6673,57.014
gestureclass,9.6806,43.692
gestureclass,9.7103,45.434
gestureclass,9.7240,63.235
gestureclass,9.7445,42.737
gestureclass,9.7831,28.604
gestureclass,9.8719,26.099
gestureclass,9.8823,39.861
gestureclass,9.9501,26.540
gestureclass,9.9525,51.220
gestureclass,9.9719,31.846
gestureclass,9.9859,47.257
