task,send_time_s,latency_ms
ecgclass,0.0001,362.095
ecgclass,0.0494,350.506
ecgclass,0.0950,304.852
ecgclass,0.1428,294.780
ecgclass,0.1490,288.555
ecgclass,0.1502,330.299
ecgclass,0.1795,301.043
ecgclass,0.2081,317.741
ecgclass,0.2699,256.000
ecgclass,0.2722,298.179
ecgclass,0.2931,277.316
ecgclass,0.2944,320.408
ecgclass,0.3156,299.175
ecgclass,0.3506,307.923
ecgclass,0.3579,300.668
ecgclass,0.3827,319.448
ecgclass,0.3860,316.133
ecgclass,0.3874,357.579
ecgclass,0.3937,351.257
ecgclass,0.4123,378.045
ecgclass,0.4208,369.580
ecgclass,0.4457,388.344
ecgclass,0.4501,384.026
ecgclass,0.4871,390.703
ecgclass,0.5108,367.019
ecgclass,0.5252,396.546
ecgclass,0.5325,389.282
ecgclass,0.5421,422.158
ecgclass,0.5435,420.802
ecgclass,0.5468,460.201
ecgclass,0.5607,446.260
ecgclass,0.5684,481.773
ecgclass,0.5932,456.989
ecgclass,0.6078,487.329
ecgclass,0.6124,482.838
ecgclass,0.6213,517.749
ecgclass,0.6349,504.197
ecgclass,0.6411,542.610
ecgclass,0.6474,536.392
ecgclass,0.6657,561.347
ecgclass,0.6709,556.141
ecgclass,0.6977,573.491
ecgclass,0.7256,545.677
ecgclass,0.7473,566.844
ecgclass,0.7486,565.612
ecgclass,0.7714,587.285
ecgclass,0.7985,560.150
ecgclass,0.8211,582.273
ecgclass,0.8264,577.025
ecgclass,0.8337,613.435
ecgclass,0.8366,610.512
ecgclass,0.8433,646.561
ecgclass,0.8435,646.407
ecgclass,0.8477,685.983
ecgclass,0.8733,660.430
ecgclass,0.9532,624.321
ecgclass,0.9643,613.237
ecgclass,0.9706,651.064
ecgclass,0.9788,642.876
ecgclass,0.9861,679.735
ecgclass,0.9883,677.493
ecgclass,1.0095,699.874
ecgclass,1.0374,672.042
ecgclass,1.0678,685.816
ecgclass,1.1742,579.468
ecgclass,1.2164,580.239
ecgclass,1.2486,548.138
ecgclass,1.2700,569.838
ecgclass,1.2815,558.332
ecgclass,1.2829,600.922
ecgclass,1.3022,581.629
ecgclass,1.3139,614.632
ecgclass,1.3443,584.165
ecgclass,1.3850,587.621
ecgclass,1.3912,581.381
ecgclass,1.3925,623.511
ecgclass,1.4108,605.295
ecgclass,1.4617,598.041
ecgclass,1.4785,581.252
ecgclass,1.5214,581.097
ecgclass,1.5359,566.593
ecgclass,1.5629,583.746
ecgclass,1.5682,578.424
ecgclass,1.5706,620.916
ecgclass,1.5735,617.997
ecgclass,1.5758,659.809
ecgclass,1.5771,658.568
ecgclass,1.6113,667.655
ecgclass,1.6214,657.607
ecgclass,1.6280,694.785
ecgclass,1.6465,676.270
ecgclass,1.6508,714.659
ecgclass,1.6893,676.164
ecgclass,1.7149,692.492
ecgclass,1.7212,686.222
ecgclass,1.7256,724.223
ecgclass,1.7359,713.913
ecgclass,1.7424,751.387
ecgclass,1.7438,750.026
ecgclass,1.7533,785.571
ecgclass,1.7989,740.026
