task,n_requests,throughput_rps,avg_latency_ms
gestureclass,4661,25.894444444444446,38.62198354855497
ecgclass,4715,26.194444444444443,38.179976940164906
sysbp,4278,23.766666666666666,42.08012316991519
diasbp,4575,25.416666666666668,39.3488773540212
