task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass__app3,0.0005,520.441,518.599,0
ecgclass__app1,0.0003,522.426,520.805,0
ecgclass,0.0002,526.016,524.132,0
ecgclass__app2,0.0004,526.152,524.473,0
ecgclass__app3,0.5209,143.707,142.100,0
ecgclass__app1,0.5228,148.072,146.516,0
ecgclass,0.5262,147.340,145.706,0
ecgclass__app2,0.5266,147.341,145.431,0
ecgclass__app3,0.6647,144.886,143.223,0
ecgclass__app1,0.6709,143.180,141.609,0
ecgclass,0.6736,144.080,142.621,0
ecgclass__app2,0.6739,147.806,146.507,0
ecgclass__app3,0.8096,145.800,144.087,0
ecgclass__app1,0.8141,145.427,143.900,0
ecgclass,0.8177,145.070,143.704,0
ecgclass__app2,0.8218,143.845,142.450,0
ecgclass__app3,0.9554,146.232,144.627,0
ecgclass__app1,0.9595,147.238,145.757,0
ecgclass,0.9628,147.829,146.495,0
ecgclass__app2,0.9656,145.337,144.020,0
ecgclass__app3,1.1016,145.343,143.794,0
ecgclass__app1,1.1068,147.710,146.248,0
ecgclass,1.1106,146.324,144.948,0
ecgclass__app2,1.1110,146.509,145.300,0
ecgclass__app3,1.2470,145.016,143.512,0
ecgclass,1.2569,145.278,143.826,0
ecgclass__app1,1.2545,148.954,147.580,0
ecgclass__app2,1.2575,147.918,146.614,0
ecgclass__app3,1.3920,141.614,140.088,0
ecgclass,1.4022,147.392,145.928,0
ecgclass__app1,1.4035,146.925,145.706,0
ecgclass__app2,1.4054,147.088,145.824,0
ecgclass__app3,1.5337,142.725,141.219,0
ecgclass,1.5497,146.147,144.488,0
ecgclass__app1,1.5504,146.170,144.904,0
ecgclass__app2,1.5525,146.530,145.199,0
ecgclass__app3,1.6764,138.956,137.311,0
ecgclass__app1,1.6966,145.708,144.278,0
ecgclass,1.6958,146.621,145.065,0
ecgclass__app2,1.6991,147.205,145.987,0
ecgclass__app3,1.8154,141.646,139.998,0
ecgclass__app1,1.8423,145.881,144.278,0
ecgclass,1.8425,148.054,146.853,0
ecgclass__app2,1.8463,149.492,148.211,0
ecgclass__app3,1.9571,141.629,139.931,0
ecgclass__app1,1.9882,148.764,146.022,0
ecgclass,1.9905,146.622,144.075,0
ecgclass__app2,1.9958,147.389,146.000,0
ecgclass__app3,2.0987,142.153,140.439,0
ecgclass__app1,2.1370,147.481,145.867,0
ecgclass,2.1372,147.527,146.006,0
ecgclass__app2,2.1432,145.143,143.695,0
ecgclass__app3,2.2409,142.528,140.828,0
ecgclass,2.2847,147.028,145.529,0
ecgclass__app1,2.2845,148.068,146.635,0
ecgclass__app2,2.2884,146.625,145.237,0
ecgclass__app3,2.3834,143.105,141.341,0
ecgclass__app1,2.4326,143.658,142.313,0
ecgclass,2.4317,144.643,143.126,0
ecgclass__app2,2.4350,148.932,147.616,0
ecgclass__app3,2.5266,148.226,146.691,0
ecgclass__app1,2.5763,147.514,146.076,0
ecgclass,2.5764,150.437,149.145,0
ecgclass__app2,2.5840,147.178,145.846,0
ecgclass__app3,2.6748,145.574,143.945,0
ecgclass__app1,2.7238,145.501,144.093,0
ecgclass,2.7269,148.817,147.500,0
ecgclass__app2,2.7312,147.065,145.559,0
ecgclass__app3,2.8204,141.597,139.906,0
ecgclass__app1,2.8693,141.190,139.662,0
ecgclass,2.8757,147.935,146.494,0
ecgclass__app2,2.8783,147.907,146.600,0
ecgclass__app3,2.9620,143.947,142.316,0
ecgclass__app1,3.0105,144.581,143.008,0
ecgclass,3.0236,146.806,145.210,0
ecgclass__app2,3.0262,144.400,142.952,0
ecgclass__app3,3.1060,141.701,140.105,0
ecgclass__app1,3.1552,145.348,143.676,0
ecgclass__app2,3.1706,145.021,143.597,0
ecgclass,3.1705,146.215,144.753,0
ecgclass__app3,3.2477,145.559,143.965,0
ecgclass__app1,3.3005,144.153,142.463,0
ecgclass,3.3167,148.041,146.713,0
ecgclass__app2,3.3156,149.240,147.696,0
ecgclass__app3,3.3933,143.098,141.470,0
ecgclass__app1,3.4447,143.046,141.447,0
ecgclass,3.4648,145.969,144.429,0
ecgclass__app2,3.4649,146.358,144.771,0
ecgclass__app3,3.5364,144.480,142.842,0
ecgclass__app1,3.5878,145.569,143.949,0
ecgclass__app2,3.6112,147.443,145.948,0
ecgclass,3.6107,151.626,150.266,0
ecgclass__app3,3.6809,145.185,143.579,0
ecgclass__app1,3.7334,144.116,142.411,0
ecgclass__app2,3.7587,144.890,143.229,0
ecgclass,3.7624,146.674,145.248,0
ecgclass__app3,3.8261,143.888,142.355,0
ecgclass__app1,3.8775,144.466,142.716,0
ecgclass__app2,3.9036,145.634,144.007,0
ecgclass,3.9091,145.617,144.231,0
ecgclass__app3,3.9701,145.531,143.843,0
ecgclass__app1,4.0220,144.570,142.842,0
ecgclass__app2,4.0493,144.557,142.904,0
ecgclass,4.0547,144.580,143.147,0
ecgclass__app3,4.1156,144.483,142.851,0
ecgclass__app1,4.1666,146.133,144.474,0
ecgclass,4.1993,145.839,144.202,0
ecgclass__app2,4.1939,151.451,149.669,0
ecgclass__app3,4.2601,146.747,145.134,0
ecgclass__app1,4.3127,142.915,141.214,0
ecgclass,4.3452,147.274,145.573,0
ecgclass__app2,4.3453,147.247,145.759,0
ecgclass__app3,4.4069,144.485,142.908,0
ecgclass__app1,4.4557,145.117,143.467,0
ecgclass,4.4925,145.293,143.702,0
ecgclass__app2,4.4926,145.311,143.867,0
ecgclass__app3,4.5514,141.062,139.513,0
ecgclass__app1,4.6008,149.038,147.461,0
ecgclass,4.6378,145.753,144.146,0
ecgclass__app2,4.6379,145.994,144.741,0
ecgclass__app3,4.6925,144.116,142.590,0
ecgclass__app1,4.7499,143.795,142.291,0
ecgclass__app2,4.7839,147.697,146.267,0
ecgclass,4.7836,148.974,147.611,0
ecgclass__app3,4.8366,143.298,141.847,0
ecgclass__app1,4.8937,144.530,142.968,0
ecgclass__app2,4.9316,145.586,144.013,0
ecgclass,4.9325,146.933,145.625,0
ecgclass__app3,4.9799,145.271,143.637,0
ecgclass__app1,5.0383,141.864,140.404,0
ecgclass__app2,5.0772,145.599,143.946,0
ecgclass,5.0795,146.540,145.192,0
ecgclass__app3,5.1252,144.630,143.153,0
ecgclass__app1,5.1802,144.272,142.563,0
ecgclass__app2,5.2229,144.294,142.681,0
ecgclass,5.2260,146.661,145.316,0
ecgclass__app3,5.2699,143.998,142.534,0
ecgclass__app1,5.3245,144.006,142.348,0
ecgclass__app2,5.3672,146.464,144.818,0
ecgclass,5.3727,146.427,144.978,0
ecgclass__app3,5.4139,143.051,141.603,0
ecgclass__app1,5.4685,144.191,142.542,0
ecgclass__app2,5.5137,144.841,143.214,0
ecgclass,5.5192,145.038,143.649,0
ecgclass__app3,5.5570,144.624,143.150,0
ecgclass__app1,5.6127,146.694,144.977,0
ecgclass__app2,5.6585,147.285,145.646,0
ecgclass,5.6642,144.765,143.399,0
ecgclass__app3,5.7016,145.985,144.502,0
ecgclass__app1,5.7594,143.752,142.108,0
ecgclass__app2,5.8058,145.692,143.989,0
ecgclass,5.8090,145.266,143.915,0
ecgclass__app3,5.8476,146.069,144.607,0
ecgclass__app1,5.9032,145.607,144.049,0
ecgclass__app2,5.9515,145.743,144.038,0
ecgclass,5.9543,145.964,144.642,0
ecgclass__app3,5.9937,144.466,142.966,0
ecgclass__app1,6.0488,144.498,143.050,0
ecgclass,6.1003,144.223,142.817,0
ecgclass__app2,6.0973,147.302,145.655,0
ecgclass__app3,6.1382,143.589,142.180,0
ecgclass__app1,6.1933,145.725,144.320,0
ecgclass,6.2445,146.295,144.653,0
ecgclass__app2,6.2446,146.856,145.459,0
ecgclass__app3,6.2818,144.748,143.273,0
ecgclass__app1,6.3391,147.547,146.062,0
ecgclass,6.3908,146.806,145.247,0
ecgclass__app2,6.3915,146.262,144.704,0
ecgclass__app3,6.4266,141.585,140.090,0
ecgclass__app1,6.4867,145.545,143.867,0
ecgclass__app2,6.5378,145.211,143.633,0
ecgclass,6.5376,145.999,144.590,0
ecgclass__app3,6.5682,145.960,144.266,0
ecgclass__app1,6.6322,144.091,142.445,0
ecgclass,6.6837,143.037,141.569,0
ecgclass__app2,6.6830,143.828,142.178,0
ecgclass__app3,6.7142,144.327,142.702,0
ecgclass__app1,6.7763,145.033,143.401,0
ecgclass,6.8267,145.719,144.147,0
ecgclass__app2,6.8268,146.374,145.072,0
ecgclass__app3,6.8585,145.017,143.463,0
ecgclass__app1,6.9214,146.225,144.632,0
ecgclass,6.9724,144.633,143.059,0
ecgclass__app2,6.9732,144.012,142.468,0
ecgclass__app3,7.0036,145.259,143.621,0
ecgclass__app1,7.0676,145.257,143.771,0
ecgclass,7.1171,147.130,145.460,0
ecgclass__app2,7.1172,147.699,146.426,0
ecgclass__app3,7.1488,146.651,145.058,0
ecgclass__app1,7.2129,145.521,144.102,0
ecgclass__app2,7.2650,144.202,142.695,0
ecgclass,7.2642,145.792,144.369,0
ecgclass__app3,7.2955,145.138,143.593,0
ecgclass__app1,7.3585,142.212,140.764,0
ecgclass,7.4101,147.245,145.845,0
ecgclass__app2,7.4092,148.258,146.704,0
ecgclass__app3,7.4407,147.498,146.075,0
ecgclass__app1,7.5007,143.028,141.362,0
ecgclass,7.5573,144.147,142.596,0
ecgclass__app2,7.5574,144.845,143.516,0
ecgclass__app3,7.5882,144.569,143.212,0
ecgclass__app1,7.6437,143.929,142.282,0
ecgclass,7.7015,146.450,144.922,0
ecgclass__app2,7.7023,145.760,144.383,0
ecgclass__app3,7.7328,143.914,142.292,0
ecgclass__app1,7.7877,145.120,143.604,0
ecgclass,7.8480,146.128,144.506,0
ecgclass__app2,7.8481,148.426,147.023,0
ecgclass__app3,7.8767,144.619,142.983,0
ecgclass__app1,7.9328,145.582,144.030,0
ecgclass,7.9941,145.366,143.746,0
ecgclass__app2,7.9965,147.311,145.833,0
ecgclass__app3,8.0214,143.205,141.548,0
ecgclass__app1,8.0784,142.505,140.936,0
ecgclass,8.1395,144.753,143.041,0
ecgclass__app2,8.1439,144.926,143.529,0
ecgclass__app3,8.1646,146.590,144.997,0
ecgclass__app1,8.2210,145.719,144.139,0
ecgclass,8.2843,145.141,143.494,0
ecgclass__app2,8.2888,145.374,143.941,0
ecgclass__app3,8.3112,144.408,142.884,0
ecgclass__app1,8.3667,147.296,145.609,0
ecgclass,8.4294,145.753,144.156,0
ecgclass__app2,8.4342,146.314,144.850,0
ecgclass__app3,8.4556,144.608,143.074,0
ecgclass__app1,8.5140,143.181,141.424,0
ecgclass,8.5752,144.654,143.154,0
ecgclass__app2,8.5805,142.900,141.475,0
ecgclass__app3,8.6002,143.479,141.944,0
