task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
ecgclass,5,1,0.0,0.476,475.98,475.98,471.2564,439.5366,0.0051,2.7711,4.7236,1775956257352964610,0
ecgclass,5,1,0.1672,0.5253,358.1314,358.1314,49.1243,47.8714,0.0016,307.9765,309.0071,1775956257825358111,0
ecgclass,5,1,0.6767,0.7267,50.0467,50.0467,47.0041,45.8581,0.0017,2.0568,3.0426,1775956258028916864,0
ecgclass,5,1,1.6389,1.688,49.1626,49.1626,46.243,45.2255,0.0015,1.8997,2.9196,1775956258990935866,0
ecgclass,5,1,1.7563,1.805,48.7716,48.7716,46.0668,45.0293,0.0015,1.7505,2.7048,1775956259108195705,0
ecgclass,5,1,3.6521,3.7035,51.4522,51.4522,48.8819,47.8045,0.0015,1.7781,2.5703,1775956261004023632,0
ecgclass,5,1,5.8709,5.9328,61.9347,61.9347,59.1891,57.8557,0.0019,1.8241,2.7456,1775956263222885513,0
ecgclass,5,1,5.8767,5.9794,102.7756,102.7756,46.0468,44.9565,0.0016,55.8238,56.7287,1775956263282677275,0
ecgclass,5,1,6.642,6.6952,53.2904,53.2904,50.5809,49.3294,0.0017,1.7543,2.7094,1775956263993892090,0
ecgclass,5,1,6.8045,6.8575,52.9771,52.9771,50.2914,49.1654,0.0017,1.7936,2.6857,1775956264156512658,0
ecgclass,5,1,6.8887,6.9395,50.7243,50.7243,48.0532,46.9369,0.0017,1.7352,2.6711,1775956264240664707,0
ecgclass,5,1,7.8005,7.8521,51.6021,51.6021,48.836,47.5797,0.0017,1.7948,2.7661,1775956265152490779,0
ecgclass,5,1,8.0875,8.1475,59.9537,59.9537,57.1928,54.6689,0.0034,1.7986,2.7608,1775956265439514663,0
ecgclass,5,1,11.3269,11.38,53.1108,53.1108,50.2862,49.0632,0.0017,1.8201,2.8246,1775956268678874776,0
ecgclass,5,1,11.7936,11.8457,52.1441,52.1441,49.3859,48.1948,0.0018,1.8272,2.7582,1775956269145591540,0
ecgclass,5,1,12.4585,12.5113,52.7658,52.7658,50.0277,48.9037,0.0018,1.7941,2.7382,1775956269810502034,0
ecgclass,5,1,16.5365,16.5897,53.1712,53.1712,50.3705,49.156,0.0017,1.8153,2.8006,1775956273888502999,0
ecgclass,5,1,18.0924,18.1571,64.7466,64.7466,61.9172,59.8573,0.0034,1.8017,2.8295,1775956275444356769,0
ecgclass,5,1,19.0842,19.1446,60.3428,60.3428,57.5282,55.4803,0.0031,1.7977,2.8146,1775956276436220276,0
ecgclass,5,1,21.0897,21.154,64.2793,64.2793,61.4368,59.2977,0.0032,1.8241,2.8425,1775956278441728097,0
ecgclass,5,1,22.0901,22.1544,64.265,64.265,61.4441,59.3286,0.0032,1.7872,2.8209,1775956279442093233,0
ecgclass,5,1,23.2517,23.3062,54.4786,54.4786,51.6595,50.0126,0.002,1.8494,2.8192,1775956280603709502,0
ecgclass,5,1,23.9049,23.9587,53.7164,53.7164,51.0117,49.8172,0.0018,1.7431,2.7047,1775956281256863813,0
ecgclass,5,1,23.9959,24.0479,51.98,51.98,49.3374,48.2451,0.0017,1.6775,2.6426,1775956281347745294,0
ecgclass,5,1,25.3293,25.3825,53.1189,53.1189,50.3016,49.0872,0.0018,1.8227,2.8174,1775956282681342833,0
ecgclass,5,1,26.5969,26.6645,67.6572,67.6572,64.7515,62.7028,0.0035,1.8055,2.9057,1775956283948875165,0
ecgclass,5,1,27.8279,27.8809,52.9695,52.9695,50.2366,49.0695,0.0019,1.7738,2.7329,1775956285179854699,0
ecgclass,5,1,28.3425,28.3956,53.0677,53.0677,50.3089,49.1113,0.0019,1.812,2.7588,1775956285694506504,0
ecgclass,5,1,32.2987,32.3517,53.0112,53.0112,50.114,48.9622,0.0019,1.9042,2.8971,1775956289650757872,0
ecgclass,5,1,32.6822,32.7354,53.1628,53.1628,50.4189,49.1987,0.0019,1.7447,2.7439,1775956290034123839,0
ecgclass,5,1,34.181,34.2341,53.1199,53.1199,50.4091,49.1323,0.0017,1.7557,2.7108,1775956291532940141,0
ecgclass,5,1,35.901,35.9554,54.4088,54.4088,51.7283,50.0053,0.0019,1.7531,2.6805,1775956293252913083,0
ecgclass,5,1,36.8945,36.9486,54.1298,54.1298,51.2866,50.0507,0.0018,1.8444,2.8432,1775956294246542150,0
ecgclass,5,1,37.4383,37.4923,53.9465,53.9465,51.2207,49.9789,0.0019,1.7433,2.7258,1775956294790245482,0
ecgclass,5,1,38.7237,38.7776,53.9613,53.9613,51.1411,49.9568,0.0019,1.8253,2.8202,1775956296075694461,0
ecgclass,5,1,39.1142,39.1947,80.5764,80.5764,77.7288,75.6798,0.0034,1.7667,2.8476,1775956296466117807,0
ecgclass,5,1,39.5863,39.6494,63.0982,63.0982,60.2516,58.2177,0.0031,1.8413,2.8466,1775956296938363399,0
ecgclass,5,1,40.5305,40.5854,54.8885,54.8885,52.1491,50.9696,0.002,1.8053,2.7394,1775956297882493681,0
ecgclass,5,1,42.5295,42.5906,61.0468,61.0468,58.3611,57.1337,0.0019,1.7858,2.6857,1775956299881499686,0
ecgclass,5,1,42.5464,42.6397,93.3716,93.3716,48.4364,47.3239,0.0016,44.0204,44.9352,1775956299940571958,0
ecgclass,5,1,43.9272,43.9802,52.9683,52.9683,50.163,49.0228,0.0017,1.8177,2.8052,1775956301279226484,0
ecgclass,5,1,44.0524,44.1036,51.1227,51.1227,48.4121,47.3262,0.0019,1.7424,2.7106,1775956301404375523,0
ecgclass,5,1,45.5752,45.627,51.7731,51.7731,49.0052,47.3547,0.0018,1.7967,2.7679,1775956302927215064,0
ecgclass,5,1,48.3549,48.4063,51.4162,51.4162,48.6613,47.5504,0.0018,1.7788,2.7549,1775956305706883137,0
ecgclass,5,1,48.907,48.9588,51.7783,51.7783,48.9939,47.907,0.0016,1.8206,2.7844,1775956306259030602,0
ecgclass,5,1,49.929,49.981,51.9955,51.9955,49.2474,48.0377,0.0019,1.7674,2.7482,1775956307280919066,0
ecgclass,5,1,50.8831,50.9358,52.7854,52.7854,50.0141,48.8988,0.0018,1.7724,2.7713,1775956308235008697,0
ecgclass,5,1,51.2453,51.2981,52.7904,52.7904,50.0457,48.9087,0.0019,1.8127,2.7447,1775956308597342530,0
ecgclass,5,1,52.4024,52.4553,52.911,52.911,50.163,49.0147,0.0017,1.7996,2.748,1775956309754413032,0
ecgclass,5,1,54.9891,55.0421,53.0295,53.0295,50.2483,49.1253,0.0019,1.8234,2.7813,1775956312341082299,0
ecgclass,5,1,55.8421,55.896,53.9439,53.9439,51.1664,49.9613,0.0019,1.7886,2.7774,1775956313194053165,0
ecgclass,5,1,55.9613,56.0151,53.8309,53.8309,51.1466,50.011,0.0019,1.7045,2.6842,1775956313313166500,0
ecgclass,5,1,56.4327,56.4862,53.4544,53.4544,50.6833,48.9621,0.0019,1.8203,2.7711,1775956313784718363,0
ecgclass,5,1,57.3212,57.374,52.81,52.81,50.0992,48.9711,0.0018,1.7283,2.7107,1775956314673103197,0
ecgclass,5,1,57.9307,57.9848,54.0688,54.0688,51.2138,49.9556,0.0017,1.8446,2.855,1775956315282771739,0
ecgclass,5,1,58.3724,58.4263,53.9033,53.9033,51.104,49.9133,0.0018,1.821,2.7994,1775956315724394295,0
ecgclass,5,1,58.907,58.9944,87.4681,87.4681,84.6734,82.5466,0.0033,1.7836,2.7947,1775956316258929851,0
