task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,no_sharing,0.0001,283.2446,272.368,192.5624,0.0021,79.4924,2.1205,10.8766
nyudepth,no_sharing,0.0619,514.1237,290.4228,23.0987,0.0016,53.4194,219.0006,223.7009
nyudepth,no_sharing,0.1195,478.0595,290.4228,23.0987,0.0016,53.4194,161.4544,187.6368
nyudepth,no_sharing,0.1784,419.1124,290.4228,23.0987,0.0016,53.4194,102.5026,128.6897
nyudepth,no_sharing,0.1862,424.6447,290.4228,23.0987,0.0016,53.4194,94.7759,134.2219
nyudepth,no_sharing,0.1882,422.6077,290.4228,23.0987,0.0016,53.4194,92.7351,132.1849
nyudepth,no_sharing,0.2242,641.5887,252.3363,7.2003,0.0014,48.9888,370.7497,389.2524
nyudepth,no_sharing,0.2595,606.2357,252.3363,7.2003,0.0014,48.9888,335.3906,353.8994
nyudepth,no_sharing,0.3379,527.8881,252.3363,7.2003,0.0014,48.9888,257.0314,275.5518
nyudepth,no_sharing,0.3391,531.2977,252.3363,7.2003,0.0014,48.9888,255.8272,278.9614
nyudepth,no_sharing,0.3657,504.741,252.3363,7.2003,0.0014,48.9888,229.2662,252.4047
nyudepth,no_sharing,0.3673,771.5442,257.3629,4.5149,0.0011,50.5286,491.1685,514.1813
nyudepth,no_sharing,0.3943,744.5703,257.3629,4.5149,0.0011,50.5286,464.1905,487.2074
nyudepth,no_sharing,0.4383,700.5455,257.3629,4.5149,0.0011,50.5286,420.1624,443.1826
nyudepth,no_sharing,0.4475,691.3893,257.3629,4.5149,0.0011,50.5286,411.0031,434.0264
nyudepth,no_sharing,0.4782,660.708,257.3629,4.5149,0.0011,50.5286,380.3177,403.345
nyudepth,no_sharing,0.4819,909.9405,256.331,4.9226,0.0015,50.2387,643.3032,653.6095
nyudepth,no_sharing,0.4847,921.4056,256.331,4.9226,0.0015,50.2387,640.4703,665.0745
nyudepth,no_sharing,0.4924,913.7111,256.331,4.9226,0.0015,50.2387,632.7665,657.3801
nyudepth,no_sharing,0.5152,890.976,256.331,4.9226,0.0015,50.2387,610.0235,634.6449
nyudepth,no_sharing,0.5252,880.9688,256.331,4.9226,0.0015,50.2387,600.0035,624.6378
nyudepth,no_sharing,0.5574,1098.4626,256.9247,4.7539,0.0013,50.3931,834.4021,841.5379
nyudepth,no_sharing,0.5617,1108.2087,256.9247,4.7539,0.0013,50.3931,830.1778,851.284
nyudepth,no_sharing,0.6108,1059.0706,256.9247,4.7539,0.0013,50.3931,781.0209,802.1459
nyudepth,no_sharing,0.6391,1030.7674,256.9247,4.7539,0.0013,50.3931,752.7113,773.8428
nyudepth,no_sharing,0.6549,1017.2932,256.9247,4.7539,0.0013,50.3931,736.9094,760.3686
nyudepth,no_sharing,0.6658,1248.322,251.3835,4.6583,0.0012,49.3074,992.9173,996.9385
nyudepth,no_sharing,0.6771,1241.9336,251.3835,4.6583,0.0012,49.3074,981.5865,990.5501
nyudepth,no_sharing,0.6792,1249.1612,251.3835,4.6583,0.0012,49.3074,979.4464,997.7778
nyudepth,no_sharing,0.6828,1254.6082,251.3835,4.6583,0.0012,49.3074,975.8286,1003.2247
nyudepth,no_sharing,0.7003,1237.1898,251.3835,4.6583,0.0012,49.3074,958.4,985.8063
nyudepth,no_sharing,0.7096,1480.9067,255.3222,4.7339,0.0014,50.0753,1212.8935,1225.5845
nyudepth,no_sharing,0.7415,1449.0428,255.3222,4.7339,0.0014,50.0753,1181.0195,1193.7206
nyudepth,no_sharing,0.7599,1447.5527,255.3222,4.7339,0.0014,50.0753,1162.6441,1192.2304
nyudepth,no_sharing,0.7658,1441.6695,255.3222,4.7339,0.0014,50.0753,1156.7531,1186.3472
nyudepth,no_sharing,0.7778,1432.2481,255.3222,4.7339,0.0014,50.0753,1144.7217,1176.9259
nyudepth,no_sharing,0.7927,1672.3382,254.627,4.7983,0.0013,49.9142,1404.3031,1417.7112
nyudepth,no_sharing,0.8018,1663.2235,254.627,4.7983,0.0013,49.9142,1395.1805,1408.5965
nyudepth,no_sharing,0.81,1666.3888,254.627,4.7983,0.0013,49.9142,1386.9822,1411.7617
nyudepth,no_sharing,0.8316,1644.8746,254.627,4.7983,0.0013,49.9142,1365.4597,1390.2475
nyudepth,no_sharing,0.8391,1637.3272,254.627,4.7983,0.0013,49.9142,1357.9037,1382.7002
nyudepth,no_sharing,0.8724,1853.3034,257.6143,6.0265,0.0012,50.2757,1589.7233,1595.6892
nyudepth,no_sharing,0.9072,1827.8966,257.6143,6.0265,0.0012,50.2757,1554.9419,1570.2823
nyudepth,no_sharing,0.9351,1800.0567,257.6143,6.0265,0.0012,50.2757,1527.0979,1542.4424
nyudepth,no_sharing,0.9355,1808.6715,257.6143,6.0265,0.0012,50.2757,1526.638,1551.0572
nyudepth,no_sharing,0.9645,1779.6731,257.6143,6.0265,0.0012,50.2757,1497.6323,1522.0588
nyudepth,no_sharing,0.9993,1990.1271,254.6883,4.4941,0.0013,49.9967,1731.3159,1735.4388
nyudepth,no_sharing,1.0265,1965.2343,254.6883,4.4941,0.0013,49.9967,1704.0434,1710.546
nyudepth,no_sharing,1.0963,1903.2447,254.6883,4.4941,0.0013,49.9967,1634.3102,1648.5565
nyudepth,no_sharing,1.0963,1903.2359,254.6883,4.4941,0.0013,49.9967,1634.294,1648.5477
nyudepth,no_sharing,1.0963,1914.5565,254.6883,4.4941,0.0013,49.9967,1634.2897,1659.8683
