task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing_tpc,589,0.9983,86.859,76.709,118.275,156.049,81.05,79.438,0.002,0.91,4.846,5.809
gestureclass,no_sharing_tpc,621,1.0525,74.581,61.345,113.402,159.23,68.574,67.17,0.002,0.756,5.085,6.007
