task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,5,1,0.0001,0.3494,349.2787,349.2787,323.9931,266.6437,0.0033,56.7339,5.7642,25.2856,1775533183976682621,0
nyudepth,5,1,0.3494,0.3866,37.2117,37.2117,16.6393,15.3908,0.0024,0.8121,5.1515,20.5723,1775533184325374050,0
nyudepth,5,1,0.3866,0.4213,34.6467,34.6467,16.4328,15.2985,0.0019,0.7657,4.0374,18.2139,1775533184361493689,0
nyudepth,5,1,0.4213,0.4563,34.9483,34.9483,15.5877,14.4898,0.002,0.7596,4.1616,19.3606,1775533184396286475,0
nyudepth,5,1,0.4563,0.4906,34.3502,34.3502,15.9283,14.851,0.0018,0.7505,4.0014,18.4219,1775533184431094876,0
nyudepth,5,1,0.4907,0.5244,33.7853,33.7853,15.4704,14.363,0.0016,0.7684,4.1168,18.3149,1775533184465581103,0
nyudepth,5,1,0.5245,0.5586,34.0912,34.0912,15.7608,14.667,0.002,0.7547,3.9866,18.3304,1775533184499257545,0
nyudepth,5,1,0.5586,0.5931,34.5688,34.5688,16.2264,15.0776,0.002,0.7959,4.0629,18.3424,1775533184533444746,0
nyudepth,5,1,0.5932,0.6282,35.0273,35.0273,16.7727,15.542,0.002,0.8055,3.9296,18.2545,1775533184567900683,0
nyudepth,5,1,0.6282,0.6645,36.2792,36.2792,17.5847,16.3344,0.0021,0.8532,4.1845,18.6945,1775533184603201521,0
nyudepth,5,1,0.6645,0.7006,36.113,36.113,17.9606,16.3434,0.0018,0.8703,3.8328,18.1524,1775533184639147993,0
nyudepth,5,1,0.7006,0.7368,36.1941,36.1941,18.0856,16.7864,0.002,0.8925,4.0238,18.1084,1775533184675471685,0
nyudepth,5,1,0.7369,0.774,37.1644,37.1644,18.1256,16.8233,0.0021,0.8968,3.9067,19.0388,1775533184711568945,0
nyudepth,5,1,0.774,0.8103,36.2148,36.2148,17.7339,16.4576,0.002,0.8535,3.9721,18.4809,1775533184748818788,0
nyudepth,5,1,0.8103,0.8454,35.1083,35.1083,17.6546,16.3868,0.0021,0.8625,3.372,17.4537,1775533184784453418,0
nyudepth,5,1,0.8454,0.8811,35.708,35.708,17.6923,16.3865,0.0021,0.8782,3.7072,18.0157,1775533184819916094,0
nyudepth,5,1,0.8811,0.9163,35.1815,35.1815,17.5465,16.2812,0.0021,0.8676,3.6147,17.6351,1775533184855550333,0
nyudepth,5,1,0.9163,0.9522,35.8722,35.8722,17.5597,16.3151,0.0021,0.8495,4.035,18.3125,1775533184891171486,0
nyudepth,5,1,0.9522,0.9884,36.2139,36.2139,18.1841,16.4384,0.0023,1.3497,3.756,18.0298,1775533184926785127,0
nyudepth,5,1,0.9885,1.023,34.5559,34.5559,17.5037,16.2596,0.0018,0.849,4.1056,17.0522,1775533184963367711,0
