model_name,dataset_name,device,num_samples,mae,rmse,mase,scaled_crps,smape,total_inference_time_sec,average_latency_ms,model_load_duration_sec,gpu_load_memory_mb,avg_cpu_usage_percent,avg_cpu_memory_usage_mb,avg_gpu_usage_percent,avg_gpu_memory_usage_mb
Salesforce/moirai-1.0-R-base,m3_yearly,NVIDIA A100-SXM4-80GB,645,1504.5021409054552,1664.5685251250832,4.610208728597758,0.1999535003824137,0.1098632812936102,865.5783071517944,0.3327882128246056,1.8337195460917428,806.0625,4.7627906976744425,472.90697674418607,14.525581395348835,112.0
Salesforce/moirai-1.0-R-large,m3_yearly,NVIDIA A100-SXM4-80GB,645,3772.5242951862606,6843.413025757828,149.88033875248468,0.1963399758641291,0.1128719988886642,995.15758061409,0.530213447137873,4.031874531996436,1716.0625,5.917364341085316,536.0527131782945,27.80775193798449,112.0
Salesforce/moirai-1.0-R-small,m3_quarterly,NVIDIA A100-SXM4-80GB,756,695.1342091578989,827.9381653143616,1.8004269510898845,0.1053555832211622,0.0639919483545593,859.4365563392639,0.1298462403482368,0.8395276400260627,488.8125,1.4513227513227545,511.7974537037037,2.130952380952381,112.0
Salesforce/moirai-1.0-R-base,m3_quarterly,NVIDIA A100-SXM4-80GB,756,581.1160824838047,682.2113240470977,1.421488784124308,0.0874187871720116,0.0550519831103837,908.4634096622468,0.1922778497267115,2.6721779350191355,804.8125,2.0702380952380883,474.3252314814815,6.476190476190476,112.0
Salesforce/moirai-1.0-R-large,m3_quarterly,NVIDIA A100-SXM4-80GB,756,580.0826808947979,683.5641849950989,1.4310401363760328,0.0864791237441691,0.0548419217208384,999.715262889862,0.3086535752961589,5.919294481049292,1714.8125,1.9633597883598088,523.4768518518518,24.21957671957672,112.0
Salesforce/moirai-1.0-R-small,m3_monthly,NVIDIA A100-SXM4-80GB,1428,788.4333014641194,939.8693305550617,1.0959385301839208,0.1259072924287424,0.0872536175977985,1622.8571984767914,0.1306268703046545,0.957516063004732,488.8125,1.9350840336134825,512.4675245098039,2.046218487394958,112.0
Salesforce/moirai-1.0-R-base,m3_monthly,NVIDIA A100-SXM4-80GB,1428,726.9307721610749,869.1011906188176,1.0239187158225096,0.1146176798243185,0.0808536738629376,1706.3795685768127,0.1886546906957426,1.5801978580420837,804.8125,1.9348039215686683,475.3308823529412,6.675070028011205,112.0
Salesforce/moirai-1.0-R-large,m3_monthly,NVIDIA A100-SXM4-80GB,1428,744.0351496115034,892.2624342495955,1.040104683650913,0.116601202861679,0.081699503906107,1885.031889677048,0.3126714114882854,3.02446762600448,1714.8125,1.975630252100846,524.9528186274509,24.271008403361343,112.0
Salesforce/moirai-1.0-R-small,m3_other,NVIDIA A100-SXM4-80GB,174,215.9353882747957,255.5306360562037,0.8039416854133755,0.0468409468261452,0.0239658054976169,199.80397367477417,0.1314532842752042,1.1320311150047928,488.8125,1.9965517241379305,522.8627873563219,1.827586206896552,112.0
Salesforce/moirai-1.0-R-base,m3_other,NVIDIA A100-SXM4-80GB,174,226.98046402517733,284.72045623295026,0.9642281310314856,0.039947823693849,0.0244975594999627,210.7574775218964,0.1923736723309821,1.4832767229527235,804.8125,1.9925287356321848,486.5704022988506,6.896551724137931,112.0
Salesforce/moirai-1.0-R-large,m3_other,NVIDIA A100-SXM4-80GB,174,251.54403773151265,284.8825151273952,1.105016183156209,0.0415148973090274,0.029595622345007,232.90655660629272,0.3108045807745222,3.0166448750533164,1714.8125,2.017241379310344,521.8821839080459,24.517241379310345,112.0
Salesforce/moirai-1.0-R-small,m4_yearly,NVIDIA A100-SXM4-80GB,22974,1094.3995219765163,1250.2998801045535,4.378679187521064,0.1607277705402671,0.0919643680780597,26096.55210781097,0.1312145064666392,0.8870734249940142,488.8125,3.498981457300242,553.6959552102377,2.0726473404718377,112.0
Salesforce/moirai-1.0-R-small,tourism_yearly,NVIDIA A100-SXM4-80GB,518,97758.1000380784,114697.17113046114,3.438105914039272,0.2149614494355254,0.1540463387564384,591.1507475376129,0.1318326335001204,1.2293204839807004,488.8125,3.622779922779896,510.8783783783784,1.8667953667953667,112.0
Salesforce/moirai-1.0-R-base,tourism_yearly,NVIDIA A100-SXM4-80GB,518,84473.43613598398,93398.98891996726,3.905350583449581,0.1626336751273,0.1531899347406639,622.0892059803009,0.1909876406030067,1.5009153770515695,804.8125,3.622200772200744,473.2804054054054,6.924710424710424,112.0
Salesforce/moirai-1.0-R-large,tourism_yearly,NVIDIA A100-SXM4-80GB,518,109863.30371816258,126522.6153818842,3.6277222887523535,0.1852070099491303,0.1502597757245937,686.022894859314,0.3114456031689488,3.0016584399854764,1714.8125,3.6231660231659975,518.2280405405405,24.13706563706564,112.0
Salesforce/moirai-1.0-R-small,tourism_quarterly,NVIDIA A100-SXM4-80GB,427,14775.492661733488,17625.974565605324,3.2483685931278985,0.1451856671690047,0.1391253014032621,487.25578451156616,0.1316822309033897,0.9735356329474598,488.8125,3.622014051522231,522.6618852459017,1.7494145199063231,112.0
Salesforce/moirai-1.0-R-base,tourism_quarterly,NVIDIA A100-SXM4-80GB,427,14430.761164103622,16764.07760846461,2.8602750289124144,0.132152623296841,0.1232721013486591,514.6647689342499,0.1945049131959262,1.514781799982302,804.8125,3.620843091334879,474.2663934426229,7.426229508196721,112.0
Salesforce/moirai-1.0-R-large,tourism_quarterly,NVIDIA A100-SXM4-80GB,427,11617.763733446129,13713.852720296283,2.4045418689956586,0.115334107813046,0.1110745714928837,565.2077505588531,0.3090379141986509,2.966501201037317,1714.8125,3.6257611241217647,523.2274590163935,24.40515222482436,112.0
Salesforce/moirai-1.0-R-small,tourism_monthly,NVIDIA A100-SXM4-80GB,366,3543.8072504830056,4535.984356105082,2.499310158103857,0.1741009340374691,0.143266821450996,418.6844708919525,0.1330813751336508,1.1446130090625957,488.8125,3.623497267759556,511.0765027322405,2.1557377049180326,112.0
Salesforce/moirai-1.0-R-base,tourism_monthly,NVIDIA A100-SXM4-80GB,366,2957.362025675474,3836.189225203913,2.0640703291595104,0.1441622958281709,0.1237378735712295,440.3723611831665,0.1911324952825105,1.5592885740334168,804.8125,3.6234972677595567,471.88080601092895,7.147540983606557,112.0
Salesforce/moirai-1.0-R-large,tourism_monthly,NVIDIA A100-SXM4-80GB,366,2645.616223225977,3400.1184365077133,1.8967024997041522,0.1433077688434207,0.11587745025176786,485.6133825778961,0.3107375262742175,2.999083493021317,1714.8125,3.6218579234972608,520.8473360655738,24.240437158469945,112.0
