model_name,dataset_name,device,num_samples,mae,rmse,mase,scaled_crps,smape,total_inference_time_sec,average_latency_ms,model_load_duration_sec,gpu_load_memory_mb,avg_cpu_usage_percent,avg_cpu_memory_usage_mb,avg_gpu_usage_percent,avg_gpu_memory_usage_mb
Salesforce/moirai-1.0-R-small,m1_yearly,NVIDIA A100-SXM4-80GB,181,145686.0377634547,158929.4895509653,4.915669254067897,0.1563735934128566,0.1152466207760209,223.96057844161987,0.2221402538115755,0.9347330270102248,490.0625,0.3961325966850825,510.6657458563536,4.502762430939226,112.0
Salesforce/moirai-1.0-R-base,m1_yearly,NVIDIA A100-SXM4-80GB,181,130067.2658007654,147551.63438844634,5.37654669924852,0.1267850662117771,0.1199933551611396,247.4816377162933,0.3331139409870877,4.384357561008073,806.0625,6.401657458563525,473.8314917127072,15.03867403314917,112.0
Salesforce/moirai-1.0-R-large,m1_yearly,NVIDIA A100-SXM4-80GB,181,147954.99608587346,163809.2333909804,32.02913501250826,0.1387467585503775,0.1366792767468864,282.3863046169281,0.5289622105205256,3.775031011900865,1716.0625,6.2911602209944695,520.2016574585635,27.92817679558011,112.0
Salesforce/moirai-1.0-R-small,m1_quarterly,NVIDIA A100-SXM4-80GB,203,3794.391530932996,4049.447403866133,2.2463546860235115,0.149039960339052,0.0987357475832009,253.18414545059204,0.2318735592092474,1.1464838159736246,490.0625,5.897536945812807,507.5394088669951,4.54679802955665,112.0
Salesforce/moirai-1.0-R-base,m1_quarterly,NVIDIA A100-SXM4-80GB,203,2671.586609972816,2958.3429706294355,2.068745456955718,0.1239051929754987,0.0913441325357013,274.39752316474915,0.3322382862754212,1.9716231089551,806.0625,6.017733990147786,472.1502463054187,15.261083743842365,112.0
Salesforce/moirai-1.0-R-large,m1_quarterly,NVIDIA A100-SXM4-80GB,203,3012.444390478492,3344.9187066828285,2.539158989805126,0.151894872387862,0.0981022583232569,315.6407618522644,0.5262406366376041,3.83723900699988,1716.0625,5.488177339901471,519.2733990147783,28.08374384236453,112.0
Salesforce/moirai-1.0-R-small,m1_monthly,NVIDIA A100-SXM4-80GB,617,2556.72989137328,2967.989577013229,1.4158055420938018,0.1963081468105832,0.0975461996383535,766.6461544036865,0.2340511278186304,1.1521885179681703,490.0625,5.998541329011358,513.5194489465154,5.192868719611021,112.0
Salesforce/moirai-1.0-R-base,m1_monthly,NVIDIA A100-SXM4-80GB,617,2468.0051894849657,2948.225428261312,1.3412356404431265,0.1913469234440312,0.0935631532072018,827.8035323619843,0.3320104621659822,1.8168745649745688,806.0625,6.228363047001607,476.2739059967585,14.508914100486225,112.0
Salesforce/moirai-1.0-R-large,m1_monthly,NVIDIA A100-SXM4-80GB,617,2357.303595430694,3618.5134151452576,16.686947658629258,0.1702576191717955,0.0935170891564935,952.4584529399872,0.5307047147125706,3.885049498057924,1716.0625,6.086385737439262,525.6442463533225,27.967585089141004,112.0
Salesforce/moirai-1.0-R-small,m3_yearly,NVIDIA A100-SXM4-80GB,645,1371.7161601125167,1565.310867200623,3.950788609663349,0.1880522719614783,0.1065415294087655,801.1871962547302,0.2338779232123606,1.152698449906893,490.0625,6.017829457364388,524.1503875968992,5.243410852713178,112.0
