task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,no_sharing,0.0001,295.3818,286.4799,205.695,0.0029,80.4931,2.8086,8.9019
nyudepth,no_sharing,0.1208,332.4597,155.0643,14.2016,0.0021,70.3515,172.0889,177.3954
nyudepth,no_sharing,0.2397,217.1204,155.0643,14.2016,0.0021,70.3515,53.1995,62.0561
nyudepth,no_sharing,0.3567,297.5297,196.684,57.9893,0.0027,46.1662,96.5776,100.8457
nyudepth,no_sharing,0.3713,285.2955,196.684,57.9893,0.0027,46.1662,82.0222,88.6115
nyudepth,no_sharing,0.3752,283.7179,196.684,57.9893,0.0027,46.1662,78.084,87.0339
nyudepth,no_sharing,0.4474,324.9137,112.4526,4.0158,0.002,54.1342,207.8495,212.4612
nyudepth,no_sharing,0.5179,256.701,112.4526,4.0158,0.002,54.1342,137.3124,144.2484
nyudepth,no_sharing,0.674,360.5351,250.6247,20.0059,0.0017,57.5993,101.6843,109.9104
nyudepth,no_sharing,0.6788,367.6536,250.6247,20.0059,0.0017,57.5993,96.9143,117.0289
nyudepth,no_sharing,0.731,315.4521,250.6247,20.0059,0.0017,57.5993,44.7087,64.8274
nyudepth,no_sharing,0.7346,311.9187,250.6247,20.0059,0.0017,57.5993,41.1723,61.294
nyudepth,no_sharing,0.792,616.8282,369.1935,68.8633,0.003,60.0229,243.6187,247.6347
nyudepth,no_sharing,0.8754,535.7206,369.1935,68.8633,0.003,60.0229,160.1644,166.5271
nyudepth,no_sharing,0.8952,520.5698,369.1935,68.8633,0.003,60.0229,140.3866,151.3763
nyudepth,no_sharing,0.9568,458.9846,369.1935,68.8633,0.003,60.0229,78.7947,89.7911
nyudepth,no_sharing,0.9644,453.8434,369.1935,68.8633,0.003,60.0229,71.1539,84.6498
nyudepth,no_sharing,0.9689,694.7653,245.8672,5.2026,0.0019,48.0957,444.8431,448.8981
nyudepth,no_sharing,0.9844,682.9576,245.8672,5.2026,0.0019,48.0957,429.3468,437.0904
nyudepth,no_sharing,1.0299,642.1158,245.8672,5.2026,0.0019,48.0957,383.8542,396.2486
nyudepth,no_sharing,1.0496,622.4234,245.8672,5.2026,0.0019,48.0957,364.1555,376.5562
nyudepth,no_sharing,1.1121,562.1607,245.8672,5.2026,0.0019,48.0957,301.5795,316.2935
nyudepth,no_sharing,1.1236,796.7191,246.417,4.6515,0.002,48.3098,546.1237,550.3021
nyudepth,no_sharing,1.2152,707.5005,246.417,4.6515,0.002,48.3098,454.546,461.0835
nyudepth,no_sharing,1.277,650.5144,246.417,4.6515,0.002,48.3098,392.7045,404.0974
nyudepth,no_sharing,1.3095,618.0162,246.417,4.6515,0.002,48.3098,360.1999,371.5992
nyudepth,no_sharing,1.3301,600.0419,246.417,4.6515,0.002,48.3098,339.6237,353.6249
nyudepth,no_sharing,1.3531,824.4357,248.0899,4.7366,0.0027,48.6254,572.1514,576.3458
nyudepth,no_sharing,1.3569,823.0217,248.0899,4.7366,0.0027,48.6254,568.3856,574.9318
nyudepth,no_sharing,1.3663,815.9347,248.0899,4.7366,0.0027,48.6254,558.9833,567.8448
nyudepth,no_sharing,1.4,787.6437,248.0899,4.7366,0.0027,48.6254,525.2995,539.5538
nyudepth,no_sharing,1.4196,768.0607,248.0899,4.7366,0.0027,48.6254,505.7113,519.9708
nyudepth,no_sharing,1.4825,946.1615,240.9543,5.7947,0.0035,46.9759,700.9668,705.2072
nyudepth,no_sharing,1.5181,912.8921,240.9543,5.7947,0.0035,46.9759,665.3714,671.9378
nyudepth,no_sharing,1.5302,908.5035,240.9543,5.7947,0.0035,46.9759,653.321,667.5493
