req_id,req_time,site_manager,device,backbone,task,site_manager_send_time,device_start_time,device_end_time,end_to_end_latency(ms),proc_time(ms),swap_time(ms),decoder_time(ms),pred,true
0,0.0,site2,10.100.20.52:8000,momentbase,ecgclass,1771703330.9327903,1771703330.9497306,1771703331.205382,276.41987800598145,235.741921,0.001012,19.838839,0.0,0.0
1,0.1001669449081803,site2,10.100.20.52:8000,momentbase,ecgclass,1771703330.93515,1771703331.2096205,1771703331.2196488,286.29493713378906,7.735319,0.000781,2.264843,0.0,0.0
2,0.2003338898163606,site2,10.100.20.52:8000,momentbase,ecgclass,1771703330.935273,1771703331.2215881,1771703331.2307513,297.06525802612305,6.641796,0.0006810000000000001,2.501853,0.0,0.0
3,0.3005008347245409,site2,10.100.20.52:8000,momentbase,ecgclass,1771703331.0150638,1771703331.2325053,1771703331.2416875,228.2412052154541,6.653124,0.000521,2.509344,0.0,0.0
4,0.4006677796327212,site2,10.100.20.52:8000,momentbase,ecgclass,1771703331.114815,1771703331.243402,1771703331.25258,139.4174098968506,6.669989,0.000531,2.4881819999999997,0.0,0.0
5,0.5008347245409015,site2,10.100.20.52:8000,momentbase,ecgclass,1771703331.2145946,1771703331.2543073,1771703331.263471,50.39644241333008,6.708328000000001,0.000721,2.437816,0.0,0.0
6,0.6010016694490818,site2,10.100.20.52:8000,momentbase,ecgclass,1771703331.3153343,1771703331.3167994,1771703331.3265347,12.97450065612793,7.408112,0.000772,2.303051,0.0,0.0
7,0.7011686143572621,site2,10.100.20.52:8000,momentbase,ecgclass,1771703331.4166965,1771703331.4184847,1771703331.42848,13.697624206542969,7.6683769999999996,0.001142,2.3005370000000003,0.0,0.0
8,0.8013355592654424,site2,10.100.20.52:8000,momentbase,ecgclass,1771703331.5158165,1771703331.5174897,1771703331.5274854,13.645648956298828,7.690751,0.000951,2.2783130000000003,0.0,0.0
9,0.9015025041736228,site2,10.100.20.52:8000,momentbase,ecgclass,1771703331.615919,1771703331.6177607,1771703331.6277518,13.779401779174805,7.692855,0.0012020000000000002,2.271242,0.0,0.0
10,1.001669449081803,site2,10.100.20.52:8000,momentbase,ecgclass,1771703331.7161553,1771703331.717899,1771703331.727924,13.75269889831543,7.648607,0.001462,2.349281,0.0,0.0
11,1.1018363939899833,site2,10.100.20.52:8000,momentbase,ecgclass,1771703331.816398,1771703331.8181298,1771703331.8281348,13.840198516845703,7.650971,0.000901,2.326958,0.0,0.0
12,1.2020033388981637,site2,10.100.20.52:8000,momentbase,ecgclass,1771703331.9166892,1771703331.9183612,1771703331.9283745,13.600349426269531,7.666114,0.0011510000000000001,2.3196060000000003,0.0,0.0
13,1.3021702838063438,site2,10.100.20.52:8000,momentbase,ecgclass,1771703332.0167572,1771703332.018485,1771703332.0284503,13.608455657958984,7.635167,0.0009220000000000001,2.304313,0.0,0.0
14,1.4023372287145242,site2,10.100.20.52:8000,momentbase,ecgclass,1771703332.1168282,1771703332.118586,1771703332.1285963,14.099597930908203,7.7035610000000005,0.001162,2.277562,0.0,0.0
15,1.5025041736227045,site2,10.100.20.52:8000,momentbase,ecgclass,1771703332.2163723,1771703332.2181227,1771703332.2281063,13.978958129882812,7.661597,0.000901,2.29521,0.0,0.0
16,1.6026711185308848,site2,10.100.20.52:8000,momentbase,ecgclass,1771703332.3168063,1771703332.318557,1771703332.328528,13.727426528930664,7.706094,0.001051,2.2381919999999997,0.0,0.0
17,1.7028380634390652,site2,10.100.20.52:8000,momentbase,ecgclass,1771703332.4169545,1771703332.4187431,1771703332.4287236,13.758420944213867,7.676259,0.001112,2.277603,0.0,0.0
18,1.8030050083472455,site2,10.100.20.52:8000,momentbase,ecgclass,1771703332.5171309,1771703332.5188148,1771703332.5288424,13.647794723510742,7.696601,0.000932,2.297473,0.0,0.0
19,1.9031719532554257,site2,10.100.20.52:8000,momentbase,ecgclass,1771703332.6171718,1771703332.6190126,1771703332.6289823,13.737678527832031,7.671973,0.000992,2.267518,0.0,0.0
20,2.003338898163606,site2,10.100.20.52:8000,momentbase,ecgclass,1771703332.717312,1771703332.7190576,1771703332.7290204,13.648033142089844,7.6633,0.000901,2.272755,0.0,0.0
21,2.1035058430717863,site2,10.100.20.52:8000,momentbase,ecgclass,1771703332.8173838,1771703332.8191555,1771703332.82915,13.707876205444336,7.650149,0.001102,2.317453,0.0,0.0
22,2.2036727879799667,site2,10.100.20.52:8000,momentbase,ecgclass,1771703332.9174805,1771703332.9193182,1771703332.929314,13.816356658935547,7.6719029999999995,0.001122,2.297132,0.0,0.0
23,2.303839732888147,site2,10.100.20.52:8000,momentbase,ecgclass,1771703333.0177412,1771703333.0194857,1771703333.029495,13.775110244750977,7.671272,0.001111,2.312545,0.0,0.0
24,2.4040066777963274,site2,10.100.20.52:8000,momentbase,ecgclass,1771703333.117962,1771703333.11974,1771703333.1297355,13.720989227294922,7.680195,0.000901,2.287547,0.0,0.0
25,2.5041736227045073,site2,10.100.20.52:8000,momentbase,ecgclass,1771703333.2180562,1771703333.2197318,1771703333.2298102,13.600349426269531,7.7249229999999995,0.001092,2.328751,0.0,0.0
26,2.6043405676126876,site2,10.100.20.52:8000,momentbase,ecgclass,1771703333.3200455,1771703333.3217661,1771703333.3317666,13.707637786865234,7.622408,0.001112,2.351695,0.0,0.0
27,2.704507512520868,site2,10.100.20.52:8000,momentbase,ecgclass,1771703333.4191868,1771703333.420852,1771703333.4308493,13.605833053588867,7.626403000000001,0.0009620000000000001,2.345195,0.0,0.0
28,2.8046744574290483,site2,10.100.20.52:8000,momentbase,ecgclass,1771703333.5192418,1771703333.5209467,1771703333.531022,13.76795768737793,7.752475,0.0009710000000000001,2.298033,0.0,0.0
29,2.9048414023372287,site2,10.100.20.52:8000,momentbase,ecgclass,1771703333.6193888,1771703333.6210966,1771703333.6310384,13.521671295166016,7.603889,0.001161,2.310632,0.0,0.0
30,3.005008347245409,site2,10.100.20.52:8000,momentbase,ecgclass,1771703333.7192683,1771703333.7208998,1771703333.7308984,13.439178466796875,7.633274,0.001161,2.339306,0.0,0.0
31,3.1051752921535893,site2,10.100.20.52:8000,momentbase,ecgclass,1771703333.8190556,1771703333.8207207,1771703333.8307598,13.609647750854492,7.727868,0.001072,2.285214,0.0,0.0
32,3.2053422370617697,site2,10.100.20.52:8000,momentbase,ecgclass,1771703333.921073,1771703333.9228375,1771703333.9328494,13.689994812011719,7.641867,0.000942,2.344414,0.0,0.0
