task,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms
nyudepth,no_sharing,0.0001,284.3087,275.5639,194.709,0.0019,80.5585,2.4183,8.7448
nyudepth,no_sharing,0.3015,37.7152,31.8589,4.5793,0.0013,27.1014,1.3795,5.8563
nyudepth,no_sharing,0.5935,59.7591,53.5363,4.0373,0.0012,49.2733,1.7178,6.2228
nyudepth,no_sharing,0.8913,33.114,27.5383,3.9606,0.0013,23.3772,1.5147,5.5757
nyudepth,no_sharing,0.9265,35.4402,29.9345,3.6095,0.0011,26.171,0.8101,5.5057
nyudepth,no_sharing,0.937,83.0581,56.1365,4.0626,0.0011,51.9289,22.5,26.9217
nyudepth,no_sharing,1.1182,34.0042,27.614,4.0556,0.001,23.3536,2.3589,6.3903
nyudepth,no_sharing,1.2965,32.8856,27.5622,4.0398,0.0013,23.31,1.3306,5.3234
nyudepth,no_sharing,1.6852,32.8519,27.6335,4.1184,0.0015,23.3059,1.2796,5.2184
nyudepth,no_sharing,1.6957,52.3639,28.3594,3.5176,0.0007,24.6926,20.0591,24.0044
nyudepth,no_sharing,1.8262,59.8412,54.7931,4.0835,0.0013,50.51,1.1942,5.048
nyudepth,no_sharing,1.8345,106.5872,51.6275,3.8236,0.001,47.6481,50.1008,54.9597
nyudepth,no_sharing,1.9707,40.8473,34.4382,4.115,0.0013,29.9099,2.4631,6.4091
nyudepth,no_sharing,2.1876,32.9876,27.6372,4.0729,0.0013,23.3643,1.3752,5.3504
nyudepth,no_sharing,2.2356,32.6183,27.7686,3.6967,0.0012,23.9019,0.906,4.8497
nyudepth,no_sharing,2.3895,33.0987,27.6148,4.0599,0.0011,23.3486,1.4191,5.4839
nyudepth,no_sharing,2.4092,49.9952,35.1106,4.0043,0.0011,30.9394,10.9851,14.8846
nyudepth,no_sharing,2.4202,94.0826,51.9681,3.6334,0.0008,48.1781,36.7529,42.1145
nyudepth,no_sharing,2.4603,85.1164,29.372,4.028,0.0014,25.1392,51.1248,55.7444
nyudepth,no_sharing,2.5721,47.7781,40.3022,3.8155,0.001,36.3223,2.5284,7.476
nyudepth,no_sharing,2.624,34.1358,29.2072,3.6593,0.0013,25.399,1.0014,4.9286
nyudepth,no_sharing,2.7796,65.7601,58.9697,4.0796,0.001,54.4392,2.5592,6.7904
