task,tpc_count,concurrency,send_elapsed_sec,complete_elapsed_sec,latency_ms,total_response_time_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns,worker_id
nyudepth,1,1,0.0001,2.1946,2194.5236,2194.5236,2181.1096,1517.1935,0.004,663.4718,6.3407,13.414,1775521988585073018,0
nyudepth,1,1,2.1946,2.2172,22.6021,22.6021,13.1727,12.4332,0.0032,0.4736,4.6194,9.4294,1775521990777885358,0
nyudepth,1,1,2.2172,2.5667,349.4554,349.4554,340.0607,339.1944,0.0032,0.49,4.4181,9.3946,1775521990800294689,0
nyudepth,1,1,2.5667,2.9166,349.9339,349.9339,340.6863,339.936,0.0034,0.4861,4.3213,9.2476,1775521991149663760,0
nyudepth,1,1,2.9166,3.2667,350.1179,350.1179,340.8993,340.1593,0.0028,0.4929,4.4041,9.2186,1775521991499689977,0
nyudepth,1,1,3.2667,3.6175,350.7373,350.7373,340.7322,339.7872,0.0034,0.5025,5.0097,10.0052,1775521991850424331,0
nyudepth,1,1,3.6175,3.9675,349.9897,349.9897,340.2863,339.3998,0.0027,0.4991,4.5719,9.7033,1775521992200733595,0
nyudepth,1,1,3.9675,4.3169,349.447,349.447,339.637,338.8369,0.003,0.5434,5.0216,9.8101,1775521992551182702,0
nyudepth,1,1,4.3169,4.6676,350.678,350.678,339.9658,339.1078,0.0032,0.5144,5.5964,10.7122,1775521992901213979,0
nyudepth,1,1,4.6676,5.0246,356.9758,356.9758,345.6361,344.7187,0.0033,0.5169,5.8141,11.3397,1775521993252119887,0
nyudepth,1,1,5.0246,5.3675,342.8974,342.8974,333.291,332.5086,0.004,0.4806,4.7932,9.6065,1775521993608084958,0
nyudepth,1,1,5.3675,5.7172,349.7279,349.7279,339.1069,338.3451,0.0032,0.5019,5.7507,10.6209,1775521993951949886,0
nyudepth,1,1,5.7173,6.0695,352.2525,352.2525,341.0991,340.0027,0.0039,0.7717,6.2406,11.1533,1775521994302179617,0
nyudepth,1,1,6.0695,6.4181,348.6099,348.6099,338.1004,337.1814,0.0034,0.525,5.4722,10.5095,1775521994653674293,0
nyudepth,1,1,6.4181,6.7677,349.5572,349.5572,338.7345,337.8232,0.0033,0.4868,5.8837,10.8226,1775521995002707101,0
nyudepth,1,1,6.7677,7.1182,350.5032,350.5032,338.7935,337.989,0.0043,0.5006,6.6278,11.7097,1775521995353026139,0
nyudepth,1,1,7.1182,7.4678,349.5483,349.5483,340.0999,339.3523,0.0029,0.5045,4.6456,9.4485,1775521995701556985,0
nyudepth,1,1,7.4678,7.8183,350.4624,350.4624,340.7341,339.8553,0.0035,0.5485,4.6988,9.7283,1775521996051169147,0
nyudepth,1,1,7.8183,8.1687,350.3895,350.3895,341.2309,340.2883,0.003,0.5169,4.2353,9.1586,1775521996401178158,0
nyudepth,1,1,8.1687,8.5182,349.5665,349.5665,340.2371,339.422,0.0028,0.4897,4.2639,9.3293,1775521996751606180,0
nyudepth,1,1,8.5182,8.8684,350.1146,350.1146,337.7521,336.892,0.0033,0.5297,7.3175,12.3625,1775521997104236084,0
nyudepth,1,1,8.8684,9.2188,350.4241,350.4241,339.9559,338.7454,0.0204,0.8131,5.626,10.4682,1775521997452669197,0
nyudepth,1,1,9.2188,9.5685,349.6706,349.6706,338.7699,337.9804,0.0036,0.4983,5.9407,10.9008,1775521997803418446,0
nyudepth,1,1,9.5685,9.9184,349.8728,349.8728,340.4427,339.6672,0.0035,0.5151,4.4632,9.4301,1775521998151621094,0
nyudepth,1,1,9.9184,10.2684,350.0602,350.0602,339.6251,338.7135,0.0028,0.6315,5.6348,10.4351,1775521998502675771,0
nyudepth,1,1,10.2684,10.6183,349.88,349.88,337.4725,336.6421,0.0024,0.5006,7.4208,12.4075,1775521998854535957,0
nyudepth,1,1,10.6183,10.9689,350.6091,350.6091,338.3843,337.5297,0.0027,0.5094,7.3473,12.2248,1775521999204351743,0
nyudepth,1,1,10.9689,11.3185,349.5848,349.5848,338.5862,337.799,0.0035,0.5293,6.074,10.9986,1775521999553697208,0
nyudepth,1,1,11.3185,11.6686,350.0922,350.0922,339.7919,338.9627,0.003,0.4766,5.3554,10.3002,1775521999902574203,0
nyudepth,1,1,11.6686,12.0193,350.6784,350.6784,340.0155,339.1935,0.003,0.5051,5.6541,10.6629,1775522000252975213,0
