task,slot,condition,elapsed_sec,latency_ms,server_exec_ms,server_proc_ms,server_swap_ms,server_decoder_ms,queue_wait_plus_rpc_ms,non_server_exec_overhead_ms,server_start_ns
ecgclass,slot_0:ecgclass,sharing,0.0001,36.3939,34.6447,33.8036,0.0015,0.5539,0.8554,1.7492,1776011566022291594
ecgclass,slot_0:ecgclass,sharing,0.4821,55.4681,52.6357,51.4701,0.0019,0.769,1.7202,2.8324,1776011566505178851
ecgclass,slot_0:ecgclass,sharing,0.9501,85.8247,82.9502,80.8798,0.0035,1.4564,1.7908,2.8746,1776011566973303503
ecgclass,slot_0:ecgclass,sharing,1.4265,64.7159,61.9034,60.5837,0.0021,0.8277,1.8289,2.8125,1776011567449731612
ecgclass,slot_0:ecgclass,sharing,1.4813,62.511,51.8869,50.6724,0.0018,0.7466,9.7179,10.624,1776011567512409764
ecgclass,slot_0:ecgclass,sharing,1.4995,89.498,44.7195,43.6633,0.0016,0.7092,43.9587,44.7785,1776011567564787693
ecgclass,slot_0:ecgclass,sharing,1.7893,56.5882,53.9835,52.7141,0.0018,0.7665,1.7445,2.6047,1776011567812445193
ecgclass,slot_0:ecgclass,sharing,2.0713,94.3723,91.5323,88.0022,0.0033,2.7766,1.7612,2.84,1776011568094442981
ecgclass,slot_0:ecgclass,sharing,2.6964,60.5211,57.8827,56.6308,0.0019,0.8282,1.7865,2.6384,1776011568719543819
ecgclass,slot_0:ecgclass,sharing,2.7122,92.4573,47.3798,46.2625,0.0018,0.7045,44.2977,45.0775,1776011568777851608
ecgclass,slot_0:ecgclass,sharing,2.9219,65.8715,63.3591,62.0861,0.0019,0.8344,1.6048,2.5124,1776011568944916750
ecgclass,slot_0:ecgclass,sharing,2.9367,101.1095,49.5868,48.4251,0.0019,0.7418,50.6501,51.5227,1776011569008718678
ecgclass,slot_0:ecgclass,sharing,3.1531,57.1537,54.7317,53.5422,0.0019,0.7628,1.5705,2.422,1776011569176040391
ecgclass,slot_0:ecgclass,sharing,3.4997,56.6449,53.9931,52.6715,0.0018,0.781,1.7886,2.6518,1776011569522871039
ecgclass,slot_0:ecgclass,sharing,3.5776,51.4591,49.0521,47.9391,0.0018,0.7442,1.5819,2.4069,1776011569600525792
ecgclass,slot_0:ecgclass,sharing,3.8234,57.4257,54.7954,53.5426,0.0018,0.7808,1.7278,2.6304,1776011569846494276
ecgclass,slot_0:ecgclass,sharing,3.8542,81.1477,53.7628,47.299,0.0019,3.0445,26.2637,27.3848,1776011569901830019
ecgclass,slot_0:ecgclass,sharing,3.872,63.3824,53.7628,47.299,0.0019,3.0445,8.4746,9.6195,1776011569901830019
ecgclass,slot_0:ecgclass,sharing,3.9352,49.9976,47.8593,46.0166,0.0019,1.4466,1.2314,2.1382,1776011569957787047
ecgclass,slot_0:ecgclass,sharing,4.1155,62.2416,59.8602,58.5213,0.0021,0.8948,1.4606,2.3813,1776011570138322043
ecgclass,slot_0:ecgclass,sharing,4.1979,50.2617,47.9886,46.8687,0.0016,0.7241,1.4112,2.2732,1776011570220734247
ecgclass,slot_0:ecgclass,sharing,4.4476,73.8671,71.4201,70.0282,0.0023,0.9146,1.5361,2.447,1776011570470491220
ecgclass,slot_0:ecgclass,sharing,4.4924,80.9464,51.4081,50.2243,0.0017,0.7331,28.7049,29.5383,1776011570542485867
ecgclass,slot_0:ecgclass,sharing,4.8618,56.0343,53.8089,52.6356,0.0018,0.772,1.3361,2.2255,1776011570884527078
ecgclass,slot_0:ecgclass,sharing,5.1052,56.4961,53.8996,52.641,0.0019,0.7829,1.7025,2.5965,1776011571128285356
ecgclass,slot_0:ecgclass,sharing,5.237,56.2327,53.8812,52.5954,0.0019,0.7672,1.4782,2.3515,1776011571259804105
ecgclass,slot_0:ecgclass,sharing,5.3204,52.1028,49.7668,48.5808,0.0017,0.7402,1.4901,2.3361,1776011571343261839
ecgclass,slot_0:ecgclass,sharing,5.4107,49.9539,47.5268,46.413,0.0016,0.6777,1.5955,2.4271,1776011571433673517
ecgclass,slot_0:ecgclass,sharing,5.4264,82.231,47.5322,46.5945,0.0016,0.6319,33.8471,34.6988,1776011571481652826
ecgclass,slot_0:ecgclass,sharing,5.4618,85.8366,38.5962,37.2465,0.0015,0.5892,46.4149,47.2404,1776011571529615170
