task,condition,n_requests,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_server_exec_ms,avg_server_proc_ms,avg_server_swap_ms,avg_server_decoder_ms,avg_queue_wait_plus_rpc_ms,avg_non_server_exec_overhead_ms
ecgclass,no_sharing_tpc,1108,3.8207,33889.956,33586.846,57887.796,59618.005,8542.827,8537.365,0.008,0.022,25333.763,25347.129
gestureclass,no_sharing_tpc,2581,8.9,29702.526,29215.486,56517.86,58975.555,5672.803,5663.446,0.008,0.043,24016.958,24029.723
