batch_start_ns,observed_batch_size,send_time_rel_first
1775250056350076040,1,10.001094
1775250056382432788,3,10.001108
1775250056421022043,4,10.006089
1775250056459874909,5,10.018568
1775250056508154635,5,10.020591
1775250056546201884,4,10.0341
1775250056591675939,5,10.04134
1775250056633836528,5,10.063532
1775250056685281387,3,10.07812
1775250056723100287,6,10.089062
1775250056764081439,4,10.101522
1775250056818696410,4,10.103648
1775250056858441560,6,10.121224
1775250056905475443,5,10.126803
1775250056950529323,5,10.143082
1775250056977732475,5,10.148117
1775250057031995176,3,10.157478
1775250057066951710,7,10.16552
1775250057110561630,3,10.177237
1775250057148965838,4,10.182568
1775250057189538117,4,10.197871
1775250057232441778,4,10.20662
1775250057275439167,3,10.214744
1775250057307131961,5,10.222828
1775250057351354061,4,10.232598
1775250057387267554,5,10.238783
1775250057425743329,4,10.252427
1775250057462481340,5,10.281842
1775250057501191064,4,10.299623
1775250057553309928,4,10.321609
1775250057593712683,6,10.327797
1775250057621830980,4,10.339346
1775250057661269835,4,10.348501
1775250057702255787,4,10.356081
1775250057735783452,4,10.360514
1775250057776705840,3,10.382632
1775250057827750655,4,10.387355
1775250057873720590,5,10.394801
1775250057918051590,5,10.408461
1775250057963254342,5,10.420864
1775250058003333909,7,10.427261
1775250058047443220,4,10.432279
1775250058086228401,4,10.441519
1775250058125377021,4,10.443679
1775250058165453379,6,10.447704
1775250058199127116,3,10.462653
1775250058238070520,4,10.465267
1775250058288727653,4,10.475249
1775250058328472363,6,10.493258
1775250058361227194,4,10.511617
1775250058400804370,3,10.517007
1775250058445126269,4,10.519792
1775250058477625389,4,10.526877
1775250058517103837,4,10.53893
1775250058565069447,4,10.544329
1775250058608379922,6,10.555993
1775250058647957148,5,10.575767
1775250058698535615,6,10.5855
1775250058733175912,5,10.597024
1775250058755550254,4,10.608351
1775250058798435104,1,10.61221
1775250058832425568,4,10.617591
1775250058882325388,3,10.622835
1775250058925949469,6,10.630875
1775250058953397221,5,10.639462
1775250059005646196,3,10.647449
1775250059046998549,6,10.656448
1775250059093708615,5,10.666562
1775250059137447216,4,10.680429
1775250059171361893,6,10.697862
1775250059212516960,3,10.706559
1775250059256271792,4,10.714401
1775250059298315012,6,10.721383
1775250059343859052,5,10.736469
1775250059395501697,6,10.744071
1775250059429386232,5,10.768906
1775250059489170230,4,10.775214
1775250059540465156,5,10.779208
1775250059580850019,5,10.789446
1775250059622274748,5,10.801089
1775250059668197409,4,10.820702
1775250059695186843,5,10.828926
1775250059743873903,2,10.837339
1775250059785766361,5,10.845205
1775250059823612104,4,10.86203
1775250059869036464,4,10.870918
1775250059908930896,5,10.875765
1775250059962825657,5,10.884982
1775250060002876452,6,10.906957
1775250060054938572,5,10.920517
1775250060097268896,6,10.929225
1775250060127847207,4,10.941591
1775250060179708300,2,10.947782
1775250060226724912,7,10.954453
1775250060279323675,5,10.973524
1775250060311975998,4,10.983795
1775250060363704120,2,10.994894
1775250060407275537,7,11.006587
1775250060444022828,6,11.021069
1775250060480282890,4,11.034639
1775250060514159174,4,11.044141
1775250060566821333,2,11.050622
1775250060606518939,6,11.054225
1775250060656408749,5,11.063395
1775250060697609509,6,11.078773
1775250060739021277,4,11.084988
1775250060791864431,4,11.092447
1775250060825041667,7,11.100844
