task,n_requests,throughput_rps,avg_latency_ms
weatherfore,345,34.5,29.041323705535866
diasbp,345,34.5,29.04420692500645
sysbp,345,34.5,29.044625275106966
ecgclass,345,34.5,29.04623996169455
etth1fore,345,34.5,29.044064242338788
gestureclass,345,34.5,29.046836961060762
eclfore,345,34.5,29.044879034863435
heartrate,345,34.5,29.045849190889925
trafficfore,345,34.5,29.044784832259882
exchangefore,345,34.5,29.04548112950895
