task,send_time_s,latency_ms
gestureclass,0.0002,398.532
gestureclass,0.0685,371.716
gestureclass,0.0828,402.867
gestureclass,0.0972,433.657
gestureclass,0.0985,475.834
gestureclass,0.1310,487.169
gestureclass,0.2016,459.586
gestureclass,0.2155,489.851
gestureclass,0.2472,503.509
gestureclass,0.2473,547.943
gestureclass,0.3945,444.331
gestureclass,0.3969,485.135
gestureclass,0.4273,497.066
gestureclass,0.4286,539.673
gestureclass,0.4352,578.262
gestureclass,0.4429,614.933
gestureclass,0.4645,637.101
gestureclass,0.4659,678.253
gestureclass,0.4743,712.368
gestureclass,0.4801,748.881
gestureclass,0.4822,791.038
gestureclass,0.5156,802.121
gestureclass,0.5253,837.299
gestureclass,0.5276,878.647
gestureclass,0.5385,911.820
gestureclass,0.5428,950.234
gestureclass,0.5429,994.236
gestureclass,0.5452,1036.609
gestureclass,0.5688,1057.285
gestureclass,0.5689,1101.486
gestureclass,0.5778,1136.197
gestureclass,0.5927,1165.202
gestureclass,0.5986,1201.874
gestureclass,0.6155,1229.162
gestureclass,0.6516,1238.715
gestureclass,0.6633,1270.345
gestureclass,0.6757,1301.369
gestureclass,0.6781,1341.137
gestureclass,0.6911,1371.073
gestureclass,0.7371,1368.417
gestureclass,0.7490,1401.130
gestureclass,0.7633,1431.471
gestureclass,0.8224,1416.891
gestureclass,0.8288,1453.962
gestureclass,0.8301,1496.612
gestureclass,0.8716,1499.788
gestureclass,0.8861,1529.978
gestureclass,0.8885,1572.609
gestureclass,0.8908,1613.815
gestureclass,0.9033,1644.509
gestureclass,0.9349,1657.647
gestureclass,0.9352,1702.383
gestureclass,0.9375,1744.423
gestureclass,0.9390,1786.674
gestureclass,0.9423,1826.585
gestureclass,0.9630,1850.308
gestureclass,0.9643,1893.830
gestureclass,1.0024,1900.518
gestureclass,1.0520,1894.495
gestureclass,1.1526,1838.654
gestureclass,1.1527,1881.449
gestureclass,1.1570,1920.785
gestureclass,1.1717,1952.121
gestureclass,1.1730,1994.256
gestureclass,1.2549,1955.372
gestureclass,1.3224,1931.515
gestureclass,1.3370,1961.150
gestureclass,1.3763,1964.754
gestureclass,1.4172,1969.362
gestureclass,1.4330,1998.637
gestureclass,1.4427,2033.025
gestureclass,1.4824,2037.562
gestureclass,1.4942,2069.091
gestureclass,1.5442,2063.623
gestureclass,1.5638,2089.415
gestureclass,1.5778,2120.347
gestureclass,1.5884,2153.416
gestureclass,1.5951,2190.375
gestureclass,1.5993,2229.528
gestureclass,1.5994,2274.534
gestureclass,1.6057,2313.013
gestureclass,1.6058,2356.394
gestureclass,1.6113,2395.543
gestureclass,1.6775,2372.266
gestureclass,1.7261,2366.481
gestureclass,1.7751,2361.669
gestureclass,1.7831,2398.817
gestureclass,1.8427,2383.750
gestureclass,1.8652,2404.096
gestureclass,1.8666,2444.575
gestureclass,1.8720,2481.602
gestureclass,1.8935,2502.387
