task,send_time_s,latency_ms
ecgclass,0.0001,364.432
ecgclass,0.0346,367.789
ecgclass,0.0681,334.310
ecgclass,0.1028,337.894
ecgclass,0.1061,334.632
ecgclass,0.1073,378.660
ecgclass,0.1286,357.400
ecgclass,0.1484,382.235
ecgclass,0.1928,337.803
ecgclass,0.1942,380.423
ecgclass,0.2089,365.764
ecgclass,0.2102,407.650
ecgclass,0.2258,392.092
ecgclass,0.2507,410.466
ecgclass,0.2561,405.111
ecgclass,0.2735,431.822
ecgclass,0.2759,429.435
ecgclass,0.2773,473.639
ecgclass,0.2816,469.342
ecgclass,0.2960,498.916
ecgclass,0.3003,494.577
ecgclass,0.3197,519.237
ecgclass,0.3212,517.857
ecgclass,0.3485,533.236
ecgclass,0.3658,515.979
ecgclass,0.3743,549.989
ecgclass,0.3809,543.499
ecgclass,0.3874,580.892
ecgclass,0.3877,580.535
ecgclass,0.3911,622.152
ecgclass,0.4009,612.298
ecgclass,0.4066,651.182
ecgclass,0.4239,633.838
ecgclass,0.4339,667.302
ecgclass,0.4375,663.773
ecgclass,0.4443,699.793
ecgclass,0.4548,689.374
ecgclass,0.4584,727.918
ecgclass,0.4630,723.376
ecgclass,0.4757,753.276
ecgclass,0.4801,748.874
ecgclass,0.5001,772.819
ecgclass,0.5190,754.027
ecgclass,0.5340,784.229
ecgclass,0.5353,782.942
ecgclass,0.5515,811.052
ecgclass,0.5703,792.264
ecgclass,0.5881,818.367
ecgclass,0.5905,816.058
ecgclass,0.5950,854.841
ecgclass,0.5974,852.448
ecgclass,0.6029,890.175
ecgclass,0.6030,890.124
ecgclass,0.6052,931.659
ecgclass,0.6243,912.663
ecgclass,0.6814,900.807
ecgclass,0.6897,892.490
ecgclass,0.6933,933.026
ecgclass,0.6986,927.765
ecgclass,0.7040,966.173
ecgclass,0.7065,963.692
ecgclass,0.7218,992.737
ecgclass,0.7415,973.063
ecgclass,0.7632,994.489
ecgclass,0.8384,919.240
ecgclass,0.8692,930.910
ecgclass,0.8921,908.061
ecgclass,0.9067,937.804
ecgclass,0.9170,927.476
ecgclass,0.9171,972.839
ecgclass,0.9295,960.438
ecgclass,0.9388,994.866
ecgclass,0.9616,972.087
ecgclass,0.9894,987.203
ecgclass,0.9938,982.864
ecgclass,0.9951,1024.452
ecgclass,1.0077,1011.825
ecgclass,1.0446,1017.516
ecgclass,1.0565,1005.687
ecgclass,1.0870,1018.965
ecgclass,1.0974,1008.578
ecgclass,1.1157,1034.265
ecgclass,1.1201,1029.870
ecgclass,1.1224,1071.871
ecgclass,1.1247,1069.614
ecgclass,1.1260,1113.288
ecgclass,1.1262,1113.106
ecgclass,1.1513,1131.445
ecgclass,1.1572,1125.601
ecgclass,1.1634,1163.517
ecgclass,1.1762,1150.731
ecgclass,1.1795,1192.346
ecgclass,1.2068,1165.054
ecgclass,1.2263,1190.212
ecgclass,1.2301,1186.332
ecgclass,1.2325,1228.627
ecgclass,1.2398,1221.332
ecgclass,1.2441,1260.803
ecgclass,1.2454,1259.538
ecgclass,1.2526,1295.817
ecgclass,1.2854,1263.162
ecgclass,1.2997,1292.912
ecgclass,1.3436,1249.080
ecgclass,1.3728,1265.071
ecgclass,1.3887,1249.127
ecgclass,1.4147,1267.436
ecgclass,1.4256,1256.589
ecgclass,1.4404,1285.996
ecgclass,1.4460,1280.381
ecgclass,1.4493,1319.880
ecgclass,1.4796,1289.624
ecgclass,1.4823,1330.852
ecgclass,1.4848,1328.417
ecgclass,1.4891,1369.008
ecgclass,1.5025,1355.657
ecgclass,1.5087,1393.708
ecgclass,1.5190,1383.493
ecgclass,1.5496,1397.517
ecgclass,1.5715,1375.607
ecgclass,1.5884,1403.154
ecgclass,1.5908,1400.820
ecgclass,1.6081,1426.452
ecgclass,1.6136,1420.978
ecgclass,1.6158,1461.884
ecgclass,1.6211,1456.643
ecgclass,1.6223,1501.497
ecgclass,1.6365,1487.278
ecgclass,1.6510,1515.935
ecgclass,1.6533,1513.582
ecgclass,1.6546,1556.117
ecgclass,1.6938,1516.972
ecgclass,1.7051,1549.168
ecgclass,1.7258,1528.550
ecgclass,1.7315,1566.600
ecgclass,1.7550,1543.201
ecgclass,1.7785,1562.837
ecgclass,1.7798,1561.604
ecgclass,1.8588,1527.466
ecgclass,1.8667,1519.575
ecgclass,1.8873,1544.000
ecgclass,1.8902,1541.173
ecgclass,1.9043,1571.774
ecgclass,1.9086,1567.574
ecgclass,1.9314,1588.909
ecgclass,1.9388,1581.521
ecgclass,1.9491,1614.452
ecgclass,1.9574,1606.167
ecgclass,1.9679,1639.905
ecgclass,1.9744,1633.445
ecgclass,1.9832,1669.700
ecgclass,1.9833,1669.660
ecgclass,2.0066,1691.239
ecgclass,2.0420,1655.816
ecgclass,2.0503,1691.458
ecgclass,2.0996,1642.206
ecgclass,2.1019,1683.568
ecgclass,2.1411,1644.378
ecgclass,2.1468,1682.173
ecgclass,2.1563,1672.691
ecgclass,2.1906,1683.338
ecgclass,2.1930,1680.960
ecgclass,2.1959,1722.839
ecgclass,2.2152,1703.532
ecgclass,2.2288,1733.554
ecgclass,2.2330,1729.302
ecgclass,2.2390,1767.819
ecgclass,2.2505,1756.402
ecgclass,2.2779,1771.851
ecgclass,2.2823,1767.478
ecgclass,2.2929,1799.511
ecgclass,2.2984,1793.976
ecgclass,2.3027,1834.388
ecgclass,2.3331,1803.997
ecgclass,2.3414,1840.494
ecgclass,2.3603,1821.661
ecgclass,2.3648,1861.652
ecgclass,2.3670,1859.372
ecgclass,2.3831,1885.993
ecgclass,2.4037,1865.412
ecgclass,2.4176,1893.556
ecgclass,2.4342,1877.003
ecgclass,2.4485,1904.797
ecgclass,2.4642,1889.098
ecgclass,2.4970,1899.272
ecgclass,2.5368,1859.520
ecgclass,2.5471,1892.801
ecgclass,2.5471,1892.746
ecgclass,2.5677,1917.191
ecgclass,2.5796,1905.281
ecgclass,2.6147,1914.593
ecgclass,2.6291,1900.304
ecgclass,2.6314,1941.766
ecgclass,2.6480,1925.156
ecgclass,2.6543,1961.847
ecgclass,2.6565,1959.628
ecgclass,2.6599,1999.801
ecgclass,2.7103,1949.330
ecgclass,2.7157,1986.567
ecgclass,2.7190,1983.342
ecgclass,2.7252,2020.526
ecgclass,2.7557,1990.117
ecgclass,2.7705,2020.997
ecgclass,2.7739,2017.535
ecgclass,2.7740,2061.915
ecgclass,2.7805,2055.462
ecgclass,2.7819,2098.384
ecgclass,2.8113,2068.956
ecgclass,2.8129,2110.542
ecgclass,2.8236,2099.835
ecgclass,2.8380,2128.799
ecgclass,2.8783,2088.493
ecgclass,2.8826,2128.769
ecgclass,2.9071,2104.316
ecgclass,2.9179,2138.543
ecgclass,2.9433,2113.132
ecgclass,2.9483,2152.187
ecgclass,2.9527,2147.790
ecgclass,2.9569,2187.350
ecgclass,2.9713,2172.931
