regime,trial,seed,prefix_n,condition,placed_count,all_placed,first_failure_n,error
medium,0,1012345,1,fmaas,1,True,,
medium,0,1012345,1,no_sharing,1,True,,
medium,0,1012345,2,fmaas,2,True,,
medium,0,1012345,2,no_sharing,2,True,,
medium,0,1012345,3,fmaas,3,True,,
medium,0,1012345,3,no_sharing,3,True,,
medium,0,1012345,4,fmaas,4,True,,
medium,0,1012345,4,no_sharing,4,True,,
medium,0,1012345,5,fmaas,5,True,,
medium,0,1012345,5,no_sharing,5,True,,
medium,0,1012345,6,fmaas,6,True,,
medium,0,1012345,6,no_sharing,6,True,,
medium,0,1012345,7,fmaas,7,True,,
medium,0,1012345,7,no_sharing,7,True,,
medium,0,1012345,8,fmaas,8,True,,
medium,0,1012345,8,no_sharing,8,True,,
medium,0,1012345,9,fmaas,9,True,,
medium,0,1012345,9,no_sharing,9,True,,
medium,0,1012345,10,fmaas,10,True,,
medium,0,1012345,10,no_sharing,10,True,,
medium,0,1012345,11,fmaas,11,True,,
medium,0,1012345,11,no_sharing,11,True,,
medium,0,1012345,12,fmaas,12,True,,
medium,0,1012345,12,no_sharing,12,True,,
medium,0,1012345,13,fmaas,13,True,,
medium,0,1012345,13,no_sharing,13,True,,
medium,0,1012345,14,fmaas,14,True,,
medium,0,1012345,14,no_sharing,14,True,,
medium,0,1012345,15,fmaas,15,True,,
medium,0,1012345,15,no_sharing,15,True,,
medium,0,1012345,16,fmaas,16,True,,
medium,0,1012345,16,no_sharing,16,True,,
medium,0,1012345,17,fmaas,17,True,,
medium,0,1012345,17,no_sharing,17,True,,
medium,0,1012345,18,fmaas,18,True,,
medium,0,1012345,18,no_sharing,18,True,,
medium,0,1012345,19,fmaas,19,True,,
medium,0,1012345,19,no_sharing,19,True,,
medium,0,1012345,20,fmaas,20,True,,
medium,0,1012345,20,no_sharing,20,True,,
medium,0,1012345,21,fmaas,21,True,,
medium,0,1012345,21,no_sharing,21,True,,
medium,0,1012345,22,fmaas,22,True,,
medium,0,1012345,22,no_sharing,22,True,,
medium,0,1012345,23,fmaas,23,True,,
medium,0,1012345,23,no_sharing,23,True,,
medium,0,1012345,24,fmaas,24,True,,
medium,0,1012345,24,no_sharing,24,True,,
medium,0,1012345,25,fmaas,25,True,,
medium,0,1012345,25,no_sharing,25,True,,
medium,0,1012345,26,fmaas,26,True,,
medium,0,1012345,26,no_sharing,26,True,,
medium,0,1012345,27,fmaas,27,True,,
medium,0,1012345,27,no_sharing,27,True,,
medium,0,1012345,28,fmaas,28,True,,
medium,0,1012345,28,no_sharing,28,True,,
medium,0,1012345,29,fmaas,29,True,,
medium,0,1012345,29,no_sharing,29,True,,
medium,0,1012345,30,fmaas,30,True,,
medium,0,1012345,30,no_sharing,30,True,,
medium,0,1012345,31,fmaas,31,True,,
medium,0,1012345,31,no_sharing,31,True,,
medium,0,1012345,32,fmaas,32,True,,
medium,0,1012345,32,no_sharing,32,True,,
medium,0,1012345,33,fmaas,33,True,,
medium,0,1012345,33,no_sharing,33,True,,
medium,0,1012345,34,fmaas,34,True,,
medium,0,1012345,34,no_sharing,34,True,,
medium,0,1012345,35,fmaas,35,True,,
medium,0,1012345,35,no_sharing,35,True,,
medium,0,1012345,36,fmaas,36,True,,
medium,0,1012345,36,no_sharing,36,True,,
medium,0,1012345,37,fmaas,37,True,,
medium,0,1012345,37,no_sharing,37,True,,
medium,0,1012345,38,fmaas,38,True,,
medium,0,1012345,38,no_sharing,38,True,,
medium,0,1012345,39,fmaas,39,True,,
medium,0,1012345,39,no_sharing,39,True,,
medium,0,1012345,40,fmaas,40,True,,
medium,0,1012345,40,no_sharing,40,True,,
medium,0,1012345,41,fmaas,41,True,,
medium,0,1012345,41,no_sharing,41,True,,
medium,0,1012345,42,fmaas,42,True,,
medium,0,1012345,42,no_sharing,42,True,,
medium,0,1012345,43,fmaas,43,True,,
medium,0,1012345,43,no_sharing,43,True,,
medium,0,1012345,44,fmaas,44,True,,
medium,0,1012345,44,no_sharing,44,True,,
medium,0,1012345,45,fmaas,45,True,,
medium,0,1012345,45,no_sharing,45,True,,
medium,0,1012345,46,fmaas,46,True,,
medium,0,1012345,46,no_sharing,46,True,,
medium,0,1012345,47,fmaas,47,True,,
medium,0,1012345,47,no_sharing,47,True,,
medium,0,1012345,48,fmaas,48,True,,
medium,0,1012345,48,no_sharing,48,True,,
medium,0,1012345,49,fmaas,49,True,,
medium,0,1012345,49,no_sharing,49,True,,
medium,0,1012345,50,fmaas,50,True,,
medium,0,1012345,50,no_sharing,50,True,,
medium,0,1012345,51,fmaas,51,True,,
medium,0,1012345,51,no_sharing,51,True,,
medium,0,1012345,52,fmaas,52,True,,
medium,0,1012345,52,no_sharing,52,True,,
medium,0,1012345,53,fmaas,53,True,,
medium,0,1012345,53,no_sharing,53,True,,
medium,0,1012345,54,fmaas,54,True,,
medium,0,1012345,54,no_sharing,54,True,,
medium,0,1012345,55,fmaas,55,True,,
medium,0,1012345,55,no_sharing,55,True,,
medium,0,1012345,56,fmaas,56,True,,
medium,0,1012345,56,no_sharing,56,True,,
medium,0,1012345,57,fmaas,57,True,,
medium,0,1012345,57,no_sharing,57,True,,
medium,0,1012345,58,fmaas,58,True,,
medium,0,1012345,58,no_sharing,58,True,,
medium,0,1012345,59,fmaas,59,True,,
medium,0,1012345,59,no_sharing,59,True,,
medium,0,1012345,60,fmaas,60,True,,
medium,0,1012345,60,no_sharing,60,True,,
medium,0,1012345,61,fmaas,61,True,,
medium,0,1012345,61,no_sharing,61,True,,
medium,0,1012345,62,fmaas,62,True,,
medium,0,1012345,62,no_sharing,62,True,,
medium,0,1012345,63,fmaas,63,True,,
medium,0,1012345,63,no_sharing,63,True,,
medium,0,1012345,64,fmaas,64,True,,
medium,0,1012345,64,no_sharing,64,True,,
medium,0,1012345,65,fmaas,65,True,,
medium,0,1012345,65,no_sharing,65,True,,
medium,0,1012345,66,fmaas,66,True,,
medium,0,1012345,66,no_sharing,66,True,,
medium,0,1012345,67,fmaas,67,True,,
medium,0,1012345,67,no_sharing,67,True,,
medium,0,1012345,68,fmaas,68,True,,
medium,0,1012345,68,no_sharing,68,True,,
medium,0,1012345,69,fmaas,69,True,,
medium,0,1012345,69,no_sharing,69,True,,
medium,0,1012345,70,fmaas,70,True,,
medium,0,1012345,70,no_sharing,70,True,,
medium,0,1012345,71,fmaas,71,True,,
medium,0,1012345,71,no_sharing,71,True,,
medium,0,1012345,72,fmaas,72,True,,
medium,0,1012345,72,no_sharing,72,True,,
medium,0,1012345,73,fmaas,73,True,,
medium,0,1012345,73,no_sharing,73,True,,
medium,0,1012345,74,fmaas,74,True,,
medium,0,1012345,74,no_sharing,74,True,,
medium,0,1012345,75,fmaas,75,True,,
medium,0,1012345,75,no_sharing,75,True,,
medium,0,1012345,76,fmaas,76,True,,
medium,0,1012345,76,no_sharing,76,True,,
medium,0,1012345,77,fmaas,77,True,,
medium,0,1012345,77,no_sharing,77,True,,
medium,0,1012345,78,fmaas,78,True,,
medium,0,1012345,78,no_sharing,78,True,,
medium,0,1012345,79,fmaas,79,True,,
medium,0,1012345,79,no_sharing,79,True,,
medium,0,1012345,80,fmaas,80,True,,
medium,0,1012345,80,no_sharing,80,True,,
medium,0,1012345,81,fmaas,81,True,,
medium,0,1012345,81,no_sharing,81,True,,
medium,0,1012345,82,fmaas,82,True,,
medium,0,1012345,82,no_sharing,82,True,,
medium,0,1012345,83,fmaas,83,True,,
medium,0,1012345,83,no_sharing,83,True,,
medium,0,1012345,84,fmaas,84,True,,
medium,0,1012345,84,no_sharing,84,True,,
medium,0,1012345,85,fmaas,85,True,,
medium,0,1012345,85,no_sharing,85,True,,
medium,0,1012345,86,fmaas,86,True,,
medium,0,1012345,86,no_sharing,86,True,,
medium,0,1012345,87,fmaas,87,True,,
medium,0,1012345,87,no_sharing,87,True,,
medium,0,1012345,88,fmaas,88,True,,
medium,0,1012345,88,no_sharing,88,True,,
medium,0,1012345,89,fmaas,89,True,,
medium,0,1012345,89,no_sharing,89,True,,
medium,0,1012345,90,fmaas,90,True,,
medium,0,1012345,90,no_sharing,90,True,,
medium,0,1012345,91,fmaas,91,True,,
medium,0,1012345,91,no_sharing,91,True,,
medium,0,1012345,92,fmaas,92,True,,
medium,0,1012345,92,no_sharing,92,True,,
medium,0,1012345,93,fmaas,93,True,,
medium,0,1012345,93,no_sharing,93,True,,
medium,0,1012345,94,fmaas,94,True,,
medium,0,1012345,94,no_sharing,94,True,,
medium,0,1012345,95,fmaas,95,True,,
medium,0,1012345,95,no_sharing,95,True,,
medium,0,1012345,96,fmaas,96,True,,
medium,0,1012345,96,no_sharing,96,True,,
medium,0,1012345,97,fmaas,97,True,,
medium,0,1012345,97,no_sharing,97,True,,
medium,0,1012345,98,fmaas,98,True,,
medium,0,1012345,98,no_sharing,98,True,,
medium,0,1012345,99,fmaas,99,True,,
medium,0,1012345,99,no_sharing,99,True,,
medium,0,1012345,100,fmaas,100,True,,
medium,0,1012345,100,no_sharing,100,True,,
medium,0,1012345,101,fmaas,101,True,,
medium,0,1012345,101,no_sharing,101,True,,
medium,0,1012345,102,fmaas,102,True,,
medium,0,1012345,102,no_sharing,102,True,,
medium,0,1012345,103,fmaas,103,True,,
medium,0,1012345,103,no_sharing,103,True,,
medium,0,1012345,104,fmaas,104,True,,
medium,0,1012345,104,no_sharing,104,True,,
medium,0,1012345,105,fmaas,105,True,,
medium,0,1012345,105,no_sharing,105,True,,
medium,0,1012345,106,fmaas,106,True,,
medium,0,1012345,106,no_sharing,106,True,,
medium,0,1012345,107,fmaas,107,True,,
medium,0,1012345,107,no_sharing,107,True,,
medium,0,1012345,108,fmaas,108,True,,
medium,0,1012345,108,no_sharing,108,True,,
medium,0,1012345,109,fmaas,109,True,,
medium,0,1012345,109,no_sharing,109,True,,
medium,0,1012345,110,fmaas,110,True,,
medium,0,1012345,110,no_sharing,110,True,,
medium,0,1012345,111,fmaas,111,True,,
medium,0,1012345,111,no_sharing,111,True,,
medium,0,1012345,112,fmaas,112,True,,
medium,0,1012345,112,no_sharing,112,True,,
medium,0,1012345,113,fmaas,113,True,,
medium,0,1012345,113,no_sharing,113,True,,
medium,0,1012345,114,fmaas,114,True,,
medium,0,1012345,114,no_sharing,114,True,,
medium,0,1012345,115,fmaas,115,True,,
medium,0,1012345,115,no_sharing,115,True,,
medium,0,1012345,116,fmaas,116,True,,
medium,0,1012345,116,no_sharing,116,True,,
medium,0,1012345,117,fmaas,117,True,,
medium,0,1012345,117,no_sharing,117,True,,
medium,0,1012345,118,fmaas,118,True,,
medium,0,1012345,118,no_sharing,118,True,,
medium,0,1012345,119,fmaas,119,True,,
medium,0,1012345,119,no_sharing,119,True,,
medium,0,1012345,120,fmaas,120,True,,
medium,0,1012345,120,no_sharing,120,True,,
medium,0,1012345,121,fmaas,121,True,,
medium,0,1012345,121,no_sharing,121,True,,
medium,0,1012345,122,fmaas,122,True,,
medium,0,1012345,122,no_sharing,122,True,,
medium,0,1012345,123,fmaas,123,True,,
medium,0,1012345,123,no_sharing,123,True,,
medium,0,1012345,124,fmaas,124,True,,
medium,0,1012345,124,no_sharing,124,True,,
medium,0,1012345,125,fmaas,125,True,,
medium,0,1012345,125,no_sharing,125,True,,
medium,0,1012345,126,fmaas,126,True,,
medium,0,1012345,126,no_sharing,126,True,,
medium,0,1012345,127,fmaas,127,True,,
medium,0,1012345,127,no_sharing,127,True,,
medium,0,1012345,128,fmaas,128,True,,
